Country name,Period,Avg_Pillar_1_Score,Avg_Pillar_2_Score,Avg_Pillar_3_Score,Avg_Total_Index_Average,Avg_Overall_Rank,Avg_Overall_Rank_Rolling_Avg_(3y),Avg_Total_Index_Normalized,Avg_Pillar_1_Normalized,Avg_Pillar_1_Rank,Avg_Pillar_2_Normalized,Avg_Pillar_2_Rank,Avg_Pillar_3_Normalized,Avg_Pillar_3_Rank,Total_Yes_Votes,Total_No_Votes,Total_Abstain_Votes,Total_Total_Votes_in_Year
LBR,1995-1999,,83.5750,81.6861,82.6306,131.0000,95.3333,0.2899,,,0.2295,145.6667,0.2958,114.0000,102,2,26,130
LBR,2000-2004,,99.1201,96.2537,97.6869,42.0000,107.0000,0.6988,,,0.6469,58.0000,0.6397,60.0000,53,0,4,57
LBR,2005-2009,94.7564,96.4552,96.8715,96.4354,67.4000,63.6666,0.6339,0.5385,87.3333,0.4439,112.2000,0.6824,45.8000,286,1,17,304
LBR,2010-2014,92.9586,95.8327,96.6437,95.1450,90.6000,92.8000,0.5572,0.4375,121.6000,0.4370,122.8000,0.6765,52.2000,317,0,23,340
LBR,2015-2019,91.9534,90.0527,92.7758,91.5939,129.6000,114.2667,0.4124,0.4010,132.8000,0.2283,154.8000,0.5447,77.2000,299,2,38,339
LBR,2020-2024,84.5434,86.5348,90.4414,87.1732,145.2000,152.8000,0.2814,0.0971,186.2000,0.1828,165.4000,0.5143,93.4000,210,32,15,257
LBR,2025-2029,,48.7934,99.5132,74.1533,181.0000,147.0000,0.0938,,,0.0011,104.0000,0.7291,1.0000,2,0,0,2
LBY,1955-1959,60.0707,94.6271,75.8265,83.4535,53.0000,42.9167,0.3262,0.0000,64.0000,0.4440,34.7500,0.2627,30.5000,53,2,26,81
LBY,1960-1964,74.4350,94.8387,91.9642,87.0793,58.2500,63.3333,0.4602,0.3923,50.2500,0.4748,50.2500,0.6168,22.7500,75,2,16,93
LBY,1965-1969,89.8279,97.4237,94.1898,95.0443,15.0000,22.6000,0.7257,0.7647,15.5000,0.6403,30.2000,0.6890,25.4000,115,4,11,130
LBY,1970-1974,86.8873,98.7930,96.2940,93.9914,34.0000,28.3333,0.6244,0.5561,47.8000,0.6780,27.4000,0.6671,29.6000,303,8,10,321
LBY,1975-1979,92.3854,98.4947,97.4248,96.1016,46.2000,47.6667,0.6420,0.5753,57.0000,0.6573,34.0000,0.6940,29.8000,446,6,14,466
LBY,1980-1984,95.3772,97.4785,97.8658,96.9072,46.4000,46.2667,0.6709,0.6062,55.4000,0.5750,63.8000,0.7043,26.8000,642,18,5,665
LBY,1985-1989,94.9607,97.6945,96.4855,96.3802,82.2000,70.8667,0.5478,0.4585,89.6000,0.5620,67.8000,0.5674,67.2000,640,18,29,687
LBY,1990-1994,94.1579,98.3619,95.9758,96.1652,76.8000,78.8000,0.5898,0.4566,92.4000,0.6120,46.6000,0.6149,52.0000,339,12,9,360
LBY,1995-1999,93.4025,96.1738,93.1681,94.2482,86.8000,89.7333,0.5262,0.5199,82.2000,0.4754,95.4000,0.5291,80.8000,312,22,20,354
LBY,2000-2004,94.8119,98.6868,94.9743,96.1576,77.8000,76.3333,0.6025,0.5504,72.0000,0.6162,53.8000,0.5919,70.4000,322,12,25,359
LBY,2005-2009,95.5455,98.8852,95.0736,96.5014,65.2000,72.7333,0.6312,0.6050,67.6000,0.6444,52.0000,0.5894,77.8000,462,21,26,509
LBY,2010-2014,95.1127,99.2781,96.5053,96.9654,42.8000,41.8000,0.6851,0.5683,75.4000,0.7191,20.0000,0.6668,51.2000,320,7,21,348
LBY,2015-2019,95.1598,98.9104,96.4768,96.8490,52.2000,45.7333,0.6806,0.5824,74.2000,0.7131,38.4000,0.6788,56.8000,403,4,29,436
LBY,2020-2024,95.8884,98.4317,93.2342,95.8515,66.2000,67.0667,0.6425,0.6589,49.0000,0.7008,40.2000,0.5702,86.0000,367,7,50,424
LBY,2025-2029,87.1208,99.6440,89.6883,92.1510,92.0000,71.3333,0.5149,0.5015,90.0000,0.7050,21.0000,0.4004,10.0000,8,0,2,10
LCA,1975-1979,,99.9677,94.9247,97.4462,33.0000,33.0000,0.7233,,,0.8239,3.0000,0.5181,88.0000,9,0,1,10
LCA,1980-1984,89.9029,95.4593,94.2317,94.2130,75.4000,56.5000,0.5044,0.2491,123.3333,0.4591,86.4000,0.5294,68.8000,445,5,53,503
LCA,1985-1989,90.8551,95.2064,94.0248,93.3621,117.4000,119.1334,0.3379,0.2333,137.4000,0.3865,108.6000,0.4454,94.0000,573,5,73,651
LCA,1990-1994,94.8430,96.9891,96.1551,95.9957,81.0000,92.2667,0.5780,0.5135,83.2000,0.5090,82.4000,0.6304,47.8000,317,1,26,344
LCA,1995-1999,94.7010,96.9867,96.9244,96.2041,50.2000,48.8000,0.6466,0.6047,57.0000,0.5306,81.8000,0.7169,29.0000,285,0,20,305
LCA,2000-2004,96.3921,97.5752,96.8964,96.9546,54.6000,59.0000,0.6510,0.6679,32.6000,0.5317,87.8000,0.6700,36.2000,318,1,19,338
LCA,2005-2009,96.1685,97.4069,97.1797,96.9184,54.8000,48.2000,0.6632,0.6515,52.6000,0.5129,96.8000,0.6982,31.8000,343,4,13,360
LCA,2010-2014,95.7823,96.7862,96.3707,96.3131,68.8000,69.0000,0.6363,0.6148,54.2000,0.4956,109.2000,0.6602,54.4000,323,4,14,341
LCA,2015-2019,97.4123,98.6655,98.2815,98.1198,15.4000,29.1333,0.7781,0.7529,20.4000,0.6882,42.6000,0.7734,15.6000,421,2,14,437
LCA,2020-2024,96.5411,97.9482,96.8288,97.1060,23.6000,19.3333,0.7322,0.7145,31.0000,0.6546,53.2000,0.7363,27.2000,386,3,21,410
LCA,2025-2029,87.6230,99.6065,99.5132,95.5809,36.0000,29.3333,0.6845,0.5178,81.0000,0.7026,23.0000,0.7291,1.0000,7,0,0,7
LIE,1990-1994,88.9588,91.3817,73.9622,82.9465,155.4000,156.0667,0.1447,0.2837,122.0000,0.2548,119.2000,0.0911,120.4000,208,20,136,364
LIE,1995-1999,89.1437,96.1839,84.3300,89.8859,142.4000,143.9333,0.3181,0.3117,135.0000,0.4646,101.4000,0.2502,124.6000,251,33,76,360
LIE,2000-2004,92.4685,97.4755,82.4186,90.7875,135.6000,137.0000,0.3419,0.4126,110.6000,0.5216,94.2000,0.2400,119.0000,241,45,74,360
LIE,2005-2009,90.8784,98.4757,82.5074,90.6205,140.0000,137.6667,0.3089,0.3210,134.8000,0.5975,69.2000,0.2031,130.6000,270,52,78,400
LIE,2010-2014,89.8573,98.2666,81.9055,90.0098,146.2000,147.0667,0.2953,0.2961,165.2000,0.6181,57.4000,0.2037,131.6000,239,51,67,357
LIE,2015-2019,89.4349,93.4719,82.0954,88.3341,149.6000,147.0667,0.2671,0.2833,157.2000,0.3048,150.4000,0.2243,135.4000,310,50,97,457
LIE,2020-2024,92.3654,93.7711,83.8947,90.0104,135.2000,140.6000,0.3393,0.4142,119.0000,0.3520,139.6000,0.2794,131.2000,302,59,77,438
LIE,2025-2029,86.8744,99.9974,99.5132,95.4617,38.0000,98.6667,0.6779,0.4936,93.0000,0.7277,2.0000,0.7291,1.0000,10,0,0,10
LKA,1955-1959,66.4286,91.5645,81.4888,84.6965,39.8000,37.1333,0.4203,0.0935,62.0000,0.5225,25.4000,0.4165,21.8000,63,4,17,84
LKA,1960-1964,73.3594,97.9123,92.6554,87.9757,51.5000,51.4167,0.4900,0.3680,55.7500,0.6457,27.5000,0.6540,16.7500,114,4,15,133
LKA,1965-1969,84.0548,97.5090,92.7769,93.6456,27.4000,31.4000,0.6437,0.5619,48.5000,0.6426,29.4000,0.6182,29.2000,107,6,11,124
LKA,1970-1974,88.2150,98.4204,97.1079,94.5811,31.2000,32.2000,0.6619,0.6030,42.6000,0.6486,28.6000,0.7080,18.4000,288,2,10,300
LKA,1975-1979,95.9168,99.1538,98.0204,97.6971,13.4000,17.2000,0.7753,0.7722,15.2000,0.7328,19.6000,0.7396,20.0000,468,2,12,482
LKA,1980-1984,96.1654,98.7960,96.6605,97.2073,39.6000,30.8000,0.6981,0.6600,40.4000,0.6955,28.2000,0.6283,57.2000,650,3,42,695
LKA,1985-1989,97.4023,98.3915,97.0335,97.6091,48.8000,47.0667,0.6695,0.6684,38.2000,0.6231,48.8000,0.6037,54.6000,664,6,35,705
LKA,1990-1994,96.4496,98.5426,96.3112,97.1011,49.0000,49.4000,0.6682,0.6445,42.8000,0.6264,37.6000,0.6330,49.0000,343,4,19,366
LKA,1995-1999,94.7982,98.4919,94.9472,96.0791,52.0000,54.9333,0.6384,0.6036,57.0000,0.6573,45.0000,0.6104,57.4000,327,6,27,360
LKA,2000-2004,96.2257,99.4472,97.0837,97.5855,30.6000,33.9333,0.6943,0.6532,35.6000,0.6738,29.0000,0.6784,30.4000,338,6,16,360
LKA,2005-2009,95.8555,98.2036,96.8468,96.9686,51.4000,47.0667,0.6664,0.6228,62.0000,0.5760,76.2000,0.6852,37.2000,372,9,19,400
LKA,2010-2014,95.7806,97.8799,94.8203,96.1602,71.6000,63.8000,0.6250,0.6151,50.8000,0.5826,74.0000,0.5870,80.0000,320,13,22,355
LKA,2015-2019,94.7528,97.6467,97.0649,96.4881,65.4000,71.4667,0.6543,0.5545,86.2000,0.5862,80.6000,0.7072,43.2000,420,0,30,450
LKA,2020-2024,93.9561,97.4776,93.5024,94.9787,81.6000,77.8000,0.5863,0.5089,91.0000,0.6148,67.0000,0.5857,82.6000,382,9,44,435
LKA,2025-2029,89.7458,98.9541,83.1952,90.6317,112.0000,87.3333,0.4523,0.5881,53.0000,0.6624,27.0000,0.2594,19.0000,7,0,3,10
LSO,1965-1969,72.5000,91.7972,89.5147,89.3285,64.2500,43.5833,0.5000,0.1306,113.0000,0.4281,70.5000,0.5143,48.2500,51,3,12,66
LSO,1970-1974,85.8425,93.4135,93.3858,90.8806,68.0000,75.4667,0.4882,0.5175,59.0000,0.3988,82.8000,0.5228,50.2000,230,5,24,259
LSO,1975-1979,92.5648,96.7065,96.4508,95.2407,62.4000,59.4000,0.5763,0.5672,55.8000,0.4953,72.4000,0.6257,49.4000,446,3,28,477
LSO,1980-1984,93.9508,96.7515,96.7246,95.8090,65.0000,71.9333,0.5906,0.5312,70.0000,0.5342,72.6000,0.6338,49.4000,584,0,37,621
LSO,1985-1989,97.1299,96.8643,96.8870,96.9604,66.4000,55.4000,0.6036,0.6418,45.2000,0.4879,86.4000,0.5928,58.0000,657,0,41,698
LSO,1990-1994,93.6999,96.6900,94.7928,95.0609,92.4000,94.4667,0.5273,0.4401,97.8000,0.4894,82.2000,0.5662,63.4000,304,1,28,333
LSO,1995-1999,90.8641,95.1910,96.3060,94.1203,84.8000,91.3333,0.5219,0.3816,116.8000,0.4243,112.4000,0.6935,39.0000,146,4,13,163
LSO,2000-2004,94.9357,98.7771,96.9105,96.8744,47.0000,56.8667,0.6722,0.6449,63.4000,0.6369,49.4000,0.6775,36.0000,259,1,16,276
LSO,2005-2009,97.5620,99.0816,97.2114,97.9516,18.6000,15.2667,0.7455,0.7808,17.8000,0.6633,42.0000,0.6986,32.4000,363,0,19,382
LSO,2010-2014,95.6097,98.4735,96.0154,96.6995,56.0000,52.6667,0.6642,0.6018,59.4000,0.6407,53.0000,0.6425,62.0000,301,1,26,328
LSO,2015-2019,95.6144,97.9800,96.0484,96.5476,62.8000,53.6000,0.6599,0.6155,60.8000,0.6197,66.6000,0.6571,66.8000,378,0,34,412
LSO,2020-2024,94.9653,97.5875,95.6433,96.0654,57.4000,61.2667,0.6566,0.5840,70.6000,0.6169,68.0000,0.6747,51.8000,362,0,37,399
LSO,2025-2029,82.6557,99.8452,88.3698,90.2902,117.0000,79.6667,0.4391,0.3630,143.0000,0.7179,14.0000,0.3676,12.0000,7,0,2,9
LTU,1990-1994,86.6200,96.6042,75.8968,86.3251,153.5000,149.3333,0.1944,0.2296,144.0000,0.4738,93.5000,0.1077,132.0000,151,19,88,258
LTU,1995-1999,88.6937,96.2353,80.4188,88.4492,157.0000,160.4000,0.2698,0.2935,142.0000,0.4732,100.6000,0.1717,142.6000,229,38,93,360
LTU,2000-2004,91.3694,98.8176,80.2053,90.1308,146.0000,148.6000,0.3184,0.3603,130.4000,0.6276,49.8000,0.2022,130.2000,227,53,77,357
LTU,2005-2009,90.0146,99.1645,80.8967,90.0252,155.0000,149.1333,0.2862,0.2819,150.0000,0.6737,38.4000,0.1748,140.4000,261,64,76,401
LTU,2010-2014,88.8574,98.9225,80.5161,89.4320,154.8000,158.4000,0.2746,0.2771,162.2000,0.6837,39.2000,0.1919,141.0000,283,61,77,421
LTU,2015-2019,85.4573,97.9538,78.7766,87.3959,165.6000,160.9333,0.2376,0.1728,181.2000,0.6126,70.8000,0.1733,153.6000,333,92,99,524
LTU,2020-2024,91.1659,97.3607,76.0724,88.1997,161.6000,162.0667,0.2752,0.3406,147.4000,0.6038,72.0000,0.1461,163.6000,255,108,74,437
LTU,2025-2029,83.8327,99.9928,99.5132,94.4462,61.0000,129.3333,0.6237,0.3984,131.0000,0.7274,3.0000,0.7291,1.0000,10,0,0,10
LUX,1945-1949,93.3333,99.8543,92.6609,96.2612,11.2500,8.4583,0.7206,0.7760,5.0000,0.7606,10.2500,0.6098,14.5000,59,6,3,68
LUX,1950-1954,85.8845,99.4646,81.7194,89.5686,26.2000,25.8667,0.5296,0.5411,15.0000,0.7164,9.0000,0.4019,20.0000,38,12,16,66
LUX,1955-1959,81.6559,97.2387,86.3742,89.4956,34.8000,30.2000,0.4961,0.3667,26.3333,0.6465,15.0000,0.4697,20.6000,66,4,16,86
LUX,1960-1964,77.9889,98.8482,80.0639,85.6337,66.5000,60.0000,0.4232,0.5036,42.7500,0.6970,21.7500,0.2978,46.5000,59,11,21,91
LUX,1965-1969,72.2880,99.6299,68.8281,83.0851,99.0000,89.4667,0.2824,0.1135,111.0000,0.7598,10.4000,0.1108,88.8000,65,19,48,132
LUX,1970-1974,83.4285,99.1401,73.0167,85.1951,112.0000,110.4000,0.2938,0.4501,74.0000,0.7050,17.8000,0.0749,103.2000,185,18,117,320
LUX,1975-1979,82.8349,98.8045,66.9984,82.8793,132.4000,129.4000,0.1206,0.1574,124.4000,0.7020,27.4000,0.0172,121.6000,245,77,180,502
LUX,1980-1984,86.5710,97.5115,58.6962,80.9262,142.4000,140.8667,0.0585,0.1696,138.0000,0.5773,65.2000,0.0057,137.8000,287,147,276,710
LUX,1985-1989,90.3409,97.5866,59.0126,82.3134,145.6000,145.7333,0.0432,0.2144,138.2000,0.5473,75.0000,0.0028,136.6000,292,120,293,705
LUX,1990-1994,89.7195,99.1295,71.8898,86.9129,141.6000,142.5333,0.1936,0.2368,124.2000,0.6824,26.8000,0.0749,126.8000,191,56,113,360
LUX,1995-1999,89.8539,99.6339,82.4221,90.6366,129.4000,130.8667,0.3465,0.3402,125.6000,0.7693,11.0000,0.2086,135.0000,240,47,74,361
LUX,2000-2004,91.3395,99.6426,80.7029,90.5617,140.2000,138.1333,0.3336,0.3585,133.2000,0.6927,26.0000,0.2105,128.6000,230,56,72,358
LUX,2005-2009,89.4974,99.1173,81.0751,89.8966,157.6000,154.7333,0.2812,0.2615,161.2000,0.6658,41.4000,0.1767,139.4000,259,61,79,399
LUX,2010-2014,88.4218,99.5340,84.7949,90.9169,137.2000,143.3333,0.3315,0.2558,171.2000,0.7470,15.8000,0.2737,124.6000,345,58,65,468
LUX,2015-2019,85.8609,98.7917,77.4016,87.3514,161.8000,157.8667,0.2439,0.1955,171.0000,0.6991,37.4000,0.1511,152.4000,279,81,98,458
LUX,2020-2024,91.3366,98.3792,79.2176,89.6445,141.0000,142.6666,0.3255,0.3501,142.4000,0.6921,42.4000,0.1920,150.4000,271,91,76,438
LUX,2025-2029,85.8961,99.9974,99.5132,95.1356,47.0000,107.3333,0.6600,0.4624,107.0000,0.7277,2.0000,0.7291,1.0000,10,0,0,10
LVA,1990-1994,85.7445,96.3004,76.4820,86.3661,154.2500,148.9583,0.1938,0.2046,147.0000,0.4488,100.5000,0.1115,130.2500,150,22,82,254
LVA,1995-1999,89.0775,95.7728,79.9845,88.2782,158.4000,159.7333,0.2634,0.3073,136.8000,0.4382,108.8000,0.1651,144.4000,213,35,89,337
LVA,2000-2004,90.8225,97.2438,79.2521,89.1061,158.8000,159.2667,0.2851,0.3388,136.6000,0.5026,98.8000,0.1881,132.8000,220,53,79,352
LVA,2005-2009,89.6350,98.7736,80.3898,89.5995,161.2000,161.4667,0.2708,0.2666,158.6000,0.6296,60.8000,0.1657,143.2000,257,62,81,400
LVA,2010-2014,89.6753,98.7001,77.8698,88.7484,169.2000,166.1333,0.2517,0.2902,170.2000,0.6600,47.6000,0.1410,153.0000,215,61,77,353
LVA,2015-2019,88.6257,98.0295,75.4980,87.3844,166.8000,167.0667,0.2381,0.2559,166.6000,0.6204,67.4000,0.1241,163.0000,266,91,101,458
LVA,2020-2024,91.4018,98.4944,77.1241,89.0068,151.2000,155.6667,0.3017,0.3550,141.8000,0.7064,38.0000,0.1592,159.4000,259,102,76,437
LVA,2025-2029,84.7156,99.9928,99.5132,94.7406,53.0000,114.0000,0.6390,0.4255,117.0000,0.7274,3.0000,0.7291,1.0000,10,0,0,10
MAR,1955-1959,77.7778,97.5406,72.2119,83.8681,52.2500,48.6667,0.3336,0.3058,51.0000,0.6360,21.2500,0.2017,33.0000,30,4,22,56
MAR,1960-1964,74.1273,97.2619,91.6480,87.6791,49.8000,55.2000,0.4603,0.4187,43.0000,0.5604,30.0000,0.5854,25.8000,87,8,12,107
MAR,1965-1969,77.7016,97.1776,94.0278,89.6357,61.8000,62.8667,0.4742,0.4258,20.2000,0.6272,30.8000,0.6709,20.8000,118,6,7,131
MAR,1970-1974,89.7460,98.5367,97.3932,95.2253,19.8000,18.8000,0.6918,0.6509,26.8000,0.6805,28.6000,0.7246,17.6000,295,2,9,306
MAR,1975-1979,92.7260,96.2802,95.7780,94.9281,67.8000,58.4667,0.5549,0.5656,57.8000,0.4813,74.6000,0.5879,57.4000,432,8,31,471
MAR,1980-1984,95.9047,96.8768,96.1499,96.3104,59.4000,62.1334,0.6229,0.6470,44.6000,0.5370,72.6000,0.5980,64.2000,641,15,35,691
MAR,1985-1989,97.0430,98.5456,97.7606,97.7830,35.6000,43.1333,0.6974,0.6415,49.6000,0.6552,39.4000,0.6535,37.2000,650,6,22,678
MAR,1990-1994,97.1553,99.2738,97.8479,98.0924,26.4000,25.5333,0.7364,0.6877,40.8000,0.7091,20.0000,0.7097,18.2000,483,0,14,497
MAR,1995-1999,96.7694,98.4162,94.7501,96.6452,38.0000,32.3333,0.6771,0.7518,16.6000,0.6469,45.0000,0.5992,61.8000,315,3,30,348
MAR,2000-2004,94.9094,98.9284,95.6227,96.4869,68.0000,65.8667,0.6243,0.5567,69.6000,0.6387,42.8000,0.6193,58.4000,318,9,23,350
MAR,2005-2009,96.1121,97.9996,97.1772,97.0963,49.2000,50.9333,0.6746,0.6460,52.0000,0.5529,87.4000,0.6976,29.4000,376,7,15,398
MAR,2010-2014,96.3607,98.5649,97.5098,97.4785,26.0000,32.9333,0.7291,0.6580,35.2000,0.6522,44.6000,0.7206,26.2000,430,2,23,455
MAR,2015-2019,95.5788,97.6149,95.8639,96.3526,71.0000,61.4000,0.6442,0.6126,64.0000,0.5811,85.2000,0.6472,70.2000,414,7,29,450
MAR,2020-2024,96.5967,96.4211,96.2987,96.4388,42.4000,47.4667,0.6827,0.7170,30.4000,0.5213,101.6000,0.7049,40.2000,389,3,21,413
MAR,2025-2029,92.8028,93.9106,99.5132,95.4089,39.0000,42.0000,0.6749,0.6939,21.0000,0.4143,50.0000,0.7291,1.0000,9,0,0,9
MCO,1990-1994,,92.7103,77.6199,85.1651,157.0000,165.0000,0.2114,,,0.3142,133.5000,0.1255,141.0000,56,20,15,91
MCO,1995-1999,89.7201,97.0686,80.4288,89.0041,151.6000,150.4667,0.2871,0.3323,130.0000,0.5355,82.2000,0.1751,141.0000,207,42,77,326
MCO,2000-2004,91.0136,98.1037,80.4656,89.8610,150.0000,153.6000,0.3092,0.3439,136.0000,0.5708,81.2000,0.2057,129.2000,217,54,68,339
MCO,2005-2009,90.1977,99.6077,81.0474,90.2843,148.2000,144.2000,0.2961,0.2917,149.8000,0.7272,21.8000,0.1772,139.8000,241,56,74,371
MCO,2010-2014,91.4509,98.8016,79.8659,90.0394,146.8000,149.1333,0.2959,0.3630,140.6000,0.6691,43.2000,0.1694,141.2000,218,54,70,342
MCO,2015-2019,90.9373,97.8640,77.1401,88.6471,145.6000,147.2667,0.2765,0.3481,134.8000,0.6050,75.2000,0.1447,154.2000,271,82,95,448
MCO,2020-2024,92.2721,98.3245,77.7965,89.4644,144.2000,142.2000,0.3189,0.4028,123.2000,0.6870,41.4000,0.1693,157.0000,259,93,81,433
MCO,2025-2029,85.2521,99.9974,99.5132,94.9209,50.0000,118.0000,0.6485,0.4422,111.0000,0.7277,2.0000,0.7291,1.0000,10,0,0,10
MDA,1990-1994,,95.2330,76.1771,85.7051,162.6667,159.5556,0.2043,,,0.4162,117.3333,0.1203,147.0000,115,14,68,197
MDA,1995-1999,89.7372,95.6684,80.2250,88.5435,156.2000,159.1333,0.2726,0.3331,131.2000,0.4330,112.0000,0.1675,143.4000,216,30,92,338
MDA,2000-2004,90.1984,95.7590,80.9890,88.9822,157.2000,154.2000,0.2856,0.3146,142.8000,0.4165,120.2000,0.2188,126.0000,219,33,84,336
MDA,2005-2009,89.1739,97.0844,80.8638,89.0407,168.2000,167.5333,0.2519,0.2503,164.0000,0.4787,112.6000,0.1717,141.0000,253,53,88,394
MDA,2010-2014,90.8488,97.9787,78.6833,89.1703,163.2000,164.2000,0.2652,0.3358,148.6000,0.5915,75.2000,0.1519,149.4000,222,50,85,357
MDA,2015-2019,88.6831,94.8397,80.8212,88.1147,154.6000,158.4667,0.2609,0.2559,164.8000,0.3811,135.0000,0.2094,138.8000,293,51,95,439
MDA,2020-2024,91.9826,92.6320,83.3841,89.3329,145.8000,144.6000,0.3139,0.3904,126.2000,0.2971,150.0000,0.2703,133.6000,297,59,77,433
MDA,2025-2029,83.7046,99.6362,99.5132,94.2847,65.0000,120.3333,0.6154,0.3945,132.0000,0.7045,22.0000,0.7291,1.0000,10,0,0,10
MDG,1960-1964,62.0500,95.3868,91.1146,90.7617,32.2500,18.7917,0.6403,0.2232,83.0000,0.5233,38.5000,0.5823,24.2500,71,5,14,90
MDG,1965-1969,75.8781,92.5530,93.5750,90.7126,58.8000,57.6000,0.5266,0.2565,99.0000,0.4342,69.8000,0.6668,26.8000,115,2,17,134
MDG,1970-1974,86.9468,97.0454,96.3113,93.4345,41.8000,53.3333,0.5915,0.5687,49.6000,0.5555,47.2000,0.6617,26.6000,302,7,16,325
MDG,1975-1979,95.6395,98.2385,97.6024,97.1601,26.2000,20.9333,0.7242,0.7372,23.8000,0.6403,41.6000,0.7132,26.0000,465,5,14,484
MDG,1980-1984,95.8483,97.8497,97.4490,97.0490,42.6000,42.2000,0.6855,0.6422,44.8000,0.6087,53.0000,0.6771,34.8000,670,7,24,701
MDG,1985-1989,97.1746,97.9770,97.5897,97.5804,44.4000,43.7333,0.6710,0.6511,44.0000,0.5878,59.0000,0.6406,41.6000,694,4,29,727
MDG,1990-1994,97.1360,98.2674,97.4174,97.6069,35.8000,37.5333,0.6971,0.7108,29.6000,0.5952,53.4000,0.6895,27.6000,292,0,10,302
MDG,1995-1999,94.9382,99.0759,98.3802,97.4648,17.0000,22.5333,0.7407,0.6207,52.2000,0.7108,27.2000,0.7979,7.8000,249,1,5,255
MDG,2000-2004,94.8023,98.5327,96.4771,96.6040,56.0000,46.4000,0.6328,0.5557,66.0000,0.6198,40.0000,0.6543,39.6000,303,0,23,326
MDG,2005-2009,94.1496,97.4823,97.4587,96.3635,69.4000,69.4000,0.6209,0.4973,104.8000,0.5051,104.0000,0.7194,27.0000,273,0,14,287
MDG,2010-2014,93.9879,96.3329,96.1436,95.4881,55.6000,41.1333,0.6265,0.5092,95.4000,0.5592,65.6000,0.6763,34.0000,266,0,28,294
MDG,2015-2019,95.3311,99.0045,98.0354,97.4570,37.4000,61.7333,0.7249,0.5967,70.2000,0.7236,30.4000,0.7575,20.4000,337,0,13,350
MDG,2020-2024,89.4179,92.6412,89.9724,90.6772,128.2000,114.4666,0.3921,0.2479,162.4000,0.3668,124.0000,0.4601,102.6000,322,0,83,405
MDG,2025-2029,82.8825,79.6605,80.6680,81.0703,168.0000,112.3333,0.1892,0.3698,142.0000,0.0946,92.0000,0.2171,22.0000,6,0,3,9
MDV,1965-1969,89.9891,90.9268,90.5156,90.3702,52.2000,55.0333,0.5108,0.7695,15.5000,0.4028,70.6000,0.5364,42.4000,98,5,14,117
MDV,1970-1974,,98.9875,98.6721,98.8298,4.0000,23.3333,0.8644,,,0.6947,24.0000,0.7705,8.0000,50,0,1,51
MDV,1975-1979,92.2384,97.4276,96.8962,96.3273,44.2000,35.7333,0.6685,0.4927,73.0000,0.5884,48.4000,0.6730,33.6000,417,3,15,435
MDV,1980-1984,95.8528,98.6444,97.0796,97.1923,37.0000,38.6000,0.6992,0.6426,45.0000,0.6813,30.2000,0.6555,45.0000,662,4,34,700
MDV,1985-1989,96.8203,98.6009,96.5560,97.3257,54.0000,53.7333,0.6441,0.6088,56.4000,0.6590,39.2000,0.5739,65.8000,649,1,47,697
MDV,1990-1994,96.7781,98.8354,96.9808,97.5314,36.2000,37.2000,0.6943,0.6643,38.4000,0.6624,27.6000,0.6655,33.0000,351,1,15,367
MDV,1995-1999,95.9000,98.2017,96.8824,96.9947,26.8000,26.4667,0.7026,0.6797,34.4000,0.6236,54.4000,0.7086,26.2000,328,5,15,348
MDV,2000-2004,95.7017,97.9332,97.1299,96.9216,53.8000,50.3333,0.6519,0.6130,50.4000,0.5597,81.0000,0.6813,33.0000,327,6,15,348
MDV,2005-2009,96.4003,98.9725,97.9548,97.7759,22.4000,29.6000,0.7306,0.6687,45.4000,0.6616,48.8000,0.7427,12.2000,373,7,7,387
MDV,2010-2014,98.4205,95.6826,97.9713,97.3582,31.8000,26.9333,0.7189,0.8356,3.6000,0.4164,133.4000,0.7454,24.4000,344,3,5,352
MDV,2015-2019,96.6863,97.9992,97.7203,97.4686,30.0000,35.1333,0.7246,0.6937,34.8000,0.6222,64.4000,0.7411,26.4000,436,7,12,455
MDV,2020-2024,96.7871,96.9312,97.1280,96.9487,28.4000,27.3333,0.7208,0.7358,24.4000,0.5641,83.0000,0.7469,23.8000,410,5,20,435
MDV,2025-2029,93.6685,87.8923,99.5132,93.6914,75.0000,39.6667,0.5859,0.7249,14.0000,0.2287,74.0000,0.7291,1.0000,10,0,0,10
MEX,1945-1949,86.5497,95.0544,94.6699,94.0412,18.7500,15.4167,0.6081,0.5787,21.0000,0.4393,25.2500,0.7084,8.0000,75,1,6,82
MEX,1950-1954,84.4357,94.0093,91.6504,90.7630,20.2000,22.5333,0.5873,0.5104,18.7500,0.4479,22.4000,0.6400,8.2000,66,2,6,74
MEX,1955-1959,96.2504,92.7439,92.0458,92.8801,19.2000,18.0667,0.6422,0.7496,2.3333,0.4359,31.2000,0.6794,8.2000,81,1,7,89
MEX,1960-1964,82.0182,94.2283,92.1725,89.4730,41.5000,35.4167,0.5486,0.6109,31.0000,0.4512,50.7500,0.6306,20.2500,78,1,15,94
MEX,1965-1969,85.7422,90.9299,89.7165,89.4693,63.2000,62.4666,0.4782,0.6222,36.0000,0.3990,73.0000,0.5290,46.0000,112,3,26,141
MEX,1970-1974,94.0749,95.6165,97.1341,95.6086,18.4000,20.1333,0.7276,0.7946,8.0000,0.4822,71.4000,0.7130,19.2000,301,1,16,318
