Country name,Year,Pillar 1 Score,Pillar 2 Score,Pillar 3 Score,Total Index Average,Overall Rank,Overall Rank Rolling Avg (3y),Total Index Normalized,Pillar 1 Normalized,Pillar 1 Rank,Pillar 2 Normalized,Pillar 2 Rank,Pillar 3 Normalized,Pillar 3 Rank,Yes Votes,No Votes,Abstain Votes,Total Votes in Year
AFG,1946,50.0,76.67665200193198,24.47421603235227,50.38362267809475,45,45.0,50.38362267809475,50.0,,76.67665200193198,39,24.47421603235227,41,5,1,5,11
AFG,1947,50.0,62.160084398209335,53.578992509767886,55.24635896932574,35,40.0,55.24635896932574,50.0,,62.160084398209335,32,53.578992509767886,18,6,4,2,12
AFG,1948,50.0,99.63958980420568,88.44401031518191,79.36120003979586,19,33.0,79.36120003979586,50.0,,99.63958980420568,13,88.44401031518191,15,13,1,2,16
AFG,1949,44.82962962962965,99.75607226658776,58.44686627622609,67.67752272414783,33,29.0,67.67752272414783,44.82962962962965,22,99.75607226658776,3,58.44686627622609,30,11,1,5,17
AFG,1950,58.333333333333336,91.64629998790016,87.59693353140638,79.19218895087995,16,22.666666666666668,79.19218895087995,58.333333333333336,16,91.64629998790016,12,87.59693353140638,6,16,0,2,18
AFG,1951,5.555555555555581,58.4464862514535,0.0,21.33401393566969,48,32.333333333333336,21.33401393566969,5.555555555555581,26,58.4464862514535,23,0.0,13,1,0,4,5
AFG,1952,29.603399433427757,94.5667143266004,83.4955535530734,69.22188910436718,35,33.0,69.22188910436718,29.603399433427757,27,94.5667143266004,13,83.4955535530734,16,22,0,6,28
AFG,1953,0.0,87.96945746386909,64.20013830634466,50.72319859007124,39,40.666666666666664,50.72319859007124,0.0,6,87.96945746386909,21,64.20013830634466,13,7,0,4,11
AFG,1954,50.0,70.63249577097211,56.942195142276105,59.191563637749404,42,38.666666666666664,59.191563637749404,50.0,,70.63249577097211,34,56.942195142276105,25,8,0,3,11
AFG,1955,50.0,25.061513374417256,28.392098989345772,34.484537454587674,37,39.333333333333336,34.484537454587674,50.0,,25.061513374417256,35,28.392098989345772,18,2,1,3,6
AFG,1956,50.0,77.9430918200647,56.334667288516876,61.42591970286052,40,39.666666666666664,61.42591970286052,50.0,,77.9430918200647,39,56.334667288516876,22,16,1,7,24
AFG,1957,29.91256327657615,73.44477143377726,57.15404293551419,53.503792548622535,61,46.0,53.503792548622535,29.91256327657615,24,73.44477143377726,49,57.15404293551419,34,17,2,8,27
AFG,1958,15.995065789473637,50.55982341460311,48.26198658932645,38.2722919311344,72,57.666666666666664,38.2722919311344,15.995065789473637,27,50.55982341460311,53,48.26198658932645,25,5,1,8,14
AFG,1959,45.84775086505192,52.00629190627527,14.05612552439801,37.3033894319084,72,68.33333333333333,37.3033894319084,45.84775086505192,45,52.00629190627527,61,14.05612552439801,36,9,1,8,18
AFG,1960,19.793552174551113,99.82103295418841,89.19435017837462,69.60297843570471,59,67.66666666666667,69.60297843570471,19.793552174551113,64,99.82103295418841,7,89.19435017837462,13,14,2,1,17
AFG,1961,37.601671185385996,74.90291618711322,60.417416455606826,57.64066794270201,87,72.66666666666667,57.64066794270201,37.601671185385996,54,74.90291618711322,73,60.417416455606826,80,23,1,15,39
AFG,1962,28.756397270497914,99.51543536301733,87.4847996707955,71.91887743477025,60,68.66666666666667,71.91887743477025,28.756397270497914,59,99.51543536301733,20,87.4847996707955,16,14,0,3,17
AFG,1963,27.670144063586683,89.4615318832225,87.31693472209562,68.14953688963494,86,77.66666666666667,68.14953688963494,27.670144063586683,68,89.4615318832225,70,87.31693472209562,22,19,0,4,23
AFG,1965,50.0,94.13264259013248,93.06584283821056,79.06616180944768,20,55.333333333333336,79.06616180944768,50.0,,94.13264259013248,39,93.06584283821056,12,22,1,4,27
AFG,1966,50.0,89.96810583016281,90.07829038198767,76.68213207071683,51,52.333333333333336,76.68213207071683,50.0,,89.96810583016281,64,90.07829038198767,36,19,1,4,24
AFG,1967,50.0,96.45055408341506,88.89388152527124,78.44814520289543,24,31.666666666666668,78.44814520289543,50.0,,96.45055408341506,20,88.89388152527124,27,23,2,2,27
AFG,1968,36.33514603076251,95.73085825398965,94.93366423873455,75.66655617449557,80,51.666666666666664,75.66655617449557,36.33514603076251,86,95.73085825398965,38,94.93366423873455,17,24,1,2,27
AFG,1969,58.34849431123904,97.4253880568231,95.92942828704281,83.90110355170164,34,46.0,83.90110355170164,58.34849431123904,52,97.4253880568231,15,95.92942828704281,5,31,1,1,33
AFG,1970,71.81251552067577,97.34911502765914,86.32968064010063,85.16377039614518,32,48.666666666666664,85.16377039614518,71.81251552067577,32,97.34911502765914,19,86.32968064010063,58,30,2,3,35
AFG,1971,87.87734160601362,96.63938734840741,95.44663388529115,93.32112094657072,7,24.333333333333332,93.32112094657072,87.87734160601362,10,96.63938734840741,28,95.44663388529115,20,72,0,3,75
AFG,1972,73.62880663847068,90.88444760276852,92.61902612506677,85.71076012210199,42,27.0,85.71076012210199,73.62880663847068,20,90.88444760276852,74,92.61902612506677,37,76,0,6,82
AFG,1973,59.673130301442164,93.2145122950449,93.81307588282976,82.23357282643894,57,35.333333333333336,82.23357282643894,59.673130301442164,43,93.2145122950449,81,93.81307588282976,40,66,0,6,72
AFG,1974,70.55387100108084,97.23289233331155,95.8549382184011,87.8805671842645,45,48.0,87.8805671842645,70.55387100108084,45,97.23289233331155,38,95.8549382184011,38,50,1,4,55
AFG,1975,77.11832992670263,98.3224113315086,93.96904881869288,89.80326335896804,43,48.333333333333336,89.80326335896804,77.11832992670263,51,98.3224113315086,11,93.96904881869288,42,64,0,5,69
AFG,1976,78.94800220992173,99.91192545682047,98.4320450697521,92.43065757883143,27,38.333333333333336,92.43065757883143,78.94800220992173,42,99.91192545682047,8,98.4320450697521,7,88,0,2,90
AFG,1977,89.96901337098132,97.41619131343681,96.41461908828842,94.59994125756884,26,32.0,94.59994125756884,89.96901337098132,19,97.41619131343681,30,96.41461908828842,26,88,1,2,91
AFG,1978,55.75447839788841,74.21786760805156,78.96345368016158,69.64526656203385,104,52.333333333333336,69.64526656203385,55.75447839788841,95,74.21786760805156,126,78.96345368016158,99,85,3,16,104
AFG,1979,47.8605217847734,87.41615599536058,89.71297512167405,74.99655096726934,108,79.33333333333333,74.99655096726934,47.8605217847734,104,87.41615599536058,114,89.71297512167405,93,120,4,13,137
AFG,1980,40.64958730715319,76.97676661075552,82.0364093805084,66.5542544328057,121,111.0,66.5542544328057,40.64958730715319,119,76.97676661075552,129,82.0364093805084,107,77,14,7,98
AFG,1981,36.005691084106765,82.32581096600852,89.29644639962491,69.20931614991339,124,117.66666666666667,69.20931614991339,36.005691084106765,121,82.32581096600852,131,89.29644639962491,100,100,10,10,120
AFG,1982,53.09421864437214,83.15233473978203,90.5976999864613,75.61475112353848,121,122.0,75.61475112353848,53.09421864437214,112,83.15233473978203,129,90.5976999864613,109,131,9,14,154
AFG,1983,68.17939374929018,87.66727500708463,92.23625058703286,82.69430644780256,112,119.0,82.69430644780256,68.17939374929018,101,87.66727500708463,122,92.23625058703286,86,126,7,11,144
AFG,1984,71.26727494528981,90.60231283771553,94.63463004655924,85.5014059431882,108,113.66666666666667,85.5014059431882,71.26727494528981,98,90.60231283771553,115,94.63463004655924,85,128,9,4,141
AFG,1985,83.69908364151324,89.2955473032003,92.49523467414646,88.49662187295333,108,109.33333333333333,88.49662187295333,83.69908364151324,96,89.2955473032003,115,92.49523467414646,93,131,11,7,149
AFG,1986,87.4972615440144,92.03868205648709,94.24015997339878,91.25870119130009,99,105.0,91.25870119130009,87.4972615440144,100,92.03868205648709,99,94.24015997339878,83,134,4,10,148
AFG,1987,74.79634011299827,92.18670815525844,96.98080412541975,87.98795079789215,106,104.33333333333333,87.98795079789215,74.79634011299827,113,92.18670815525844,109,96.98080412541975,62,130,3,4,137
AFG,1988,72.74985864523269,97.80916076333358,97.17422307320925,89.24441416059183,105,103.33333333333333,89.24441416059183,72.74985864523269,114,97.80916076333358,46,97.17422307320925,53,127,1,6,134
AFG,1989,85.26167860749642,96.49528826368348,97.16369806034582,92.97355497717524,98,103.0,92.97355497717524,85.26167860749642,108,96.49528826368348,85,97.16369806034582,54,109,2,4,115
AFG,1990,87.15274241288235,98.17609287785832,97.94023746163583,94.42302425079215,86,96.33333333333333,94.42302425079215,87.15274241288235,96,98.17609287785832,40,97.94023746163583,20,82,0,3,85
AFG,1991,91.182600716693,98.87746426595693,98.25030223530658,96.10345573931882,43,75.66666666666667,96.10345573931882,91.182600716693,35,98.87746426595693,29,98.25030223530658,29,65,1,1,67
AFG,1992,83.43415778912085,98.56599956442398,97.13082708705227,93.04366148019903,74,67.66666666666667,93.04366148019903,83.43415778912085,82,98.56599956442398,40,97.13082708705227,40,69,1,3,73
AFG,1993,77.46721303675527,98.15339452899708,94.80020428636955,90.14027061737397,67,61.333333333333336,90.14027061737397,77.46721303675527,78,98.15339452899708,22,94.80020428636955,39,52,2,1,55
AFG,1994,65.13636839753374,97.90177597635986,92.50184738194798,85.1799972519472,60,67.0,85.1799972519472,65.13636839753374,73,97.90177597635986,20,92.50184738194798,48,53,2,3,58
AFG,1995,65.65265689182787,95.75508969560461,92.15148481204817,84.51974379982688,80,69.0,84.51974379982688,65.65265689182787,74,95.75508969560461,68,92.15148481204817,65,62,2,5,69
AFG,1996,82.6815759627821,95.35847043481641,89.66278920334108,89.23427853364653,56,65.33333333333333,89.23427853364653,82.6815759627821,36,95.35847043481641,78,89.66278920334108,88,55,3,3,61
AFG,1997,86.42875965685127,96.26161428822847,95.2537417465001,92.64803856385994,30,55.333333333333336,92.64803856385994,86.42875965685127,27,96.26161428822847,71,95.2537417465001,29,57,2,2,61
AFG,1998,86.488933354228,98.0203699968844,96.70392822963022,93.73774386024753,35,40.333333333333336,93.73774386024753,86.488933354228,45,98.0203699968844,42,96.70392822963022,21,39,1,1,41
AFG,1999,75.87447150784398,96.93497376467802,88.83952572635255,87.21632366629153,89,51.333333333333336,87.21632366629153,75.87447150784398,90,96.93497376467802,56,88.83952572635255,85,22,2,2,26
AFG,2000,67.2682263359234,98.12757517559096,98.40665940676531,87.93415363942655,84,69.33333333333333,87.93415363942655,67.2682263359234,87,98.12757517559096,64,98.40665940676531,14,30,1,0,31
AFG,2001,74.6047855792027,99.9448480782881,96.88697728798896,90.47887031515991,88,87.0,90.47887031515991,74.6047855792027,114,99.9448480782881,15,96.88697728798896,24,37,1,1,39
AFG,2002,71.60451763200304,96.2345763188497,100.0,89.2796979836176,96,89.33333333333333,89.2796979836176,71.60451763200304,128,96.2345763188497,106,100.0,1,40,0,0,40
AFG,2003,90.02966101694916,99.8517344128903,97.8623499127035,95.91458178084766,28,70.66666666666667,95.91458178084766,90.02966101694916,32,99.8517344128903,12,97.8623499127035,19,56,2,0,58
AFG,2004,88.16171631468397,99.78090776987683,99.7483615382994,95.89699520762008,20,48.0,95.89699520762008,88.16171631468397,24,99.78090776987683,26,99.7483615382994,2,59,0,0,59
AFG,2005,96.53105992753348,96.42673289485201,97.35860992863792,96.77213425034114,13,20.333333333333332,96.77213425034114,96.53105992753348,8,96.42673289485201,85,97.35860992863792,12,65,3,0,68
AFG,2006,94.74814332702162,96.0120314165615,98.69603851963498,96.4854044210727,14,15.666666666666666,96.4854044210727,94.74814332702162,8,96.0120314165615,120,98.69603851963498,10,90,1,0,91
AFG,2007,90.25622070017386,98.12386960086309,97.71595569177285,95.36534866426992,20,15.666666666666666,95.36534866426992,90.25622070017386,17,98.12386960086309,72,97.71595569177285,20,75,2,0,77
AFG,2008,92.86425730004231,98.74282122002744,96.59581161395656,96.06763004467545,15,16.333333333333332,96.06763004467545,92.86425730004231,18,98.74282122002744,27,96.59581161395656,35,71,2,1,74
AFG,2009,91.62323713458485,96.77651747476813,98.0847150615027,95.49482322361855,20,18.333333333333332,95.49482322361855,91.62323713458485,12,96.77651747476813,105,98.0847150615027,15,62,1,1,64
