Year,Country,TopicTag,YesVotes_Topic,NoVotes_Topic,AbstainVotes_Topic,TotalVotes_Topic
1992,IRL,INTERNATIONAL LAW,1,0,3,4
1992,IRL,INTERNATIONAL RELATIONS,16,2,11,29
1992,IRL,LANGUAGE,1,0,0,1
1992,IRL,LAW OF THE SEA,1,0,0,1
1992,IRL,MAINTENANCE OF PEACE AND SECURITY,11,0,7,18
1992,IRL,NUCLEAR SCIENCE,3,0,1,4
1992,IRL,PHILOSOPHY AND RELIGION,1,0,0,1
1992,IRL,POLITICAL AND LEGAL QUESTIONS,25,3,17,45
1992,IRL,POLITICAL EVENTS AND ISSUES,16,3,7,26
1992,IRL,POLLUTION,1,0,1,2
1992,IRL,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,6,1,2,9
1992,IRL,RECOMMENDATIONS,2,0,0,2
1992,IRL,SOCIAL DEVELOPMENT,8,0,1,9
1992,IRL,SPECIAL GROUPS,0,0,1,1
1992,IRL,TRADE RELATED FINANCE,0,0,1,1
1992,IRL,WELFARE AND SOCIAL SERVICES,3,1,0,4
1992,IRN,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,IRN,CULTURAL DEVELOPMENT,1,0,0,1
1992,IRN,CULTURE,1,0,0,1
1992,IRN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,IRN,DEVELOPMENT FINANCE,2,0,0,2
1992,IRN,DISARMAMENT AND MILITARY QUESTIONS,18,0,0,18
1992,IRN,DISCRIMINATION,12,2,0,14
1992,IRN,ECONOMIC CONDITIONS,1,0,0,1
1992,IRN,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,IRN,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,IRN,EDUCATIONAL SYSTEMS,1,0,0,1
1992,IRN,ENVIRONMENT,2,0,0,2
1992,IRN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,1,0,0,1
1992,IRN,HUMAN RIGHTS,19,2,0,21
1992,IRN,INTERNATIONAL LAW,4,0,0,4
1992,IRN,INTERNATIONAL RELATIONS,27,1,1,29
1992,IRN,LANGUAGE,1,0,0,1
1992,IRN,LAW OF THE SEA,1,0,0,1
1992,IRN,MAINTENANCE OF PEACE AND SECURITY,16,1,1,18
1992,IRN,NUCLEAR SCIENCE,4,0,0,4
1992,IRN,PHILOSOPHY AND RELIGION,1,0,0,1
1992,IRN,POLITICAL AND LEGAL QUESTIONS,42,3,0,45
1992,IRN,POLITICAL EVENTS AND ISSUES,22,3,0,25
1992,IRN,POLLUTION,2,0,0,2
1992,IRN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,9,0,0,9
1992,IRN,RECOMMENDATIONS,2,0,0,2
1992,IRN,SOCIAL DEVELOPMENT,9,0,0,9
1992,IRN,SPECIAL GROUPS,1,0,0,1
1992,IRN,TRADE RELATED FINANCE,1,0,0,1
1992,IRN,WELFARE AND SOCIAL SERVICES,4,0,0,4
1992,IRQ,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,IRQ,CULTURE,1,0,0,1
1992,IRQ,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,IRQ,DEVELOPMENT FINANCE,2,0,0,2
1992,IRQ,DISARMAMENT AND MILITARY QUESTIONS,18,0,0,18
1992,IRQ,DISCRIMINATION,6,1,0,7
1992,IRQ,ECONOMIC CONDITIONS,1,0,0,1
1992,IRQ,ENVIRONMENT,1,0,1,2
1992,IRQ,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,1,0,0,1
1992,IRQ,HUMAN RIGHTS,11,2,0,13
1992,IRQ,INTERNATIONAL LAW,4,0,0,4
1992,IRQ,INTERNATIONAL RELATIONS,22,2,3,27
1992,IRQ,LAW OF THE SEA,1,0,0,1
1992,IRQ,MAINTENANCE OF PEACE AND SECURITY,14,1,2,17
1992,IRQ,NUCLEAR SCIENCE,3,0,1,4
1992,IRQ,POLITICAL AND LEGAL QUESTIONS,30,3,3,36
1992,IRQ,POLITICAL EVENTS AND ISSUES,15,3,1,19
1992,IRQ,POLLUTION,1,0,1,2
1992,IRQ,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1,0,0,1
1992,IRQ,RECOMMENDATIONS,1,0,1,2
1992,IRQ,SOCIAL DEVELOPMENT,4,0,0,4
1992,IRQ,TRADE RELATED FINANCE,1,0,0,1
1992,ISL,CRIME AND CRIMINAL JUSTICE,0,0,1,1
1992,ISL,CULTURAL DEVELOPMENT,1,0,0,1
1992,ISL,CULTURE,0,0,1,1
1992,ISL,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0,0,1,1
1992,ISL,DEVELOPMENT FINANCE,1,0,1,2
1992,ISL,DISARMAMENT AND MILITARY QUESTIONS,11,1,6,18
1992,ISL,DISCRIMINATION,10,1,3,14
1992,ISL,ECONOMIC CONDITIONS,0,0,1,1
1992,ISL,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,ISL,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,ISL,EDUCATIONAL SYSTEMS,1,0,0,1
1992,ISL,ENVIRONMENT,1,0,1,2
1992,ISL,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,0,0,1,1
1992,ISL,HUMAN RIGHTS,14,3,4,21
1992,ISL,INTERNATIONAL LAW,1,0,2,3
1992,ISL,INTERNATIONAL RELATIONS,15,2,11,28
1992,ISL,LANGUAGE,1,0,0,1
1992,ISL,LAW OF THE SEA,1,0,0,1
1992,ISL,MAINTENANCE OF PEACE AND SECURITY,10,1,7,18
1992,ISL,NUCLEAR SCIENCE,3,0,1,4
1992,ISL,PHILOSOPHY AND RELIGION,1,0,0,1
1992,ISL,POLITICAL AND LEGAL QUESTIONS,25,5,16,46
1992,ISL,POLITICAL EVENTS AND ISSUES,16,3,7,26
1992,ISL,POLLUTION,1,0,1,2
1992,ISL,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,6,1,2,9
1992,ISL,RECOMMENDATIONS,2,0,0,2
1992,ISL,SOCIAL DEVELOPMENT,8,1,0,9
1992,ISL,SPECIAL GROUPS,0,0,1,1
1992,ISL,TRADE RELATED FINANCE,0,0,1,1
1992,ISL,WELFARE AND SOCIAL SERVICES,3,1,0,4
1992,ISR,CRIME AND CRIMINAL JUSTICE,0,0,1,1
1992,ISR,CULTURAL DEVELOPMENT,0,1,0,1
1992,ISR,CULTURE,0,0,1,1
1992,ISR,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0,0,1,1
1992,ISR,DEVELOPMENT FINANCE,1,1,0,2
1992,ISR,DISARMAMENT AND MILITARY QUESTIONS,7,6,5,18
1992,ISR,DISCRIMINATION,2,10,2,14
1992,ISR,ECONOMIC CONDITIONS,0,1,0,1
1992,ISR,EDUCATIONAL FACILITIES AND TECHNOLOGY,0,1,0,1
1992,ISR,EDUCATIONAL POLICY AND PLANNING,0,1,0,1
1992,ISR,EDUCATIONAL SYSTEMS,0,1,0,1
1992,ISR,ENVIRONMENT,1,0,1,2
1992,ISR,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,0,1,0,1
1992,ISR,HUMAN RIGHTS,3,14,4,21
1992,ISR,INTERNATIONAL LAW,0,0,3,3
1992,ISR,INTERNATIONAL RELATIONS,10,13,5,28
1992,ISR,LANGUAGE,0,1,0,1
1992,ISR,LAW OF THE SEA,0,0,1,1
1992,ISR,MAINTENANCE OF PEACE AND SECURITY,8,5,5,18
1992,ISR,NUCLEAR SCIENCE,2,0,2,4
1992,ISR,PHILOSOPHY AND RELIGION,0,1,0,1
1992,ISR,POLITICAL AND LEGAL QUESTIONS,10,25,11,46
1992,ISR,POLITICAL EVENTS AND ISSUES,5,18,3,26
1992,ISR,POLLUTION,1,0,1,2
1992,ISR,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,0,7,2,9
1992,ISR,RECOMMENDATIONS,2,0,0,2
1992,ISR,SOCIAL DEVELOPMENT,0,6,3,9
1992,ISR,SPECIAL GROUPS,0,1,0,1
1992,ISR,TRADE RELATED FINANCE,0,1,0,1
1992,ISR,WELFARE AND SOCIAL SERVICES,0,2,2,4
1992,ITA,CRIME AND CRIMINAL JUSTICE,0,0,1,1
1992,ITA,CULTURAL DEVELOPMENT,1,0,0,1
1992,ITA,CULTURE,0,0,1,1
1992,ITA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0,0,1,1
1992,ITA,DEVELOPMENT FINANCE,1,0,1,2
1992,ITA,DISARMAMENT AND MILITARY QUESTIONS,11,3,4,18
1992,ITA,DISCRIMINATION,10,1,3,14
1992,ITA,ECONOMIC CONDITIONS,0,0,1,1
1992,ITA,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,ITA,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,ITA,EDUCATIONAL SYSTEMS,1,0,0,1
1992,ITA,ENVIRONMENT,1,0,1,2
1992,ITA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,0,0,1,1
1992,ITA,HUMAN RIGHTS,13,3,5,21
1992,ITA,INTERNATIONAL LAW,1,0,2,3
1992,ITA,INTERNATIONAL RELATIONS,15,2,11,28
1992,ITA,LANGUAGE,1,0,0,1
1992,ITA,LAW OF THE SEA,1,0,0,1
1992,ITA,MAINTENANCE OF PEACE AND SECURITY,10,2,6,18
1992,ITA,NUCLEAR SCIENCE,3,0,1,4
1992,ITA,PHILOSOPHY AND RELIGION,1,0,0,1
1992,ITA,POLITICAL AND LEGAL QUESTIONS,23,7,16,46
1992,ITA,POLITICAL EVENTS AND ISSUES,16,4,6,26
1992,ITA,POLLUTION,1,0,1,2
1992,ITA,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,6,1,2,9
1992,ITA,RECOMMENDATIONS,2,0,0,2
1992,ITA,SOCIAL DEVELOPMENT,7,1,1,9
1992,ITA,SPECIAL GROUPS,0,0,1,1
1992,ITA,TRADE RELATED FINANCE,0,0,1,1
1992,ITA,WELFARE AND SOCIAL SERVICES,3,1,0,4
1992,JAM,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,JAM,CULTURAL DEVELOPMENT,1,0,0,1
1992,JAM,CULTURE,1,0,0,1
1992,JAM,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,JAM,DEVELOPMENT FINANCE,2,0,0,2
1992,JAM,DISARMAMENT AND MILITARY QUESTIONS,17,0,1,18
1992,JAM,DISCRIMINATION,12,0,2,14
1992,JAM,ECONOMIC CONDITIONS,1,0,0,1
1992,JAM,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,JAM,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,JAM,EDUCATIONAL SYSTEMS,1,0,0,1
1992,JAM,ENVIRONMENT,2,0,0,2
1992,JAM,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,1,0,0,1
1992,JAM,HUMAN RIGHTS,18,0,3,21
1992,JAM,INTERNATIONAL LAW,4,0,0,4
1992,JAM,INTERNATIONAL RELATIONS,22,0,7,29
1992,JAM,LANGUAGE,1,0,0,1
1992,JAM,LAW OF THE SEA,1,0,0,1
1992,JAM,MAINTENANCE OF PEACE AND SECURITY,14,0,4,18
1992,JAM,NUCLEAR SCIENCE,4,0,0,4
1992,JAM,PHILOSOPHY AND RELIGION,1,0,0,1
1992,JAM,POLITICAL AND LEGAL QUESTIONS,38,0,7,45
1992,JAM,POLITICAL EVENTS AND ISSUES,22,0,4,26
1992,JAM,POLLUTION,2,0,0,2
1992,JAM,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,9,0,0,9
1992,JAM,RECOMMENDATIONS,1,0,1,2
1992,JAM,SOCIAL DEVELOPMENT,9,0,0,9
1992,JAM,SPECIAL GROUPS,1,0,0,1
1992,JAM,TRADE RELATED FINANCE,1,0,0,1
1992,JAM,WELFARE AND SOCIAL SERVICES,4,0,0,4
1992,JOR,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,JOR,CULTURAL DEVELOPMENT,1,0,0,1
1992,JOR,CULTURE,1,0,0,1
1992,JOR,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,JOR,DEVELOPMENT FINANCE,1,0,1,2
1992,JOR,DISARMAMENT AND MILITARY QUESTIONS,18,0,0,18
1992,JOR,DISCRIMINATION,12,0,2,14
1992,JOR,ECONOMIC CONDITIONS,0,0,1,1
1992,JOR,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,JOR,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,JOR,EDUCATIONAL SYSTEMS,1,0,0,1
1992,JOR,ENVIRONMENT,2,0,0,2
1992,JOR,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,0,0,1,1
1992,JOR,HUMAN RIGHTS,17,0,3,20
1992,JOR,INTERNATIONAL LAW,4,0,0,4
1992,JOR,INTERNATIONAL RELATIONS,27,0,2,29
1992,JOR,LANGUAGE,1,0,0,1
1992,JOR,MAINTENANCE OF PEACE AND SECURITY,17,0,1,18
1992,JOR,NUCLEAR SCIENCE,3,0,1,4
1992,JOR,PHILOSOPHY AND RELIGION,1,0,0,1
1992,JOR,POLITICAL AND LEGAL QUESTIONS,40,0,4,44
1992,JOR,POLITICAL EVENTS AND ISSUES,22,0,4,26
1992,JOR,POLLUTION,2,0,0,2
1992,JOR,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,9,0,0,9
1992,JOR,RECOMMENDATIONS,2,0,0,2
1992,JOR,SOCIAL DEVELOPMENT,8,0,0,8
1992,JOR,SPECIAL GROUPS,1,0,0,1
1992,JOR,TRADE RELATED FINANCE,0,0,1,1
1992,JOR,WELFARE AND SOCIAL SERVICES,4,0,0,4
1992,JPN,CRIME AND CRIMINAL JUSTICE,0,0,1,1
1992,JPN,CULTURAL DEVELOPMENT,1,0,0,1
1992,JPN,CULTURE,0,0,1,1
1992,JPN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0,0,1,1
1992,JPN,DEVELOPMENT FINANCE,1,0,1,2
1992,JPN,DISARMAMENT AND MILITARY QUESTIONS,11,0,7,18
1992,JPN,DISCRIMINATION,10,1,3,14
1992,JPN,ECONOMIC CONDITIONS,0,0,1,1
1992,JPN,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,JPN,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,JPN,EDUCATIONAL SYSTEMS,1,0,0,1
1992,JPN,ENVIRONMENT,1,0,1,2
1992,JPN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,0,0,1,1
1992,JPN,HUMAN RIGHTS,14,1,6,21
1992,JPN,INTERNATIONAL LAW,1,0,2,3
1992,JPN,INTERNATIONAL RELATIONS,15,1,12,28
1992,JPN,LANGUAGE,1,0,0,1
1992,JPN,LAW OF THE SEA,1,0,0,1
1992,JPN,MAINTENANCE OF PEACE AND SECURITY,10,0,8,18
1992,JPN,NUCLEAR SCIENCE,3,0,1,4
1992,JPN,PHILOSOPHY AND RELIGION,1,0,0,1
1992,JPN,POLITICAL AND LEGAL QUESTIONS,24,2,20,46
1992,JPN,POLITICAL EVENTS AND ISSUES,15,2,9,26
1992,JPN,POLLUTION,1,0,1,2
1992,JPN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,7,1,1,9
1992,JPN,RECOMMENDATIONS,2,0,0,2
1992,JPN,SOCIAL DEVELOPMENT,8,0,1,9
1992,JPN,SPECIAL GROUPS,1,0,0,1
1992,JPN,TRADE RELATED FINANCE,0,0,1,1
1992,JPN,WELFARE AND SOCIAL SERVICES,3,1,0,4
1992,KAZ,CRIME AND CRIMINAL JUSTICE,0,0,1,1
1992,KAZ,CULTURAL DEVELOPMENT,1,0,0,1
1992,KAZ,CULTURE,0,0,1,1
1992,KAZ,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,KAZ,DISARMAMENT AND MILITARY QUESTIONS,15,0,2,17
1992,KAZ,DISCRIMINATION,9,0,4,13
1992,KAZ,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,KAZ,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,KAZ,EDUCATIONAL SYSTEMS,1,0,0,1
1992,KAZ,ENVIRONMENT,2,0,0,2
1992,KAZ,HUMAN RIGHTS,12,0,7,19
1992,KAZ,INTERNATIONAL LAW,2,0,1,3
1992,KAZ,INTERNATIONAL RELATIONS,17,1,7,25
1992,KAZ,LANGUAGE,1,0,0,1
1992,KAZ,MAINTENANCE OF PEACE AND SECURITY,14,0,3,17
1992,KAZ,NUCLEAR SCIENCE,4,0,0,4
1992,KAZ,PHILOSOPHY AND RELIGION,1,0,0,1
1992,KAZ,POLITICAL AND LEGAL QUESTIONS,24,1,15,40
1992,KAZ,POLITICAL EVENTS AND ISSUES,17,1,7,25
1992,KAZ,POLLUTION,2,0,0,2
1992,KAZ,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,9,0,0,9
1992,KAZ,RECOMMENDATIONS,2,0,0,2
1992,KAZ,SOCIAL DEVELOPMENT,7,0,1,8
1992,KAZ,SPECIAL GROUPS,1,0,0,1
1992,KAZ,WELFARE AND SOCIAL SERVICES,4,0,0,4
1992,KEN,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,KEN,CULTURE,1,0,0,1
1992,KEN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,KEN,DEVELOPMENT FINANCE,2,0,0,2
1992,KEN,DISARMAMENT AND MILITARY QUESTIONS,16,0,1,17
1992,KEN,DISCRIMINATION,6,0,0,6
1992,KEN,ECONOMIC CONDITIONS,1,0,0,1
1992,KEN,ENVIRONMENT,2,0,0,2
1992,KEN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,1,0,0,1
1992,KEN,HUMAN RIGHTS,12,0,0,12
1992,KEN,INTERNATIONAL LAW,4,0,0,4
1992,KEN,INTERNATIONAL RELATIONS,20,1,4,25
1992,KEN,LAW OF THE SEA,1,0,0,1
1992,KEN,MAINTENANCE OF PEACE AND SECURITY,11,1,3,15
1992,KEN,NUCLEAR SCIENCE,4,0,0,4
1992,KEN,POLITICAL AND LEGAL QUESTIONS,31,1,2,34
1992,KEN,POLITICAL EVENTS AND ISSUES,17,0,0,17
1992,KEN,POLLUTION,2,0,0,2
1992,KEN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1,0,0,1
1992,KEN,RECOMMENDATIONS,1,1,0,2
1992,KEN,SOCIAL DEVELOPMENT,4,0,0,4
1992,KEN,TRADE RELATED FINANCE,1,0,0,1
1992,KGZ,CRIME AND CRIMINAL JUSTICE,0,0,1,1
1992,KGZ,DISARMAMENT AND MILITARY QUESTIONS,3,0,2,5
1992,KGZ,DISCRIMINATION,1,0,0,1
1992,KGZ,HUMAN RIGHTS,2,0,1,3
1992,KGZ,INTERNATIONAL LAW,0,0,1,1
1992,KGZ,INTERNATIONAL RELATIONS,6,0,3,9
1992,KGZ,MAINTENANCE OF PEACE AND SECURITY,5,0,2,7
1992,KGZ,NUCLEAR SCIENCE,1,0,0,1
1992,KGZ,POLITICAL AND LEGAL QUESTIONS,5,0,4,9
1992,KGZ,POLITICAL EVENTS AND ISSUES,2,0,2,4
1992,KGZ,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1,0,0,1
1992,KGZ,RECOMMENDATIONS,1,0,0,1
1992,KGZ,SOCIAL DEVELOPMENT,2,0,0,2
1992,KNA,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,KNA,CULTURE,1,0,0,1
1992,KNA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,KNA,DEVELOPMENT FINANCE,1,0,0,1
1992,KNA,DISARMAMENT AND MILITARY QUESTIONS,16,0,1,17
1992,KNA,DISCRIMINATION,5,0,1,6
1992,KNA,ENVIRONMENT,2,0,0,2
1992,KNA,HUMAN RIGHTS,9,0,1,10
1992,KNA,INTERNATIONAL LAW,4,0,0,4
1992,KNA,INTERNATIONAL RELATIONS,20,0,4,24
1992,KNA,LAW OF THE SEA,1,0,0,1
1992,KNA,MAINTENANCE OF PEACE AND SECURITY,15,0,1,16
1992,KNA,NUCLEAR SCIENCE,3,0,0,3
1992,KNA,POLITICAL AND LEGAL QUESTIONS,26,0,4,30
1992,KNA,POLITICAL EVENTS AND ISSUES,13,0,4,17
1992,KNA,POLLUTION,2,0,0,2
1992,KNA,RECOMMENDATIONS,2,0,0,2
1992,KNA,SOCIAL DEVELOPMENT,1,0,0,1
1992,KOR,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,KOR,CULTURAL DEVELOPMENT,1,0,0,1
1992,KOR,CULTURE,1,0,0,1
1992,KOR,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,KOR,DEVELOPMENT FINANCE,1,0,1,2
1992,KOR,DISARMAMENT AND MILITARY QUESTIONS,12,0,6,18
1992,KOR,DISCRIMINATION,11,0,3,14
1992,KOR,ECONOMIC CONDITIONS,0,0,1,1
1992,KOR,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,KOR,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,KOR,EDUCATIONAL SYSTEMS,1,0,0,1
1992,KOR,ENVIRONMENT,1,0,1,2
1992,KOR,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,0,0,1,1
1992,KOR,HUMAN RIGHTS,16,0,5,21
1992,KOR,INTERNATIONAL LAW,2,0,1,3
1992,KOR,INTERNATIONAL RELATIONS,20,1,7,28
1992,KOR,LANGUAGE,1,0,0,1
1992,KOR,LAW OF THE SEA,1,0,0,1
1992,KOR,MAINTENANCE OF PEACE AND SECURITY,11,0,7,18
1992,KOR,NUCLEAR SCIENCE,3,0,1,4
1992,KOR,PHILOSOPHY AND RELIGION,1,0,0,1
1992,KOR,POLITICAL AND LEGAL QUESTIONS,33,1,12,46
1992,KOR,POLITICAL EVENTS AND ISSUES,21,1,4,26
1992,KOR,POLLUTION,1,0,1,2
1992,KOR,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,9,0,0,9
1992,KOR,RECOMMENDATIONS,2,0,0,2
1992,KOR,SOCIAL DEVELOPMENT,8,0,1,9
1992,KOR,SPECIAL GROUPS,1,0,0,1
1992,KOR,TRADE RELATED FINANCE,0,0,1,1
1992,KOR,WELFARE AND SOCIAL SERVICES,4,0,0,4
1992,KWT,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,KWT,CULTURAL DEVELOPMENT,1,0,0,1
1992,KWT,CULTURE,1,0,0,1
1992,KWT,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,KWT,DEVELOPMENT FINANCE,1,0,1,2
1992,KWT,DISARMAMENT AND MILITARY QUESTIONS,18,0,0,18
1992,KWT,DISCRIMINATION,13,0,0,13
1992,KWT,ECONOMIC CONDITIONS,0,0,1,1
1992,KWT,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,KWT,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,KWT,EDUCATIONAL SYSTEMS,1,0,0,1
1992,KWT,ENVIRONMENT,2,0,0,2
1992,KWT,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,0,0,1,1
1992,KWT,HUMAN RIGHTS,20,0,0,20
1992,KWT,INTERNATIONAL LAW,4,0,0,4
1992,KWT,INTERNATIONAL RELATIONS,29,0,0,29
1992,KWT,LANGUAGE,1,0,0,1
1992,KWT,LAW OF THE SEA,1,0,0,1
1992,KWT,MAINTENANCE OF PEACE AND SECURITY,18,0,0,18
1992,KWT,NUCLEAR SCIENCE,4,0,0,4
1992,KWT,PHILOSOPHY AND RELIGION,1,0,0,1
1992,KWT,POLITICAL AND LEGAL QUESTIONS,45,0,0,45
1992,KWT,POLITICAL EVENTS AND ISSUES,25,0,0,25
1992,KWT,POLLUTION,2,0,0,2
1992,KWT,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,9,0,0,9
1992,KWT,RECOMMENDATIONS,2,0,0,2
1992,KWT,SOCIAL DEVELOPMENT,9,0,0,9
1992,KWT,SPECIAL GROUPS,1,0,0,1
1992,KWT,TRADE RELATED FINANCE,0,0,1,1
1992,KWT,WELFARE AND SOCIAL SERVICES,4,0,0,4
1992,LAO,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,LAO,CULTURAL DEVELOPMENT,1,0,0,1
1992,LAO,CULTURE,1,0,0,1
1992,LAO,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,LAO,DEVELOPMENT FINANCE,2,0,0,2
1992,LAO,DISARMAMENT AND MILITARY QUESTIONS,17,0,1,18
1992,LAO,DISCRIMINATION,12,2,0,14
1992,LAO,ECONOMIC CONDITIONS,1,0,0,1
1992,LAO,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,LAO,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,LAO,EDUCATIONAL SYSTEMS,1,0,0,1
1992,LAO,ENVIRONMENT,2,0,0,2
1992,LAO,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,1,0,0,1
1992,LAO,HUMAN RIGHTS,18,2,1,21
1992,LAO,INTERNATIONAL LAW,3,0,0,3
1992,LAO,INTERNATIONAL RELATIONS,23,0,3,26
1992,LAO,LANGUAGE,1,0,0,1
1992,LAO,LAW OF THE SEA,1,0,0,1
1992,LAO,MAINTENANCE OF PEACE AND SECURITY,13,0,3,16
1992,LAO,NUCLEAR SCIENCE,4,0,0,4
1992,LAO,PHILOSOPHY AND RELIGION,1,0,0,1
1992,LAO,POLITICAL AND LEGAL QUESTIONS,37,2,4,43
1992,LAO,POLITICAL EVENTS AND ISSUES,21,2,3,26
1992,LAO,POLLUTION,2,0,0,2
1992,LAO,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,9,0,0,9
1992,LAO,RECOMMENDATIONS,2,0,0,2
1992,LAO,SOCIAL DEVELOPMENT,9,0,0,9
1992,LAO,SPECIAL GROUPS,1,0,0,1
1992,LAO,TRADE RELATED FINANCE,1,0,0,1
1992,LAO,WELFARE AND SOCIAL SERVICES,4,0,0,4
1992,LBN,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1992,LBN,CULTURAL DEVELOPMENT,1,0,0,1
1992,LBN,CULTURE,1,0,0,1
1992,LBN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1992,LBN,DEVELOPMENT FINANCE,2,0,0,2
1992,LBN,DISARMAMENT AND MILITARY QUESTIONS,18,0,0,18
1992,LBN,DISCRIMINATION,12,0,0,12
1992,LBN,ECONOMIC CONDITIONS,1,0,0,1
1992,LBN,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1992,LBN,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1992,LBN,EDUCATIONAL SYSTEMS,1,0,0,1
