Year,Country,TopicTag,YesVotes_Topic,NoVotes_Topic,AbstainVotes_Topic,TotalVotes_Topic
1981,SWE,PUBLIC ADMINISTRATION,1,0,0,1
1981,SWE,PUBLIC FINANCE,7,1,0,8
1981,SWE,RECOMMENDATIONS,1,0,0,1
1981,SWE,RESOURCES (GENERAL),0,0,1,1
1981,SWE,SCIENCE AND TECHNOLOGY,0,0,1,1
1981,SWE,SKILLS DEVELOPMENT,1,0,0,1
1981,SWE,SOCIAL DEVELOPMENT,9,0,3,12
1981,SWE,SPACE SCIENCES,1,0,0,1
1981,SWE,SPECIAL CATEGORIES OF WORKERS,1,0,0,1
1981,SWE,SPECIAL GROUPS,0,0,1,1
1981,SWE,TRADE (GENERAL MATERIALS),1,0,0,1
1981,SWE,TRADE IN COMMODITIES,1,0,0,1
1981,SWE,TRANSNATIONAL CORPORATIONS,0,0,1,1
1981,SWE,WATER,1,0,0,1
1981,SWE,WELFARE AND SOCIAL SERVICES,2,0,1,3
1981,SWE,WOMEN'S ADVANCEMENT,1,0,0,1
1981,SWZ,BANKING AND INVESTMENT,1,0,0,1
1981,SWZ,COMMUNICATION AND MASS MEDIA,1,0,0,1
1981,SWZ,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1981,SWZ,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1981,SWZ,CULTURE,1,0,0,1
1981,SWZ,DEVELOPMENT,4,0,0,4
1981,SWZ,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1981,SWZ,DEVELOPMENT FINANCE,3,0,0,3
1981,SWZ,DISARMAMENT AND MILITARY QUESTIONS,29,0,3,32
1981,SWZ,DISCRIMINATION,12,0,3,15
1981,SWZ,ECONOMIC CONDITIONS,2,0,0,2
1981,SWZ,EDUCATIONAL PERSONNEL AND POPULATION,1,0,0,1
1981,SWZ,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1981,SWZ,EMPLOYMENT PROMOTION AND PLANNING,1,0,0,1
1981,SWZ,ENVIRONMENT,1,0,0,1
1981,SWZ,GENERAL AND NATIONAL LAW,4,0,0,4
1981,SWZ,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,1,0,1,2
1981,SWZ,HUMAN RIGHTS,19,0,6,25
1981,SWZ,HUMANITARIAN AID AND RELIEF,1,0,0,1
1981,SWZ,INTERNATIONAL LAW,11,0,1,12
1981,SWZ,INTERNATIONAL RELATIONS,23,0,4,27
1981,SWZ,INTERNATIONAL TRADE LAW,3,0,0,3
1981,SWZ,LAW OF WAR,1,0,0,1
1981,SWZ,MAINTENANCE OF PEACE AND SECURITY,20,0,2,22
1981,SWZ,MARINE RESOURCES,1,0,0,1
1981,SWZ,MINERAL RESOURCES,1,0,0,1
1981,SWZ,NON-FORMAL EDUCATION,2,0,0,2
1981,SWZ,NUCLEAR SCIENCE,1,0,0,1
1981,SWZ,No Tag,1,0,0,1
1981,SWZ,POLITICAL AND LEGAL QUESTIONS,49,0,13,62
1981,SWZ,POLITICAL EVENTS AND ISSUES,14,0,2,16
1981,SWZ,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,6,0,1,7
1981,SWZ,PUBLIC ADMINISTRATION,1,0,0,1
1981,SWZ,PUBLIC FINANCE,8,0,0,8
1981,SWZ,RECOMMENDATIONS,1,0,0,1
1981,SWZ,RESOURCES (GENERAL),1,0,0,1
1981,SWZ,SCIENCE AND TECHNOLOGY,1,0,0,1
1981,SWZ,SKILLS DEVELOPMENT,1,0,0,1
1981,SWZ,SOCIAL DEVELOPMENT,10,0,1,11
1981,SWZ,SPACE SCIENCES,1,0,0,1
1981,SWZ,SPECIAL CATEGORIES OF WORKERS,1,0,0,1
1981,SWZ,SPECIAL GROUPS,1,0,0,1
1981,SWZ,TRADE (GENERAL MATERIALS),0,0,1,1
1981,SWZ,TRADE IN COMMODITIES,0,0,1,1
1981,SWZ,TRANSNATIONAL CORPORATIONS,1,0,0,1
1981,SWZ,WATER,1,0,0,1
1981,SWZ,WELFARE AND SOCIAL SERVICES,2,0,0,2
1981,SWZ,WOMEN'S ADVANCEMENT,1,0,0,1
1981,SYC,BANKING AND INVESTMENT,1,0,0,1
1981,SYC,COMMUNICATION AND MASS MEDIA,1,0,0,1
1981,SYC,CULTURE,1,0,0,1
1981,SYC,DEVELOPMENT,2,0,0,2
1981,SYC,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1981,SYC,DEVELOPMENT FINANCE,1,0,0,1
1981,SYC,DISARMAMENT AND MILITARY QUESTIONS,27,2,2,31
1981,SYC,DISCRIMINATION,12,0,0,12
1981,SYC,ECONOMIC CONDITIONS,1,0,0,1
1981,SYC,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1981,SYC,EDUCATIONAL PERSONNEL AND POPULATION,1,0,0,1
1981,SYC,ENVIRONMENT,1,0,0,1
1981,SYC,GENERAL AND NATIONAL LAW,1,0,0,1
1981,SYC,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1981,SYC,HUMAN RIGHTS,20,1,0,21
1981,SYC,INTERNATIONAL LAW,4,1,2,7
1981,SYC,INTERNATIONAL RELATIONS,25,2,1,28
1981,SYC,INTERNATIONAL TRADE LAW,2,0,1,3
1981,SYC,LAW OF WAR,1,0,0,1
1981,SYC,MAINTENANCE OF PEACE AND SECURITY,20,1,1,22
1981,SYC,MARINE RESOURCES,1,0,0,1
1981,SYC,MINERAL RESOURCES,1,0,0,1
1981,SYC,NON-FORMAL EDUCATION,1,0,0,1
1981,SYC,POLITICAL AND LEGAL QUESTIONS,59,2,1,62
1981,SYC,POLITICAL EVENTS AND ISSUES,20,1,0,21
1981,SYC,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,6,0,0,6
1981,SYC,PUBLIC FINANCE,1,0,0,1
1981,SYC,RECOMMENDATIONS,1,0,0,1
1981,SYC,SCIENCE AND TECHNOLOGY,1,0,0,1
1981,SYC,SKILLS DEVELOPMENT,1,0,0,1
1981,SYC,SOCIAL DEVELOPMENT,8,0,0,8
1981,SYC,SPACE SCIENCES,1,0,0,1
1981,SYC,SPECIAL GROUPS,1,0,0,1
1981,SYC,TRADE (GENERAL MATERIALS),1,0,0,1
1981,SYC,TRADE IN COMMODITIES,1,0,0,1
1981,SYC,TRANSNATIONAL CORPORATIONS,1,0,0,1
1981,SYC,WATER,1,0,0,1
1981,SYC,WELFARE AND SOCIAL SERVICES,3,0,0,3
1981,SYC,WOMEN'S ADVANCEMENT,1,0,0,1
1981,SYR,BANKING AND INVESTMENT,1,0,0,1
1981,SYR,COMMUNICATION AND MASS MEDIA,1,0,0,1
1981,SYR,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1981,SYR,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1981,SYR,CULTURE,1,0,0,1
1981,SYR,DEVELOPMENT,4,0,0,4
1981,SYR,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1981,SYR,DEVELOPMENT FINANCE,3,0,0,3
1981,SYR,DISARMAMENT AND MILITARY QUESTIONS,26,3,1,30
1981,SYR,DISCRIMINATION,15,0,0,15
1981,SYR,ECONOMIC CONDITIONS,2,0,0,2
1981,SYR,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1981,SYR,EDUCATIONAL PERSONNEL AND POPULATION,1,0,0,1
1981,SYR,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1981,SYR,EMPLOYMENT PROMOTION AND PLANNING,1,0,0,1
1981,SYR,ENVIRONMENT,2,0,0,2
1981,SYR,GENERAL AND NATIONAL LAW,4,0,0,4
1981,SYR,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1981,SYR,HUMAN RIGHTS,24,0,1,25
1981,SYR,HUMANITARIAN AID AND RELIEF,1,0,0,1
1981,SYR,INTERNATIONAL LAW,12,0,0,12
1981,SYR,INTERNATIONAL RELATIONS,29,2,0,31
1981,SYR,INTERNATIONAL TRADE LAW,3,0,0,3
1981,SYR,LAW OF WAR,1,0,0,1
1981,SYR,MAINTENANCE OF PEACE AND SECURITY,21,3,1,25
1981,SYR,MARINE RESOURCES,1,0,0,1
1981,SYR,MINERAL RESOURCES,1,0,0,1
1981,SYR,NON-FORMAL EDUCATION,2,0,0,2
1981,SYR,NUCLEAR SCIENCE,1,0,0,1
1981,SYR,No Tag,1,0,0,1
1981,SYR,POLITICAL AND LEGAL QUESTIONS,66,3,0,69
1981,SYR,POLITICAL EVENTS AND ISSUES,20,1,0,21
1981,SYR,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,8,0,0,8
1981,SYR,PUBLIC ADMINISTRATION,1,0,0,1
1981,SYR,PUBLIC FINANCE,9,0,0,9
1981,SYR,RECOMMENDATIONS,1,0,0,1
1981,SYR,RESOURCES (GENERAL),1,0,0,1
1981,SYR,SCIENCE AND TECHNOLOGY,1,0,0,1
1981,SYR,SKILLS DEVELOPMENT,1,0,0,1
1981,SYR,SOCIAL DEVELOPMENT,12,0,0,12
1981,SYR,SPACE SCIENCES,1,0,0,1
1981,SYR,SPECIAL CATEGORIES OF WORKERS,1,0,0,1
1981,SYR,SPECIAL GROUPS,1,0,0,1
1981,SYR,STATISTICS,1,0,0,1
1981,SYR,TRADE (GENERAL MATERIALS),1,0,0,1
1981,SYR,TRADE IN COMMODITIES,1,0,0,1
1981,SYR,TRANSNATIONAL CORPORATIONS,1,0,0,1
1981,SYR,WATER,1,0,0,1
1981,SYR,WELFARE AND SOCIAL SERVICES,3,0,0,3
1981,SYR,WOMEN'S ADVANCEMENT,1,0,0,1
1981,TCD,BANKING AND INVESTMENT,1,0,0,1
1981,TCD,COMMUNICATION AND MASS MEDIA,1,0,0,1
1981,TCD,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1981,TCD,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1981,TCD,CULTURE,1,0,0,1
1981,TCD,DEVELOPMENT,4,0,0,4
1981,TCD,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1981,TCD,DEVELOPMENT FINANCE,3,0,0,3
1981,TCD,DISARMAMENT AND MILITARY QUESTIONS,30,0,3,33
1981,TCD,DISCRIMINATION,14,0,0,14
1981,TCD,ECONOMIC CONDITIONS,2,0,0,2
1981,TCD,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1981,TCD,EDUCATIONAL PERSONNEL AND POPULATION,1,0,0,1
1981,TCD,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1981,TCD,EMPLOYMENT PROMOTION AND PLANNING,1,0,0,1
1981,TCD,ENVIRONMENT,2,0,0,2
1981,TCD,GENERAL AND NATIONAL LAW,4,0,0,4
1981,TCD,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1981,TCD,HUMAN RIGHTS,23,0,2,25
1981,TCD,HUMANITARIAN AID AND RELIEF,1,0,0,1
1981,TCD,INTERNATIONAL LAW,12,0,0,12
1981,TCD,INTERNATIONAL RELATIONS,31,1,1,33
1981,TCD,INTERNATIONAL TRADE LAW,3,0,0,3
1981,TCD,LAW OF WAR,1,0,0,1
1981,TCD,MAINTENANCE OF PEACE AND SECURITY,22,0,4,26
1981,TCD,MARINE RESOURCES,1,0,0,1
1981,TCD,MINERAL RESOURCES,1,0,0,1
1981,TCD,NON-FORMAL EDUCATION,2,0,0,2
1981,TCD,NUCLEAR SCIENCE,1,0,0,1
1981,TCD,No Tag,1,0,0,1
1981,TCD,POLITICAL AND LEGAL QUESTIONS,65,1,3,69
1981,TCD,POLITICAL EVENTS AND ISSUES,18,1,2,21
1981,TCD,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,8,0,0,8
1981,TCD,PUBLIC ADMINISTRATION,1,0,0,1
1981,TCD,PUBLIC FINANCE,9,0,0,9
1981,TCD,RECOMMENDATIONS,1,0,0,1
1981,TCD,RESOURCES (GENERAL),1,0,0,1
1981,TCD,SCIENCE AND TECHNOLOGY,1,0,0,1
1981,TCD,SKILLS DEVELOPMENT,1,0,0,1
1981,TCD,SOCIAL DEVELOPMENT,12,0,0,12
1981,TCD,SPACE SCIENCES,1,0,0,1
1981,TCD,SPECIAL CATEGORIES OF WORKERS,1,0,0,1
1981,TCD,SPECIAL GROUPS,1,0,0,1
1981,TCD,STATISTICS,1,0,0,1
1981,TCD,TRADE (GENERAL MATERIALS),1,0,0,1
1981,TCD,TRADE IN COMMODITIES,1,0,0,1
1981,TCD,TRANSNATIONAL CORPORATIONS,1,0,0,1
1981,TCD,WATER,1,0,0,1
1981,TCD,WELFARE AND SOCIAL SERVICES,3,0,0,3
1981,TCD,WOMEN'S ADVANCEMENT,1,0,0,1
1981,TGO,BANKING AND INVESTMENT,1,0,0,1
1981,TGO,COMMUNICATION AND MASS MEDIA,1,0,0,1
1981,TGO,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1981,TGO,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1981,TGO,CULTURE,1,0,0,1
1981,TGO,DEVELOPMENT,4,0,0,4
1981,TGO,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1981,TGO,DEVELOPMENT FINANCE,3,0,0,3
1981,TGO,DISARMAMENT AND MILITARY QUESTIONS,32,0,2,34
1981,TGO,DISCRIMINATION,15,0,0,15
1981,TGO,ECONOMIC CONDITIONS,2,0,0,2
1981,TGO,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1981,TGO,EDUCATIONAL PERSONNEL AND POPULATION,1,0,0,1
1981,TGO,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1981,TGO,EMPLOYMENT PROMOTION AND PLANNING,1,0,0,1
1981,TGO,ENVIRONMENT,1,0,1,2
1981,TGO,GENERAL AND NATIONAL LAW,4,0,0,4
1981,TGO,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1981,TGO,HUMAN RIGHTS,23,0,3,26
1981,TGO,HUMANITARIAN AID AND RELIEF,1,0,0,1
1981,TGO,INTERNATIONAL LAW,12,0,0,12
1981,TGO,INTERNATIONAL RELATIONS,33,0,0,33
1981,TGO,INTERNATIONAL TRADE LAW,3,0,0,3
1981,TGO,LAW OF WAR,1,0,0,1
1981,TGO,MAINTENANCE OF PEACE AND SECURITY,25,0,2,27
1981,TGO,MARINE RESOURCES,1,0,0,1
1981,TGO,MINERAL RESOURCES,1,0,0,1
1981,TGO,NON-FORMAL EDUCATION,2,0,0,2
1981,TGO,NUCLEAR SCIENCE,1,0,0,1
1981,TGO,No Tag,1,0,0,1
1981,TGO,POLITICAL AND LEGAL QUESTIONS,67,0,3,70
1981,TGO,POLITICAL EVENTS AND ISSUES,19,0,3,22
1981,TGO,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,8,0,0,8
1981,TGO,PUBLIC ADMINISTRATION,1,0,0,1
1981,TGO,PUBLIC FINANCE,9,0,0,9
1981,TGO,RECOMMENDATIONS,1,0,0,1
1981,TGO,RESOURCES (GENERAL),1,0,0,1
1981,TGO,SCIENCE AND TECHNOLOGY,1,0,0,1
1981,TGO,SKILLS DEVELOPMENT,1,0,0,1
1981,TGO,SOCIAL DEVELOPMENT,12,0,0,12
1981,TGO,SPACE SCIENCES,1,0,0,1
1981,TGO,SPECIAL CATEGORIES OF WORKERS,1,0,0,1
1981,TGO,SPECIAL GROUPS,1,0,0,1
1981,TGO,STATISTICS,1,0,0,1
1981,TGO,TRADE (GENERAL MATERIALS),1,0,0,1
1981,TGO,TRADE IN COMMODITIES,1,0,0,1
1981,TGO,TRANSNATIONAL CORPORATIONS,1,0,0,1
1981,TGO,WATER,1,0,0,1
1981,TGO,WELFARE AND SOCIAL SERVICES,3,0,0,3
1981,TGO,WOMEN'S ADVANCEMENT,1,0,0,1
1981,THA,BANKING AND INVESTMENT,1,0,0,1
1981,THA,COMMUNICATION AND MASS MEDIA,1,0,0,1
1981,THA,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1981,THA,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1981,THA,CULTURE,1,0,0,1
1981,THA,DEVELOPMENT,4,0,0,4
1981,THA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1981,THA,DEVELOPMENT FINANCE,3,0,0,3
1981,THA,DISARMAMENT AND MILITARY QUESTIONS,30,0,1,31
1981,THA,DISCRIMINATION,15,0,0,15
1981,THA,ECONOMIC CONDITIONS,2,0,0,2
1981,THA,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1981,THA,EDUCATIONAL PERSONNEL AND POPULATION,1,0,0,1
1981,THA,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1981,THA,EMPLOYMENT PROMOTION AND PLANNING,1,0,0,1
1981,THA,ENVIRONMENT,2,0,0,2
1981,THA,GENERAL AND NATIONAL LAW,4,0,0,4
1981,THA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1981,THA,HUMAN RIGHTS,23,1,2,26
1981,THA,HUMANITARIAN AID AND RELIEF,1,0,0,1
1981,THA,INTERNATIONAL LAW,12,0,0,12
1981,THA,INTERNATIONAL RELATIONS,33,0,0,33
1981,THA,INTERNATIONAL TRADE LAW,3,0,0,3
1981,THA,LAW OF WAR,1,0,0,1
1981,THA,MAINTENANCE OF PEACE AND SECURITY,23,0,1,24
1981,THA,MARINE RESOURCES,1,0,0,1
1981,THA,MINERAL RESOURCES,1,0,0,1
1981,THA,NON-FORMAL EDUCATION,2,0,0,2
1981,THA,NUCLEAR SCIENCE,1,0,0,1
1981,THA,No Tag,1,0,0,1
1981,THA,POLITICAL AND LEGAL QUESTIONS,65,2,3,70
1981,THA,POLITICAL EVENTS AND ISSUES,19,1,2,22
1981,THA,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,8,0,0,8
1981,THA,PUBLIC ADMINISTRATION,1,0,0,1
1981,THA,PUBLIC FINANCE,9,0,0,9
1981,THA,RECOMMENDATIONS,1,0,0,1
1981,THA,RESOURCES (GENERAL),1,0,0,1
1981,THA,SCIENCE AND TECHNOLOGY,1,0,0,1
1981,THA,SKILLS DEVELOPMENT,1,0,0,1
1981,THA,SOCIAL DEVELOPMENT,12,0,0,12
1981,THA,SPACE SCIENCES,1,0,0,1
1981,THA,SPECIAL CATEGORIES OF WORKERS,1,0,0,1
1981,THA,SPECIAL GROUPS,1,0,0,1
1981,THA,STATISTICS,1,0,0,1
1981,THA,TRADE (GENERAL MATERIALS),1,0,0,1
1981,THA,TRADE IN COMMODITIES,1,0,0,1
1981,THA,TRANSNATIONAL CORPORATIONS,1,0,0,1
1981,THA,WATER,1,0,0,1
1981,THA,WELFARE AND SOCIAL SERVICES,3,0,0,3
1981,THA,WOMEN'S ADVANCEMENT,1,0,0,1
1981,TTO,BANKING AND INVESTMENT,1,0,0,1
1981,TTO,COMMUNICATION AND MASS MEDIA,1,0,0,1
1981,TTO,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1981,TTO,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1981,TTO,CULTURE,1,0,0,1
1981,TTO,DEVELOPMENT,4,0,0,4
1981,TTO,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1981,TTO,DEVELOPMENT FINANCE,3,0,0,3
1981,TTO,DISARMAMENT AND MILITARY QUESTIONS,32,0,2,34
1981,TTO,DISCRIMINATION,15,0,0,15
1981,TTO,ECONOMIC CONDITIONS,2,0,0,2
1981,TTO,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1981,TTO,EDUCATIONAL PERSONNEL AND POPULATION,1,0,0,1
1981,TTO,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1981,TTO,EMPLOYMENT PROMOTION AND PLANNING,1,0,0,1
1981,TTO,ENVIRONMENT,2,0,0,2
1981,TTO,GENERAL AND NATIONAL LAW,4,0,0,4
1981,TTO,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1981,TTO,HUMAN RIGHTS,23,0,3,26
1981,TTO,HUMANITARIAN AID AND RELIEF,1,0,0,1
1981,TTO,INTERNATIONAL LAW,12,0,0,12
1981,TTO,INTERNATIONAL RELATIONS,31,0,2,33
1981,TTO,INTERNATIONAL TRADE LAW,3,0,0,3
1981,TTO,LAW OF WAR,1,0,0,1
1981,TTO,MAINTENANCE OF PEACE AND SECURITY,26,0,1,27
1981,TTO,MARINE RESOURCES,1,0,0,1
1981,TTO,MINERAL RESOURCES,1,0,0,1
1981,TTO,NON-FORMAL EDUCATION,1,0,1,2
1981,TTO,NUCLEAR SCIENCE,1,0,0,1
1981,TTO,No Tag,1,0,0,1
1981,TTO,POLITICAL AND LEGAL QUESTIONS,65,0,5,70
1981,TTO,POLITICAL EVENTS AND ISSUES,17,0,5,22
1981,TTO,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,8,0,0,8
1981,TTO,PUBLIC ADMINISTRATION,1,0,0,1
1981,TTO,PUBLIC FINANCE,9,0,0,9
1981,TTO,RECOMMENDATIONS,1,0,0,1
1981,TTO,RESOURCES (GENERAL),1,0,0,1
1981,TTO,SCIENCE AND TECHNOLOGY,1,0,0,1
1981,TTO,SKILLS DEVELOPMENT,1,0,0,1
1981,TTO,SOCIAL DEVELOPMENT,12,0,0,12
1981,TTO,SPACE SCIENCES,1,0,0,1
1981,TTO,SPECIAL CATEGORIES OF WORKERS,1,0,0,1
1981,TTO,SPECIAL GROUPS,1,0,0,1
1981,TTO,STATISTICS,1,0,0,1
1981,TTO,TRADE (GENERAL MATERIALS),1,0,0,1
1981,TTO,TRADE IN COMMODITIES,1,0,0,1
1981,TTO,TRANSNATIONAL CORPORATIONS,1,0,0,1
1981,TTO,WATER,1,0,0,1
1981,TTO,WELFARE AND SOCIAL SERVICES,3,0,0,3
1981,TTO,WOMEN'S ADVANCEMENT,1,0,0,1
1981,TUN,BANKING AND INVESTMENT,1,0,0,1
1981,TUN,COMMUNICATION AND MASS MEDIA,1,0,0,1
1981,TUN,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1981,TUN,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1981,TUN,CULTURE,1,0,0,1
1981,TUN,DEVELOPMENT,4,0,0,4
1981,TUN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1981,TUN,DEVELOPMENT FINANCE,3,0,0,3
1981,TUN,DISARMAMENT AND MILITARY QUESTIONS,28,0,6,34
1981,TUN,DISCRIMINATION,15,0,0,15
1981,TUN,ECONOMIC CONDITIONS,2,0,0,2
1981,TUN,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1981,TUN,EDUCATIONAL PERSONNEL AND POPULATION,1,0,0,1
1981,TUN,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1981,TUN,EMPLOYMENT PROMOTION AND PLANNING,1,0,0,1
1981,TUN,ENVIRONMENT,2,0,0,2
1981,TUN,GENERAL AND NATIONAL LAW,4,0,0,4
1981,TUN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1981,TUN,HUMAN RIGHTS,25,0,1,26
1981,TUN,HUMANITARIAN AID AND RELIEF,1,0,0,1
1981,TUN,INTERNATIONAL LAW,11,0,1,12
1981,TUN,INTERNATIONAL RELATIONS,33,0,0,33
1981,TUN,INTERNATIONAL TRADE LAW,3,0,0,3
1981,TUN,LAW OF WAR,1,0,0,1
1981,TUN,MAINTENANCE OF PEACE AND SECURITY,22,0,5,27
1981,TUN,MARINE RESOURCES,1,0,0,1
1981,TUN,MINERAL RESOURCES,1,0,0,1
1981,TUN,NON-FORMAL EDUCATION,2,0,0,2
1981,TUN,NUCLEAR SCIENCE,1,0,0,1
1981,TUN,No Tag,1,0,0,1
1981,TUN,POLITICAL AND LEGAL QUESTIONS,67,1,2,70
1981,TUN,POLITICAL EVENTS AND ISSUES,21,0,1,22
1981,TUN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,8,0,0,8
1981,TUN,PUBLIC ADMINISTRATION,1,0,0,1
1981,TUN,PUBLIC FINANCE,9,0,0,9
1981,TUN,RECOMMENDATIONS,1,0,0,1
1981,TUN,RESOURCES (GENERAL),1,0,0,1
1981,TUN,SCIENCE AND TECHNOLOGY,1,0,0,1
1981,TUN,SKILLS DEVELOPMENT,1,0,0,1
1981,TUN,SOCIAL DEVELOPMENT,12,0,0,12
1981,TUN,SPACE SCIENCES,0,0,1,1
1981,TUN,SPECIAL CATEGORIES OF WORKERS,1,0,0,1
1981,TUN,SPECIAL GROUPS,1,0,0,1
1981,TUN,STATISTICS,1,0,0,1
1981,TUN,TRADE (GENERAL MATERIALS),1,0,0,1
1981,TUN,TRADE IN COMMODITIES,1,0,0,1
1981,TUN,TRANSNATIONAL CORPORATIONS,1,0,0,1
1981,TUN,WATER,1,0,0,1
1981,TUN,WELFARE AND SOCIAL SERVICES,3,0,0,3
1981,TUN,WOMEN'S ADVANCEMENT,1,0,0,1
1981,TUR,BANKING AND INVESTMENT,1,0,0,1
1981,TUR,COMMUNICATION AND MASS MEDIA,1,0,0,1
1981,TUR,COMPUTER SCIENCE AND TECHNOLOGY,0,0,1,1
1981,TUR,CRIME AND CRIMINAL JUSTICE,1,0,0,1
1981,TUR,CULTURE,1,0,0,1
1981,TUR,DEVELOPMENT,4,0,0,4
1981,TUR,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0,0,1,1
1981,TUR,DEVELOPMENT FINANCE,2,1,0,3
1981,TUR,DISARMAMENT AND MILITARY QUESTIONS,20,6,7,33
1981,TUR,DISCRIMINATION,14,0,1,15
1981,TUR,ECONOMIC CONDITIONS,2,0,0,2
1981,TUR,EDUCATIONAL FACILITIES AND TECHNOLOGY,1,0,0,1
1981,TUR,EDUCATIONAL PERSONNEL AND POPULATION,1,0,0,1
1981,TUR,EDUCATIONAL POLICY AND PLANNING,1,0,0,1
1981,TUR,EMPLOYMENT PROMOTION AND PLANNING,1,0,0,1
1981,TUR,ENVIRONMENT,1,0,1,2
1981,TUR,GENERAL AND NATIONAL LAW,3,0,1,4
1981,TUR,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1981,TUR,HUMAN RIGHTS,22,1,3,26
1981,TUR,HUMANITARIAN AID AND RELIEF,1,0,0,1
1981,TUR,INTERNATIONAL LAW,8,0,3,11
1981,TUR,INTERNATIONAL RELATIONS,24,2,6,32
1981,TUR,INTERNATIONAL TRADE LAW,3,0,0,3
1981,TUR,LAW OF WAR,0,0,1,1
1981,TUR,MAINTENANCE OF PEACE AND SECURITY,15,5,6,26
1981,TUR,MARINE RESOURCES,1,0,0,1
1981,TUR,MINERAL RESOURCES,1,0,0,1
1981,TUR,NON-FORMAL EDUCATION,1,1,0,2
1981,TUR,NUCLEAR SCIENCE,1,0,0,1
1981,TUR,No Tag,1,0,0,1
1981,TUR,POLITICAL AND LEGAL QUESTIONS,60,3,6,69
1981,TUR,POLITICAL EVENTS AND ISSUES,18,1,3,22
1981,TUR,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,8,0,0,8
1981,TUR,PUBLIC ADMINISTRATION,0,0,1,1
1981,TUR,PUBLIC FINANCE,7,2,0,9
