Country name,Year,Pillar 1 Score,Pillar 2 Score,Pillar 3 Score,Total Index Average,Overall Rank,Overall Rank Rolling Avg (3y),Total Index Normalized,Pillar 1 Normalized,Pillar 1 Rank,Pillar 2 Normalized,Pillar 2 Rank,Pillar 3 Normalized,Pillar 3 Rank,Yes Votes,No Votes,Abstain Votes,Total Votes in Year
PAK,2000,66.91307034848353,93.56221358258686,91.93081882647888,84.13536758584976,107,107.0,84.13536758584976,66.91307034848353,89,93.56221358258686,153,91.93081882647888,115,55,3,8,66
PAK,2001,83.24445767702879,92.86781527292578,90.6318611549304,88.91471136829499,101,103.66666666666667,88.91471136829499,83.24445767702879,73,92.86781527292578,137,90.6318611549304,105,56,2,8,66
PAK,2002,80.50249912131854,93.20257057000273,89.4473193625411,87.71746301795413,103,103.66666666666667,87.71746301795413,80.50249912131854,70,93.20257057000273,143,89.4473193625411,118,62,2,11,75
PAK,2003,85.69918079221148,94.5574228081359,93.92349403742325,91.39336587925688,89,97.66666666666667,91.39336587925688,85.69918079221148,75,94.5574228081359,123,93.92349403742325,97,68,3,6,77
PAK,2004,81.10456101207903,94.31676469800965,93.47111628185338,89.63081399731402,91,94.33333333333333,89.63081399731402,81.10456101207903,72,94.31676469800965,130,93.47111628185338,100,62,2,8,72
PAK,2005,83.69146512279147,91.69883513407754,88.54172890452693,87.97734305379863,112,97.33333333333333,87.97734305379863,83.69146512279147,83,91.69883513407754,149,88.54172890452693,125,59,3,11,73
PAK,2006,75.39150286062086,94.30042744004736,93.12245474395513,87.60479501487445,107,103.33333333333333,87.60479501487445,75.39150286062086,91,94.30042744004736,151,93.12245474395513,116,86,6,7,99
PAK,2007,79.75366782469578,93.83466740428223,92.15573316432412,88.58135613110069,110,109.66666666666667,88.58135613110069,79.75366782469578,88,93.83466740428223,151,92.15573316432412,126,68,4,7,79
PAK,2008,80.7912423974287,88.15466059069149,88.46379695389743,85.80323331400587,121,112.66666666666667,85.80323331400587,80.7912423974287,109,88.15466059069149,166,88.46379695389743,128,62,2,13,77
PAK,2009,82.19738121325284,90.70204699092051,89.44746247433892,87.4489635595041,115,115.33333333333333,87.4489635595041,82.19738121325284,105,90.70204699092051,159,89.44746247433892,126,56,1,11,68
PAK,2010,80.5051491411968,92.14480078569618,89.40020090090565,87.35005027593287,108,114.66666666666667,87.35005027593287,80.5051491411968,77,92.14480078569618,154,89.40020090090565,124,59,3,10,72
PAK,2011,74.49182572228455,89.65889626663815,85.18326187174546,83.11132795355606,115,112.66666666666667,83.11132795355606,74.49182572228455,63,89.65889626663815,163,85.18326187174546,134,52,2,13,67
PAK,2012,72.15769065212083,93.52017986348054,87.79786885429054,84.49191312329731,93,105.33333333333333,84.49191312329731,72.15769065212083,57,93.52017986348054,137,87.79786885429054,124,58,4,11,73
PAK,2013,81.48606496980172,91.04095375828787,92.52863087398462,88.3518832006914,108,105.33333333333333,88.3518832006914,81.48606496980172,105,91.04095375828787,152,92.52863087398462,105,55,1,7,63
PAK,2014,74.75141020215794,94.2169340937426,88.62105864978939,85.86313431522997,107,102.66666666666667,85.86313431522997,74.75141020215794,109,94.2169340937426,131,88.62105864978939,121,66,3,11,80
