Year,Country,TopicTag,YesVotes_Topic,NoVotes_Topic,AbstainVotes_Topic,TotalVotes_Topic
1976,PRY,POLLUTION,0,0,1,1
1976,PRY,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,0,0,1,1
1976,PRY,PUBLIC FINANCE,5,0,0,5
1976,PRY,RESOURCES (GENERAL),0,0,1,1
1976,PRY,SCIENCE AND TECHNOLOGY,2,0,0,2
1976,PRY,SOCIAL CONDITIONS AND EQUITY,2,1,5,8
1976,PRY,SOCIAL DEVELOPMENT,0,0,1,1
1976,PRY,STATISTICS,1,0,0,1
1976,QAT,BANKING AND INVESTMENT,2,0,0,2
1976,QAT,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1976,QAT,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,QAT,CULTURE,1,0,0,1
1976,QAT,DEVELOPMENT,7,0,0,7
1976,QAT,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,QAT,DEVELOPMENT FINANCE,7,0,0,7
1976,QAT,DISARMAMENT AND MILITARY QUESTIONS,18,0,0,18
1976,QAT,DISCRIMINATION,9,0,0,9
1976,QAT,ECONOMIC CONDITIONS,2,0,0,2
1976,QAT,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,14,0,0,14
1976,QAT,EMPLOYMENT,1,0,0,1
1976,QAT,ENVIRONMENT,1,0,0,1
1976,QAT,GENERAL AND NATIONAL LAW,3,0,0,3
1976,QAT,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1976,QAT,HUMAN RIGHTS,15,0,0,15
1976,QAT,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,QAT,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,QAT,INDUSTRY,1,0,0,1
1976,QAT,INTERNATIONAL LAW,4,0,0,4
1976,QAT,INTERNATIONAL RELATIONS,15,0,1,16
1976,QAT,INTERNATIONAL TRADE,2,0,0,2
1976,QAT,INTERNATIONAL TRADE LAW,1,0,0,1
1976,QAT,MAINTENANCE OF PEACE AND SECURITY,18,0,1,19
1976,QAT,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,QAT,POLITICAL AND LEGAL QUESTIONS,64,0,3,67
1976,QAT,POLITICAL EVENTS AND ISSUES,10,0,0,10
1976,QAT,POLLUTION,1,0,0,1
1976,QAT,POPULATION,1,0,0,1
1976,QAT,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,QAT,PUBLIC FINANCE,6,0,0,6
1976,QAT,RESOURCES (GENERAL),1,0,0,1
1976,QAT,SCIENCE AND TECHNOLOGY,2,0,0,2
1976,QAT,SOCIAL CONDITIONS AND EQUITY,15,0,0,15
1976,QAT,SOCIAL DEVELOPMENT,4,0,0,4
1976,QAT,SPECIAL GROUPS,1,0,0,1
1976,QAT,STATISTICS,1,0,0,1
1976,ROU,BANKING AND INVESTMENT,2,0,0,2
1976,ROU,COMPUTER SCIENCE AND TECHNOLOGY,0,1,0,1
1976,ROU,CONDITIONS OF EMPLOYMENT,0,1,0,1
1976,ROU,CULTURE,1,0,0,1
1976,ROU,DEVELOPMENT,7,0,0,7
1976,ROU,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,ROU,DEVELOPMENT FINANCE,6,1,0,7
1976,ROU,DISARMAMENT AND MILITARY QUESTIONS,17,0,1,18
1976,ROU,DISCRIMINATION,10,0,0,10
1976,ROU,ECONOMIC CONDITIONS,2,0,0,2
1976,ROU,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,12,2,0,14
1976,ROU,EMPLOYMENT,0,1,0,1
1976,ROU,ENVIRONMENT,1,0,0,1
1976,ROU,GENERAL AND NATIONAL LAW,1,2,0,3
1976,ROU,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1976,ROU,HUMAN RIGHTS,16,0,0,16
1976,ROU,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,ROU,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,ROU,INDUSTRY,1,0,0,1
1976,ROU,INTERNATIONAL LAW,3,1,0,4
1976,ROU,INTERNATIONAL RELATIONS,17,0,0,17
1976,ROU,INTERNATIONAL TRADE,2,0,0,2
1976,ROU,INTERNATIONAL TRADE LAW,1,0,0,1
1976,ROU,MAINTENANCE OF PEACE AND SECURITY,20,0,0,20
1976,ROU,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,ROU,POLITICAL AND LEGAL QUESTIONS,65,2,1,68
1976,ROU,POLITICAL EVENTS AND ISSUES,10,0,0,10
1976,ROU,POLLUTION,1,0,0,1
1976,ROU,POPULATION,1,0,0,1
1976,ROU,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,ROU,PUBLIC FINANCE,4,2,0,6
1976,ROU,RESOURCES (GENERAL),1,0,0,1
1976,ROU,SCIENCE AND TECHNOLOGY,1,1,0,2
1976,ROU,SOCIAL CONDITIONS AND EQUITY,16,0,0,16
1976,ROU,SOCIAL DEVELOPMENT,4,0,0,4
1976,ROU,SPECIAL GROUPS,1,0,0,1
1976,ROU,STATISTICS,1,0,0,1
1976,RUS,BANKING AND INVESTMENT,2,0,0,2
1976,RUS,COMPUTER SCIENCE AND TECHNOLOGY,0,1,0,1
1976,RUS,CONDITIONS OF EMPLOYMENT,0,1,0,1
1976,RUS,CULTURE,1,0,0,1
1976,RUS,DEVELOPMENT,3,1,3,7
1976,RUS,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,RUS,DEVELOPMENT FINANCE,3,1,3,7
1976,RUS,DISARMAMENT AND MILITARY QUESTIONS,10,1,7,18
1976,RUS,DISCRIMINATION,9,0,1,10
1976,RUS,ECONOMIC CONDITIONS,0,0,2,2
1976,RUS,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,7,3,4,14
1976,RUS,EMPLOYMENT,0,1,0,1
1976,RUS,ENVIRONMENT,1,0,0,1
1976,RUS,GENERAL AND NATIONAL LAW,1,2,0,3
1976,RUS,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,0,1,1,2
1976,RUS,HUMAN RIGHTS,15,0,1,16
1976,RUS,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,RUS,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,0,0,1,1
1976,RUS,INDUSTRY,0,0,1,1
1976,RUS,INTERNATIONAL LAW,3,1,0,4
1976,RUS,INTERNATIONAL RELATIONS,15,0,2,17
1976,RUS,INTERNATIONAL TRADE,0,1,1,2
1976,RUS,INTERNATIONAL TRADE LAW,1,0,0,1
1976,RUS,MAINTENANCE OF PEACE AND SECURITY,13,0,7,20
1976,RUS,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,RUS,POLITICAL AND LEGAL QUESTIONS,57,3,9,69
1976,RUS,POLITICAL EVENTS AND ISSUES,10,0,0,10
1976,RUS,POLLUTION,1,0,0,1
1976,RUS,POPULATION,1,0,0,1
1976,RUS,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,RUS,PUBLIC FINANCE,2,3,1,6
1976,RUS,RESOURCES (GENERAL),1,0,0,1
1976,RUS,SCIENCE AND TECHNOLOGY,1,1,0,2
1976,RUS,SOCIAL CONDITIONS AND EQUITY,15,0,1,16
1976,RUS,SOCIAL DEVELOPMENT,4,0,0,4
1976,RUS,SPECIAL GROUPS,1,0,0,1
1976,RUS,STATISTICS,1,0,0,1
1976,RWA,BANKING AND INVESTMENT,2,0,0,2
1976,RWA,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1976,RWA,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,RWA,CULTURE,1,0,0,1
1976,RWA,DEVELOPMENT,7,0,0,7
1976,RWA,DEVELOPMENT FINANCE,7,0,0,7
1976,RWA,DISARMAMENT AND MILITARY QUESTIONS,17,0,1,18
1976,RWA,DISCRIMINATION,10,0,0,10
1976,RWA,ECONOMIC CONDITIONS,2,0,0,2
1976,RWA,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,14,0,0,14
1976,RWA,EMPLOYMENT,1,0,0,1
1976,RWA,ENVIRONMENT,0,0,1,1
1976,RWA,GENERAL AND NATIONAL LAW,3,0,0,3
1976,RWA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1976,RWA,HUMAN RIGHTS,16,0,0,16
1976,RWA,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,RWA,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,RWA,INDUSTRY,1,0,0,1
1976,RWA,INTERNATIONAL LAW,3,0,1,4
1976,RWA,INTERNATIONAL RELATIONS,16,0,0,16
1976,RWA,INTERNATIONAL TRADE,2,0,0,2
1976,RWA,INTERNATIONAL TRADE LAW,1,0,0,1
1976,RWA,MAINTENANCE OF PEACE AND SECURITY,20,0,0,20
1976,RWA,NATURAL RESOURCES AND THE ENVIRONMENT,1,0,1,2
1976,RWA,POLITICAL AND LEGAL QUESTIONS,67,0,1,68
1976,RWA,POLITICAL EVENTS AND ISSUES,9,0,0,9
1976,RWA,POLLUTION,0,0,1,1
1976,RWA,POPULATION,1,0,0,1
1976,RWA,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,RWA,PUBLIC FINANCE,6,0,0,6
1976,RWA,RESOURCES (GENERAL),1,0,0,1
1976,RWA,SCIENCE AND TECHNOLOGY,1,0,0,1
1976,RWA,SOCIAL CONDITIONS AND EQUITY,16,0,0,16
1976,RWA,SOCIAL DEVELOPMENT,4,0,0,4
1976,RWA,SPECIAL GROUPS,1,0,0,1
1976,RWA,STATISTICS,1,0,0,1
1976,SAU,BANKING AND INVESTMENT,2,0,0,2
1976,SAU,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,SAU,CULTURE,1,0,0,1
1976,SAU,DEVELOPMENT,6,0,0,6
1976,SAU,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,SAU,DEVELOPMENT FINANCE,6,0,0,6
1976,SAU,DISARMAMENT AND MILITARY QUESTIONS,16,0,0,16
1976,SAU,DISCRIMINATION,10,0,0,10
1976,SAU,ECONOMIC CONDITIONS,2,0,0,2
1976,SAU,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,0,0,10
1976,SAU,EMPLOYMENT,1,0,0,1
1976,SAU,ENVIRONMENT,1,0,0,1
1976,SAU,GENERAL AND NATIONAL LAW,2,0,0,2
1976,SAU,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,1,0,0,1
1976,SAU,HUMAN RIGHTS,14,0,1,15
1976,SAU,HUMANITARIAN AID AND RELIEF,1,0,0,1
1976,SAU,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,SAU,INDUSTRY,1,0,0,1
1976,SAU,INTERNATIONAL LAW,3,0,0,3
1976,SAU,INTERNATIONAL RELATIONS,16,0,1,17
1976,SAU,INTERNATIONAL TRADE,1,0,0,1
1976,SAU,INTERNATIONAL TRADE LAW,1,0,0,1
1976,SAU,MAINTENANCE OF PEACE AND SECURITY,18,0,1,19
1976,SAU,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,SAU,POLITICAL AND LEGAL QUESTIONS,60,1,3,64
1976,SAU,POLITICAL EVENTS AND ISSUES,9,0,1,10
1976,SAU,POLLUTION,1,0,0,1
1976,SAU,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1,0,0,1
1976,SAU,PUBLIC FINANCE,2,0,0,2
1976,SAU,RESOURCES (GENERAL),1,0,0,1
1976,SAU,SCIENCE AND TECHNOLOGY,1,0,0,1
1976,SAU,SOCIAL CONDITIONS AND EQUITY,14,0,1,15
1976,SAU,SOCIAL DEVELOPMENT,3,0,0,3
1976,SDN,BANKING AND INVESTMENT,2,0,0,2
1976,SDN,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1976,SDN,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,SDN,CULTURE,1,0,0,1
1976,SDN,DEVELOPMENT,7,0,0,7
1976,SDN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,SDN,DEVELOPMENT FINANCE,7,0,0,7
1976,SDN,DISARMAMENT AND MILITARY QUESTIONS,18,0,0,18
1976,SDN,DISCRIMINATION,10,0,0,10
1976,SDN,ECONOMIC CONDITIONS,2,0,0,2
1976,SDN,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,14,0,0,14
1976,SDN,EMPLOYMENT,1,0,0,1
1976,SDN,ENVIRONMENT,1,0,0,1
1976,SDN,GENERAL AND NATIONAL LAW,3,0,0,3
1976,SDN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1976,SDN,HUMAN RIGHTS,16,0,0,16
1976,SDN,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,SDN,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,SDN,INDUSTRY,1,0,0,1
1976,SDN,INTERNATIONAL LAW,3,0,0,3
1976,SDN,INTERNATIONAL RELATIONS,16,0,0,16
1976,SDN,INTERNATIONAL TRADE,2,0,0,2
1976,SDN,INTERNATIONAL TRADE LAW,1,0,0,1
1976,SDN,MAINTENANCE OF PEACE AND SECURITY,20,0,0,20
1976,SDN,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,SDN,POLITICAL AND LEGAL QUESTIONS,67,0,1,68
1976,SDN,POLITICAL EVENTS AND ISSUES,10,0,0,10
1976,SDN,POLLUTION,1,0,0,1
1976,SDN,POPULATION,1,0,0,1
1976,SDN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,SDN,PUBLIC FINANCE,6,0,0,6
1976,SDN,RESOURCES (GENERAL),1,0,0,1
1976,SDN,SCIENCE AND TECHNOLOGY,2,0,0,2
1976,SDN,SOCIAL CONDITIONS AND EQUITY,16,0,0,16
1976,SDN,SOCIAL DEVELOPMENT,4,0,0,4
1976,SDN,SPECIAL GROUPS,1,0,0,1
1976,SDN,STATISTICS,1,0,0,1
1976,SEN,BANKING AND INVESTMENT,2,0,0,2
1976,SEN,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1976,SEN,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,SEN,CULTURE,1,0,0,1
1976,SEN,DEVELOPMENT,7,0,0,7
1976,SEN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,SEN,DEVELOPMENT FINANCE,7,0,0,7
1976,SEN,DISARMAMENT AND MILITARY QUESTIONS,18,0,0,18
1976,SEN,DISCRIMINATION,10,0,0,10
1976,SEN,ECONOMIC CONDITIONS,2,0,0,2
1976,SEN,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,14,0,0,14
1976,SEN,EMPLOYMENT,1,0,0,1
1976,SEN,ENVIRONMENT,1,0,0,1
1976,SEN,GENERAL AND NATIONAL LAW,3,0,0,3
1976,SEN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1976,SEN,HUMAN RIGHTS,16,0,0,16
1976,SEN,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,SEN,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,SEN,INDUSTRY,1,0,0,1
1976,SEN,INTERNATIONAL LAW,4,0,0,4
1976,SEN,INTERNATIONAL RELATIONS,17,0,0,17
1976,SEN,INTERNATIONAL TRADE,2,0,0,2
1976,SEN,INTERNATIONAL TRADE LAW,1,0,0,1
1976,SEN,MAINTENANCE OF PEACE AND SECURITY,20,0,0,20
1976,SEN,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,SEN,POLITICAL AND LEGAL QUESTIONS,69,0,0,69
1976,SEN,POLITICAL EVENTS AND ISSUES,10,0,0,10
1976,SEN,POLLUTION,1,0,0,1
1976,SEN,POPULATION,1,0,0,1
1976,SEN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,SEN,PUBLIC FINANCE,6,0,0,6
1976,SEN,RESOURCES (GENERAL),1,0,0,1
1976,SEN,SCIENCE AND TECHNOLOGY,2,0,0,2
1976,SEN,SOCIAL CONDITIONS AND EQUITY,16,0,0,16
1976,SEN,SOCIAL DEVELOPMENT,4,0,0,4
1976,SEN,SPECIAL GROUPS,1,0,0,1
1976,SEN,STATISTICS,1,0,0,1
1976,SGP,BANKING AND INVESTMENT,2,0,0,2
1976,SGP,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1976,SGP,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,SGP,CULTURE,1,0,0,1
1976,SGP,DEVELOPMENT,7,0,0,7
1976,SGP,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,SGP,DEVELOPMENT FINANCE,7,0,0,7
1976,SGP,DISARMAMENT AND MILITARY QUESTIONS,17,0,1,18
1976,SGP,DISCRIMINATION,10,0,0,10
1976,SGP,ECONOMIC CONDITIONS,2,0,0,2
1976,SGP,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,13,0,1,14
1976,SGP,EMPLOYMENT,1,0,0,1
1976,SGP,ENVIRONMENT,1,0,0,1
1976,SGP,GENERAL AND NATIONAL LAW,2,0,1,3
1976,SGP,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1976,SGP,HUMAN RIGHTS,15,0,0,15
1976,SGP,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,SGP,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,SGP,INDUSTRY,1,0,0,1
1976,SGP,INTERNATIONAL LAW,4,0,0,4
1976,SGP,INTERNATIONAL RELATIONS,14,0,1,15
1976,SGP,INTERNATIONAL TRADE,2,0,0,2
1976,SGP,INTERNATIONAL TRADE LAW,0,0,1,1
1976,SGP,MAINTENANCE OF PEACE AND SECURITY,18,0,1,19
1976,SGP,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,SGP,POLITICAL AND LEGAL QUESTIONS,59,0,6,65
1976,SGP,POLITICAL EVENTS AND ISSUES,9,0,0,9
1976,SGP,POLLUTION,1,0,0,1
1976,SGP,POPULATION,1,0,0,1
1976,SGP,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,SGP,PUBLIC FINANCE,5,0,1,6
1976,SGP,RESOURCES (GENERAL),1,0,0,1
1976,SGP,SCIENCE AND TECHNOLOGY,2,0,0,2
1976,SGP,SOCIAL CONDITIONS AND EQUITY,15,0,0,15
1976,SGP,SOCIAL DEVELOPMENT,4,0,0,4
1976,SGP,SPECIAL GROUPS,1,0,0,1
1976,SGP,STATISTICS,1,0,0,1
1976,SLE,BANKING AND INVESTMENT,2,0,0,2
1976,SLE,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1976,SLE,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,SLE,CULTURE,1,0,0,1
1976,SLE,DEVELOPMENT,7,0,0,7
1976,SLE,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,SLE,DEVELOPMENT FINANCE,7,0,0,7
1976,SLE,DISARMAMENT AND MILITARY QUESTIONS,17,0,0,17
1976,SLE,DISCRIMINATION,10,0,0,10
1976,SLE,ECONOMIC CONDITIONS,2,0,0,2
1976,SLE,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,14,0,0,14
1976,SLE,EMPLOYMENT,1,0,0,1
1976,SLE,ENVIRONMENT,1,0,0,1
1976,SLE,GENERAL AND NATIONAL LAW,3,0,0,3
1976,SLE,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1976,SLE,HUMAN RIGHTS,16,0,0,16
1976,SLE,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,SLE,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,SLE,INDUSTRY,1,0,0,1
1976,SLE,INTERNATIONAL LAW,4,0,0,4
1976,SLE,INTERNATIONAL RELATIONS,16,0,0,16
1976,SLE,INTERNATIONAL TRADE,2,0,0,2
1976,SLE,INTERNATIONAL TRADE LAW,1,0,0,1
1976,SLE,MAINTENANCE OF PEACE AND SECURITY,18,0,0,18
1976,SLE,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,SLE,POLITICAL AND LEGAL QUESTIONS,63,0,1,64
1976,SLE,POLITICAL EVENTS AND ISSUES,10,0,0,10
1976,SLE,POLLUTION,1,0,0,1
1976,SLE,POPULATION,1,0,0,1
1976,SLE,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,SLE,PUBLIC FINANCE,6,0,0,6
1976,SLE,RESOURCES (GENERAL),1,0,0,1
1976,SLE,SCIENCE AND TECHNOLOGY,2,0,0,2
1976,SLE,SOCIAL CONDITIONS AND EQUITY,16,0,0,16
1976,SLE,SOCIAL DEVELOPMENT,4,0,0,4
1976,SLE,SPECIAL GROUPS,1,0,0,1
1976,SLE,STATISTICS,1,0,0,1
1976,SLV,BANKING AND INVESTMENT,2,0,0,2
1976,SLV,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1976,SLV,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,SLV,CULTURE,1,0,0,1
1976,SLV,DEVELOPMENT,7,0,0,7
1976,SLV,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,SLV,DEVELOPMENT FINANCE,7,0,0,7
1976,SLV,DISARMAMENT AND MILITARY QUESTIONS,12,0,2,14
1976,SLV,DISCRIMINATION,6,0,4,10
1976,SLV,ECONOMIC CONDITIONS,2,0,0,2
1976,SLV,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,13,0,0,13
1976,SLV,EMPLOYMENT,1,0,0,1
1976,SLV,ENVIRONMENT,1,0,0,1
1976,SLV,GENERAL AND NATIONAL LAW,2,0,0,2
1976,SLV,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1976,SLV,HUMAN RIGHTS,11,0,5,16
1976,SLV,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,SLV,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,SLV,INDUSTRY,1,0,0,1
1976,SLV,INTERNATIONAL LAW,4,0,0,4
1976,SLV,INTERNATIONAL RELATIONS,9,0,6,15
1976,SLV,INTERNATIONAL TRADE,2,0,0,2
1976,SLV,MAINTENANCE OF PEACE AND SECURITY,13,0,4,17
1976,SLV,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,SLV,POLITICAL AND LEGAL QUESTIONS,46,1,14,61
1976,SLV,POLITICAL EVENTS AND ISSUES,5,0,5,10
1976,SLV,POLLUTION,1,0,0,1
1976,SLV,POPULATION,1,0,0,1
1976,SLV,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,SLV,PUBLIC FINANCE,5,0,0,5
1976,SLV,RESOURCES (GENERAL),1,0,0,1
1976,SLV,SCIENCE AND TECHNOLOGY,2,0,0,2
1976,SLV,SOCIAL CONDITIONS AND EQUITY,11,0,5,16
1976,SLV,SOCIAL DEVELOPMENT,4,0,0,4
1976,SLV,SPECIAL GROUPS,1,0,0,1
1976,SLV,STATISTICS,1,0,0,1
1976,SOM,BANKING AND INVESTMENT,2,0,0,2
1976,SOM,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1976,SOM,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,SOM,CULTURE,1,0,0,1
1976,SOM,DEVELOPMENT,6,0,0,6
1976,SOM,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,SOM,DEVELOPMENT FINANCE,6,0,0,6
1976,SOM,DISARMAMENT AND MILITARY QUESTIONS,15,0,0,15
1976,SOM,DISCRIMINATION,8,0,0,8
1976,SOM,ECONOMIC CONDITIONS,1,0,0,1
1976,SOM,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,13,0,0,13
1976,SOM,EMPLOYMENT,1,0,0,1
1976,SOM,ENVIRONMENT,1,0,0,1
1976,SOM,GENERAL AND NATIONAL LAW,3,0,0,3
1976,SOM,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,1,0,0,1
1976,SOM,HUMAN RIGHTS,13,0,0,13
1976,SOM,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,SOM,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,SOM,INDUSTRY,1,0,0,1
1976,SOM,INTERNATIONAL LAW,3,0,0,3
1976,SOM,INTERNATIONAL RELATIONS,13,0,0,13
1976,SOM,INTERNATIONAL TRADE,1,0,0,1
1976,SOM,INTERNATIONAL TRADE LAW,1,0,0,1
1976,SOM,MAINTENANCE OF PEACE AND SECURITY,17,0,0,17
1976,SOM,NATURAL RESOURCES AND THE ENVIRONMENT,2,0,0,2
1976,SOM,POLITICAL AND LEGAL QUESTIONS,51,0,0,51
1976,SOM,POLITICAL EVENTS AND ISSUES,9,0,0,9
1976,SOM,POLLUTION,1,0,0,1
1976,SOM,POPULATION,1,0,0,1
1976,SOM,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,3,0,0,3
1976,SOM,PUBLIC FINANCE,6,0,0,6
1976,SOM,RESOURCES (GENERAL),1,0,0,1
1976,SOM,SCIENCE AND TECHNOLOGY,2,0,0,2
1976,SOM,SOCIAL CONDITIONS AND EQUITY,13,0,0,13
1976,SOM,SOCIAL DEVELOPMENT,3,0,0,3
1976,SOM,SPECIAL GROUPS,1,0,0,1
1976,SOM,STATISTICS,1,0,0,1
1976,SRB,BANKING AND INVESTMENT,2,0,0,2
1976,SRB,COMPUTER SCIENCE AND TECHNOLOGY,1,0,0,1
1976,SRB,CONDITIONS OF EMPLOYMENT,1,0,0,1
1976,SRB,CULTURE,1,0,0,1
1976,SRB,DEVELOPMENT,7,0,0,7
1976,SRB,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
1976,SRB,DEVELOPMENT FINANCE,7,0,0,7
1976,SRB,DISARMAMENT AND MILITARY QUESTIONS,15,0,3,18
1976,SRB,DISCRIMINATION,10,0,0,10
1976,SRB,ECONOMIC CONDITIONS,2,0,0,2
1976,SRB,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,14,0,0,14
1976,SRB,EMPLOYMENT,1,0,0,1
1976,SRB,ENVIRONMENT,1,0,0,1
1976,SRB,GENERAL AND NATIONAL LAW,3,0,0,3
1976,SRB,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,0,2
1976,SRB,HUMAN RIGHTS,16,0,0,16
1976,SRB,HUMANITARIAN AID AND RELIEF,3,0,0,3
1976,SRB,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,1,0,0,1
1976,SRB,INDUSTRY,1,0,0,1
