Period,Country1_ISO3,Country2_ISO3,CosineSimilarity
1990-1994,KWT,MEX,0.944003
1990-1994,KWT,MHL,0.604686
1990-1994,KWT,MKD,0.441931
1990-1994,KWT,MLI,0.951248
1990-1994,KWT,MLT,0.776715
1990-1994,KWT,MMR,0.889114
1990-1994,KWT,MNE,0.000000
1990-1994,KWT,MNG,0.952468
1990-1994,KWT,MOZ,0.932742
1990-1994,KWT,MRT,0.964283
1990-1994,KWT,MUS,0.890839
1990-1994,KWT,MWI,0.842178
1990-1994,KWT,MYS,0.909068
1990-1994,KWT,NAM,0.931131
1990-1994,KWT,NER,0.961271
1990-1994,KWT,NGA,0.853189
1990-1994,KWT,NIC,0.930092
1990-1994,KWT,NLD,0.425851
1990-1994,KWT,NOR,0.553168
1990-1994,KWT,NPL,0.968754
1990-1994,KWT,NRU,0.000000
1990-1994,KWT,NZL,0.534427
1990-1994,KWT,OMN,0.873693
1990-1994,KWT,PAK,0.802108
1990-1994,KWT,PAN,0.751824
1990-1994,KWT,PER,0.933231
1990-1994,KWT,PHL,0.962680
1990-1994,KWT,PLW,0.000000
1990-1994,KWT,PNG,0.833739
1990-1994,KWT,POL,0.556932
1990-1994,KWT,PRK,0.725267
1990-1994,KWT,PRT,0.520484
1990-1994,KWT,PRY,0.916646
1990-1994,KWT,QAT,0.959798
1990-1994,KWT,ROU,0.489068
1990-1994,KWT,RUS,0.462386
1990-1994,KWT,RWA,0.711863
1990-1994,KWT,SAU,0.980170
1990-1994,KWT,SDN,0.868282
1990-1994,KWT,SEN,0.964150
1990-1994,KWT,SGP,0.965750
1990-1994,KWT,SLB,0.741117
1990-1994,KWT,SLE,0.928177
1990-1994,KWT,SLV,0.866806
1990-1994,KWT,SMR,0.358820
1990-1994,KWT,SOM,0.636535
1990-1994,KWT,SRB,0.645811
1990-1994,KWT,SSD,0.000000
1990-1994,KWT,STP,0.597607
1990-1994,KWT,SUR,0.970298
1990-1994,KWT,SVK,0.321319
1990-1994,KWT,SVN,0.454073
1990-1994,KWT,SWE,0.618450
1990-1994,KWT,SWZ,0.905786
1990-1994,KWT,SYC,0.762200
1990-1994,KWT,SYR,0.905266
1990-1994,KWT,TCD,0.873094
1990-1994,KWT,TGO,0.942091
1990-1994,KWT,THA,0.962743
1990-1994,KWT,TJK,0.412455
1990-1994,KWT,TKM,0.445686
1990-1994,KWT,TLS,0.000000
1990-1994,KWT,TON,0.000000
1990-1994,KWT,TTO,0.954121
1990-1994,KWT,TUN,0.970006
1990-1994,KWT,TUR,0.697838
1990-1994,KWT,TUV,0.000000
1990-1994,KWT,TZA,0.923358
1990-1994,KWT,UGA,0.891922
1990-1994,KWT,UKR,0.860419
1990-1994,KWT,URY,0.873433
1990-1994,KWT,USA,-0.308607
1990-1994,KWT,UZB,0.324667
1990-1994,KWT,VCT,0.891496
1990-1994,KWT,VEN,0.787879
1990-1994,KWT,VNM,0.899693
1990-1994,KWT,VUT,0.819633
1990-1994,KWT,WSM,0.799743
1990-1994,KWT,YEM,0.865345
1990-1994,KWT,ZAF,0.365015
1990-1994,KWT,ZMB,0.887850
1990-1994,KWT,ZWE,0.824272
1990-1994,LAO,LBN,0.893483
1990-1994,LAO,LBR,0.548911
1990-1994,LAO,LBY,0.927886
1990-1994,LAO,LCA,0.864780
1990-1994,LAO,LIE,0.538502
1990-1994,LAO,LKA,0.936229
1990-1994,LAO,LSO,0.866962
1990-1994,LAO,LTU,0.395685
1990-1994,LAO,LUX,0.328266
1990-1994,LAO,LVA,0.371999
1990-1994,LAO,MAR,0.768032
1990-1994,LAO,MCO,0.096487
1990-1994,LAO,MDA,0.340675
1990-1994,LAO,MDG,0.869643
1990-1994,LAO,MDV,0.923578
1990-1994,LAO,MEX,0.924854
1990-1994,LAO,MHL,0.486203
1990-1994,LAO,MKD,0.350724
1990-1994,LAO,MLI,0.911393
1990-1994,LAO,MLT,0.693225
1990-1994,LAO,MMR,0.942949
1990-1994,LAO,MNE,0.000000
1990-1994,LAO,MNG,0.912009
1990-1994,LAO,MOZ,0.872843
1990-1994,LAO,MRT,0.928537
1990-1994,LAO,MUS,0.847245
1990-1994,LAO,MWI,0.771282
1990-1994,LAO,MYS,0.886526
1990-1994,LAO,NAM,0.932589
1990-1994,LAO,NER,0.921822
1990-1994,LAO,NGA,0.837308
1990-1994,LAO,NIC,0.855897
1990-1994,LAO,NLD,0.316921
1990-1994,LAO,NOR,0.465541
1990-1994,LAO,NPL,0.903940
1990-1994,LAO,NRU,0.000000
1990-1994,LAO,NZL,0.465145
1990-1994,LAO,OMN,0.829569
1990-1994,LAO,PAK,0.775501
1990-1994,LAO,PAN,0.653407
1990-1994,LAO,PER,0.890780
1990-1994,LAO,PHL,0.926209
1990-1994,LAO,PLW,0.000000
1990-1994,LAO,PNG,0.775079
1990-1994,LAO,POL,0.453084
1990-1994,LAO,PRK,0.786180
1990-1994,LAO,PRT,0.413065
1990-1994,LAO,PRY,0.841158
1990-1994,LAO,QAT,0.901915
1990-1994,LAO,ROU,0.403262
1990-1994,LAO,RUS,0.406785
1990-1994,LAO,RWA,0.674064
1990-1994,LAO,SAU,0.916300
1990-1994,LAO,SDN,0.899312
1990-1994,LAO,SEN,0.912725
1990-1994,LAO,SGP,0.897094
1990-1994,LAO,SLB,0.663900
1990-1994,LAO,SLE,0.880131
1990-1994,LAO,SLV,0.769416
1990-1994,LAO,SMR,0.263285
1990-1994,LAO,SOM,0.633648
1990-1994,LAO,SRB,0.644846
1990-1994,LAO,SSD,0.000000
1990-1994,LAO,STP,0.556422
1990-1994,LAO,SUR,0.912024
1990-1994,LAO,SVK,0.221590
1990-1994,LAO,SVN,0.322296
1990-1994,LAO,SWE,0.529639
1990-1994,LAO,SWZ,0.869292
1990-1994,LAO,SYC,0.753100
1990-1994,LAO,SYR,0.923505
1990-1994,LAO,TCD,0.849386
1990-1994,LAO,TGO,0.918831
1990-1994,LAO,THA,0.920477
1990-1994,LAO,TJK,0.351483
1990-1994,LAO,TKM,0.379517
1990-1994,LAO,TLS,0.000000
1990-1994,LAO,TON,0.000000
1990-1994,LAO,TTO,0.905338
1990-1994,LAO,TUN,0.931552
1990-1994,LAO,TUR,0.594234
1990-1994,LAO,TUV,0.000000
1990-1994,LAO,TZA,0.917779
1990-1994,LAO,UGA,0.892104
1990-1994,LAO,UKR,0.802930
1990-1994,LAO,URY,0.805215
1990-1994,LAO,USA,-0.415724
1990-1994,LAO,UZB,0.247999
1990-1994,LAO,VCT,0.836693
1990-1994,LAO,VEN,0.756262
1990-1994,LAO,VNM,0.957145
1990-1994,LAO,VUT,0.781825
1990-1994,LAO,WSM,0.726262
1990-1994,LAO,YEM,0.853351
1990-1994,LAO,ZAF,0.348969
1990-1994,LAO,ZMB,0.875592
1990-1994,LAO,ZWE,0.833496
1990-1994,LBN,LBR,0.569363
1990-1994,LBN,LBY,0.929899
1990-1994,LBN,LCA,0.884208
1990-1994,LBN,LIE,0.558632
1990-1994,LBN,LKA,0.941162
1990-1994,LBN,LSO,0.877601
1990-1994,LBN,LTU,0.456669
1990-1994,LBN,LUX,0.361319
1990-1994,LBN,LVA,0.428783
1990-1994,LBN,MAR,0.787695
1990-1994,LBN,MCO,0.120157
1990-1994,LBN,MDA,0.383473
1990-1994,LBN,MDG,0.848528
1990-1994,LBN,MDV,0.940331
1990-1994,LBN,MEX,0.906280
1990-1994,LBN,MHL,0.510972
1990-1994,LBN,MKD,0.356701
1990-1994,LBN,MLI,0.928773
1990-1994,LBN,MLT,0.718107
1990-1994,LBN,MMR,0.881459
1990-1994,LBN,MNE,0.000000
1990-1994,LBN,MNG,0.908628
1990-1994,LBN,MOZ,0.895168
1990-1994,LBN,MRT,0.936593
1990-1994,LBN,MUS,0.829865
1990-1994,LBN,MWI,0.788475
1990-1994,LBN,MYS,0.891197
1990-1994,LBN,NAM,0.916866
1990-1994,LBN,NER,0.936092
1990-1994,LBN,NGA,0.825945
1990-1994,LBN,NIC,0.881102
1990-1994,LBN,NLD,0.357089
1990-1994,LBN,NOR,0.485643
1990-1994,LBN,NPL,0.918128
1990-1994,LBN,NRU,0.000000
1990-1994,LBN,NZL,0.478697
1990-1994,LBN,OMN,0.842679
1990-1994,LBN,PAK,0.784419
1990-1994,LBN,PAN,0.696222
1990-1994,LBN,PER,0.900004
1990-1994,LBN,PHL,0.922536
1990-1994,LBN,PLW,0.000000
1990-1994,LBN,PNG,0.795879
1990-1994,LBN,POL,0.481957
1990-1994,LBN,PRK,0.740420
1990-1994,LBN,PRT,0.444611
1990-1994,LBN,PRY,0.872920
1990-1994,LBN,QAT,0.928507
1990-1994,LBN,ROU,0.431076
1990-1994,LBN,RUS,0.414296
1990-1994,LBN,RWA,0.678256
1990-1994,LBN,SAU,0.933129
1990-1994,LBN,SDN,0.884150
1990-1994,LBN,SEN,0.930130
1990-1994,LBN,SGP,0.911566
1990-1994,LBN,SLB,0.712045
1990-1994,LBN,SLE,0.890103
1990-1994,LBN,SLV,0.809066
1990-1994,LBN,SMR,0.311943
1990-1994,LBN,SOM,0.650249
1990-1994,LBN,SRB,0.647091
1990-1994,LBN,SSD,0.000000
1990-1994,LBN,STP,0.585430
1990-1994,LBN,SUR,0.923020
1990-1994,LBN,SVK,0.248111
1990-1994,LBN,SVN,0.371324
1990-1994,LBN,SWE,0.537838
1990-1994,LBN,SWZ,0.882505
1990-1994,LBN,SYC,0.755514
1990-1994,LBN,SYR,0.934727
1990-1994,LBN,TCD,0.854869
1990-1994,LBN,TGO,0.903340
1990-1994,LBN,THA,0.931750
1990-1994,LBN,TJK,0.402102
1990-1994,LBN,TKM,0.417387
1990-1994,LBN,TLS,0.000000
1990-1994,LBN,TON,0.000000
1990-1994,LBN,TTO,0.919842
1990-1994,LBN,TUN,0.942521
1990-1994,LBN,TUR,0.663431
1990-1994,LBN,TUV,0.000000
1990-1994,LBN,TZA,0.908321
1990-1994,LBN,UGA,0.886427
1990-1994,LBN,UKR,0.808491
1990-1994,LBN,URY,0.819912
1990-1994,LBN,USA,-0.363049
1990-1994,LBN,UZB,0.327893
1990-1994,LBN,VCT,0.863559
1990-1994,LBN,VEN,0.766042
1990-1994,LBN,VNM,0.901673
1990-1994,LBN,VUT,0.796594
1990-1994,LBN,WSM,0.745213
1990-1994,LBN,YEM,0.849895
1990-1994,LBN,ZAF,0.357089
1990-1994,LBN,ZMB,0.882505
1990-1994,LBN,ZWE,0.811514
1990-1994,LBR,LBY,0.546437
1990-1994,LBR,LCA,0.579126
1990-1994,LBR,LIE,0.362787
1990-1994,LBR,LKA,0.568861
1990-1994,LBR,LSO,0.514208
1990-1994,LBR,LTU,0.427028
1990-1994,LBR,LUX,0.262844
1990-1994,LBR,LVA,0.376606
1990-1994,LBR,MAR,0.490339
1990-1994,LBR,MCO,0.000000
1990-1994,LBR,MDA,0.245107
1990-1994,LBR,MDG,0.557062
1990-1994,LBR,MDV,0.583953
1990-1994,LBR,MEX,0.577861
1990-1994,LBR,MHL,0.510125
1990-1994,LBR,MKD,0.000000
1990-1994,LBR,MLI,0.562471
1990-1994,LBR,MLT,0.498208
1990-1994,LBR,MMR,0.554510
1990-1994,LBR,MNE,0.000000
1990-1994,LBR,MNG,0.561731
1990-1994,LBR,MOZ,0.537994
1990-1994,LBR,MRT,0.574511
1990-1994,LBR,MUS,0.514470
1990-1994,LBR,MWI,0.524661
1990-1994,LBR,MYS,0.534096
1990-1994,LBR,NAM,0.572169
1990-1994,LBR,NER,0.582717
1990-1994,LBR,NGA,0.529175
1990-1994,LBR,NIC,0.526406
1990-1994,LBR,NLD,0.250909
1990-1994,LBR,NOR,0.318697
1990-1994,LBR,NPL,0.594371
1990-1994,LBR,NRU,0.000000
1990-1994,LBR,NZL,0.300569
1990-1994,LBR,OMN,0.494319
1990-1994,LBR,PAK,0.477652
1990-1994,LBR,PAN,0.537800
1990-1994,LBR,PER,0.587384
1990-1994,LBR,PHL,0.573844
1990-1994,LBR,PLW,0.000000
1990-1994,LBR,PNG,0.430290
1990-1994,LBR,POL,0.333050
1990-1994,LBR,PRK,0.617733
1990-1994,LBR,PRT,0.313636
1990-1994,LBR,PRY,0.558772
1990-1994,LBR,QAT,0.588433
1990-1994,LBR,ROU,0.281892
1990-1994,LBR,RUS,0.261352
1990-1994,LBR,RWA,0.385157
1990-1994,LBR,SAU,0.573566
1990-1994,LBR,SDN,0.501576
1990-1994,LBR,SEN,0.582717
1990-1994,LBR,SGP,0.597787
1990-1994,LBR,SLB,0.380569
1990-1994,LBR,SLE,0.515283
1990-1994,LBR,SLV,0.541075
1990-1994,LBR,SMR,0.118921
1990-1994,LBR,SOM,0.414781
1990-1994,LBR,SRB,0.470040
1990-1994,LBR,SSD,0.000000
1990-1994,LBR,STP,0.898877
1990-1994,LBR,SUR,0.591847
1990-1994,LBR,SVK,0.000000
1990-1994,LBR,SVN,0.193548
1990-1994,LBR,SWE,0.340384
1990-1994,LBR,SWZ,0.574995
1990-1994,LBR,SYC,0.516867
1990-1994,LBR,SYR,0.543075
1990-1994,LBR,TCD,0.629032
1990-1994,LBR,TGO,0.580696
1990-1994,LBR,THA,0.596413
1990-1994,LBR,TJK,0.214913
1990-1994,LBR,TKM,0.144215
1990-1994,LBR,TLS,0.000000
1990-1994,LBR,TON,0.000000
1990-1994,LBR,TTO,0.572169
1990-1994,LBR,TUN,0.584166
1990-1994,LBR,TUR,0.403226
1990-1994,LBR,TUV,0.000000
1990-1994,LBR,TZA,0.534006
1990-1994,LBR,UGA,0.498239
1990-1994,LBR,UKR,0.534030
1990-1994,LBR,URY,0.506581
1990-1994,LBR,USA,-0.197120
1990-1994,LBR,UZB,0.000000
1990-1994,LBR,VCT,0.569838
1990-1994,LBR,VEN,0.489327
1990-1994,LBR,VNM,0.556927
1990-1994,LBR,VUT,0.626011
1990-1994,LBR,WSM,0.502480
1990-1994,LBR,YEM,0.507454
1990-1994,LBR,ZAF,0.000000
1990-1994,LBR,ZMB,0.590127
1990-1994,LBR,ZWE,0.499462
1990-1994,LBY,LCA,0.856050
1990-1994,LBY,LIE,0.523167
1990-1994,LBY,LKA,0.959901
1990-1994,LBY,LSO,0.871047
1990-1994,LBY,LTU,0.409376
1990-1994,LBY,LUX,0.322642
1990-1994,LBY,LVA,0.374429
1990-1994,LBY,MAR,0.784468
1990-1994,LBY,MCO,0.079594
1990-1994,LBY,MDA,0.347763
1990-1994,LBY,MDG,0.852742
1990-1994,LBY,MDV,0.941679
1990-1994,LBY,MEX,0.906281
1990-1994,LBY,MHL,0.494700
1990-1994,LBY,MKD,0.351097
1990-1994,LBY,MLI,0.925134
1990-1994,LBY,MLT,0.672708
1990-1994,LBY,MMR,0.932841
1990-1994,LBY,MNE,0.000000
1990-1994,LBY,MNG,0.902918
1990-1994,LBY,MOZ,0.896546
1990-1994,LBY,MRT,0.949809
1990-1994,LBY,MUS,0.815428
1990-1994,LBY,MWI,0.756869
1990-1994,LBY,MYS,0.917081
1990-1994,LBY,NAM,0.928016
1990-1994,LBY,NER,0.932258
1990-1994,LBY,NGA,0.839624
1990-1994,LBY,NIC,0.855994
1990-1994,LBY,NLD,0.311823
1990-1994,LBY,NOR,0.449882
1990-1994,LBY,NPL,0.908832
1990-1994,LBY,NRU,0.000000
1990-1994,LBY,NZL,0.466041
1990-1994,LBY,OMN,0.855192
1990-1994,LBY,PAK,0.806755
1990-1994,LBY,PAN,0.663627
1990-1994,LBY,PER,0.880144
1990-1994,LBY,PHL,0.945185
1990-1994,LBY,PLW,0.000000
1990-1994,LBY,PNG,0.783649
1990-1994,LBY,POL,0.452469
1990-1994,LBY,PRK,0.786776
1990-1994,LBY,PRT,0.406726
1990-1994,LBY,PRY,0.842155
1990-1994,LBY,QAT,0.930733
1990-1994,LBY,ROU,0.396023
1990-1994,LBY,RUS,0.387191
1990-1994,LBY,RWA,0.662681
1990-1994,LBY,SAU,0.928981
1990-1994,LBY,SDN,0.944545
1990-1994,LBY,SEN,0.926485
1990-1994,LBY,SGP,0.899728
1990-1994,LBY,SLB,0.653464
1990-1994,LBY,SLE,0.891783
1990-1994,LBY,SLV,0.773748
1990-1994,LBY,SMR,0.308435
1990-1994,LBY,SOM,0.629541
1990-1994,LBY,SRB,0.622250
1990-1994,LBY,SSD,0.000000
1990-1994,LBY,STP,0.552849
1990-1994,LBY,SUR,0.910647
1990-1994,LBY,SVK,0.222634
1990-1994,LBY,SVN,0.321152
1990-1994,LBY,SWE,0.520710
1990-1994,LBY,SWZ,0.857399
1990-1994,LBY,SYC,0.738768
1990-1994,LBY,SYR,0.953954
1990-1994,LBY,TCD,0.846818
1990-1994,LBY,TGO,0.909672
1990-1994,LBY,THA,0.936662
1990-1994,LBY,TJK,0.389297
1990-1994,LBY,TKM,0.428586
1990-1994,LBY,TLS,0.000000
1990-1994,LBY,TON,0.000000
1990-1994,LBY,TTO,0.899195
1990-1994,LBY,TUN,0.952679
1990-1994,LBY,TUR,0.610348
1990-1994,LBY,TUV,0.000000
1990-1994,LBY,TZA,0.925985
1990-1994,LBY,UGA,0.903525
1990-1994,LBY,UKR,0.788907
1990-1994,LBY,URY,0.809008
1990-1994,LBY,USA,-0.395699
1990-1994,LBY,UZB,0.284892
1990-1994,LBY,VCT,0.839109
1990-1994,LBY,VEN,0.744070
1990-1994,LBY,VNM,0.946193
1990-1994,LBY,VUT,0.788139
1990-1994,LBY,WSM,0.718125
1990-1994,LBY,YEM,0.867807
1990-1994,LBY,ZAF,0.352496
1990-1994,LBY,ZMB,0.851403
1990-1994,LBY,ZWE,0.826617
1990-1994,LCA,LIE,0.635061
1990-1994,LCA,LKA,0.891073
1990-1994,LCA,LSO,0.892650
1990-1994,LCA,LTU,0.520412
1990-1994,LCA,LUX,0.435309
1990-1994,LCA,LVA,0.500274
1990-1994,LCA,MAR,0.752722
1990-1994,LCA,MCO,0.186542
1990-1994,LCA,MDA,0.419672
1990-1994,LCA,MDG,0.836826
1990-1994,LCA,MDV,0.911622
1990-1994,LCA,MEX,0.912725
1990-1994,LCA,MHL,0.607754
1990-1994,LCA,MKD,0.405146
1990-1994,LCA,MLI,0.908366
1990-1994,LCA,MLT,0.737185
1990-1994,LCA,MMR,0.862567
1990-1994,LCA,MNE,0.000000
1990-1994,LCA,MNG,0.921160
1990-1994,LCA,MOZ,0.885401
1990-1994,LCA,MRT,0.904419
1990-1994,LCA,MUS,0.840946
1990-1994,LCA,MWI,0.856600
1990-1994,LCA,MYS,0.846618
1990-1994,LCA,NAM,0.905338
1990-1994,LCA,NER,0.912725
1990-1994,LCA,NGA,0.817706
1990-1994,LCA,NIC,0.893110
1990-1994,LCA,NLD,0.423748
1990-1994,LCA,NOR,0.561492
1990-1994,LCA,NPL,0.921900
1990-1994,LCA,NRU,0.000000
1990-1994,LCA,NZL,0.541309
1990-1994,LCA,OMN,0.813033
1990-1994,LCA,PAK,0.738217
1990-1994,LCA,PAN,0.733713
1990-1994,LCA,PER,0.912356
1990-1994,LCA,PHL,0.901915
1990-1994,LCA,PLW,0.000000
1990-1994,LCA,PNG,0.837085
1990-1994,LCA,POL,0.545929
1990-1994,LCA,PRK,0.701684
1990-1994,LCA,PRT,0.519892
1990-1994,LCA,PRY,0.887889
1990-1994,LCA,QAT,0.886731
1990-1994,LCA,ROU,0.476874
1990-1994,LCA,RUS,0.455502
1990-1994,LCA,RWA,0.686723
1990-1994,LCA,SAU,0.901376
1990-1994,LCA,SDN,0.827988
1990-1994,LCA,SEN,0.903628
1990-1994,LCA,SGP,0.918167
1990-1994,LCA,SLB,0.784610
1990-1994,LCA,SLE,0.902213
1990-1994,LCA,SLV,0.826286
1990-1994,LCA,SMR,0.364549
1990-1994,LCA,SOM,0.615148
1990-1994,LCA,SRB,0.644846
1990-1994,LCA,SSD,0.000000
1990-1994,LCA,STP,0.580827
1990-1994,LCA,SUR,0.935868
1990-1994,LCA,SVK,0.295453
1990-1994,LCA,SVN,0.423014
1990-1994,LCA,SWE,0.616751
1990-1994,LCA,SWZ,0.881891
1990-1994,LCA,SYC,0.756942
1990-1994,LCA,SYR,0.859919
1990-1994,LCA,TCD,0.842671
1990-1994,LCA,TGO,0.909612
1990-1994,LCA,THA,0.920477
1990-1994,LCA,TJK,0.415388
1990-1994,LCA,TKM,0.430977
1990-1994,LCA,TLS,0.000000
1990-1994,LCA,TON,0.000000
1990-1994,LCA,TTO,0.926533
1990-1994,LCA,TUN,0.907434
1990-1994,LCA,TUR,0.607663
1990-1994,LCA,TUV,0.000000
1990-1994,LCA,TZA,0.887186
1990-1994,LCA,UGA,0.866706
1990-1994,LCA,UKR,0.822355
1990-1994,LCA,URY,0.862730
1990-1994,LCA,USA,-0.278698
1990-1994,LCA,UZB,0.316413
1990-1994,LCA,VCT,0.939276
1990-1994,LCA,VEN,0.774086
1990-1994,LCA,VNM,0.852505
1990-1994,LCA,VUT,0.796040
1990-1994,LCA,WSM,0.810875
1990-1994,LCA,YEM,0.811656
1990-1994,LCA,ZAF,0.370334
1990-1994,LCA,ZMB,0.872442
1990-1994,LCA,ZWE,0.793166
1990-1994,LIE,LKA,0.575947
1990-1994,LIE,LSO,0.561235
1990-1994,LIE,LTU,0.802537
1990-1994,LIE,LUX,0.868063
1990-1994,LIE,LVA,0.792808
1990-1994,LIE,MAR,0.503240
1990-1994,LIE,MCO,0.463400
1990-1994,LIE,MDA,0.693880
1990-1994,LIE,MDG,0.604597
1990-1994,LIE,MDV,0.610671
1990-1994,LIE,MEX,0.615954
1990-1994,LIE,MHL,0.673201
1990-1994,LIE,MKD,0.492757
1990-1994,LIE,MLI,0.600751
1990-1994,LIE,MLT,0.862621
1990-1994,LIE,MMR,0.551330
1990-1994,LIE,MNE,0.000000
1990-1994,LIE,MNG,0.652008
1990-1994,LIE,MOZ,0.604401
1990-1994,LIE,MRT,0.587460
1990-1994,LIE,MUS,0.617463
1990-1994,LIE,MWI,0.620685
1990-1994,LIE,MYS,0.545371
1990-1994,LIE,NAM,0.568568
1990-1994,LIE,NER,0.601629
1990-1994,LIE,NGA,0.539074
1990-1994,LIE,NIC,0.618936
1990-1994,LIE,NLD,0.853695
1990-1994,LIE,NOR,0.923327
1990-1994,LIE,NPL,0.643355
1990-1994,LIE,NRU,0.000000
1990-1994,LIE,NZL,0.703529
1990-1994,LIE,OMN,0.533797
1990-1994,LIE,PAK,0.481413
1990-1994,LIE,PAN,0.659581
1990-1994,LIE,PER,0.615184
1990-1994,LIE,PHL,0.613270
1990-1994,LIE,PLW,0.000000
1990-1994,LIE,PNG,0.593967
1990-1994,LIE,POL,0.907895
1990-1994,LIE,PRK,0.381801
1990-1994,LIE,PRT,0.904160
1990-1994,LIE,PRY,0.676983
1990-1994,LIE,QAT,0.602511
1990-1994,LIE,ROU,0.771070
1990-1994,LIE,RUS,0.477532
1990-1994,LIE,RWA,0.437274
1990-1994,LIE,SAU,0.609805
1990-1994,LIE,SDN,0.487091
1990-1994,LIE,SEN,0.615954
1990-1994,LIE,SGP,0.639942
1990-1994,LIE,SLB,0.623684
1990-1994,LIE,SLE,0.573733
1990-1994,LIE,SLV,0.564957
1990-1994,LIE,SMR,0.502283
1990-1994,LIE,SOM,0.376897
1990-1994,LIE,SRB,0.383404
1990-1994,LIE,SSD,0.000000
1990-1994,LIE,STP,0.374679
1990-1994,LIE,SUR,0.640623
1990-1994,LIE,SVK,0.559737
1990-1994,LIE,SVN,0.701784
1990-1994,LIE,SWE,0.934133
1990-1994,LIE,SWZ,0.602585
1990-1994,LIE,SYC,0.490079
1990-1994,LIE,SYR,0.514930
1990-1994,LIE,TCD,0.515435
1990-1994,LIE,TGO,0.624222
1990-1994,LIE,THA,0.604327
1990-1994,LIE,TJK,0.430192
1990-1994,LIE,TKM,0.448206
1990-1994,LIE,TLS,0.000000
1990-1994,LIE,TON,0.000000
1990-1994,LIE,TTO,0.629359
1990-1994,LIE,TUN,0.605262
1990-1994,LIE,TUR,0.749363
1990-1994,LIE,TUV,0.000000
1990-1994,LIE,TZA,0.541944
1990-1994,LIE,UGA,0.524908
1990-1994,LIE,UKR,0.760896
1990-1994,LIE,URY,0.694345
1990-1994,LIE,USA,0.016457
1990-1994,LIE,UZB,0.333282
1990-1994,LIE,VCT,0.643607
1990-1994,LIE,VEN,0.517238
1990-1994,LIE,VNM,0.508852
1990-1994,LIE,VUT,0.553996
1990-1994,LIE,WSM,0.728636
1990-1994,LIE,YEM,0.518672
1990-1994,LIE,ZAF,0.311199
1990-1994,LIE,ZMB,0.554229
1990-1994,LIE,ZWE,0.495350
1990-1994,LKA,LSO,0.900644
1990-1994,LKA,LTU,0.457019
1990-1994,LKA,LUX,0.379149
1990-1994,LKA,LVA,0.429794
1990-1994,LKA,MAR,0.808518
1990-1994,LKA,MCO,0.129315
1990-1994,LKA,MDA,0.406480
1990-1994,LKA,MDG,0.879634
1990-1994,LKA,MDV,0.969982
1990-1994,LKA,MEX,0.937615
1990-1994,LKA,MHL,0.541680
1990-1994,LKA,MKD,0.411002
1990-1994,LKA,MLI,0.953639
1990-1994,LKA,MLT,0.718657
1990-1994,LKA,MMR,0.935243
1990-1994,LKA,MNE,0.000000
1990-1994,LKA,MNG,0.937307
1990-1994,LKA,MOZ,0.928749
1990-1994,LKA,MRT,0.972584
1990-1994,LKA,MUS,0.853281
1990-1994,LKA,MWI,0.803690
1990-1994,LKA,MYS,0.927809
1990-1994,LKA,NAM,0.947842
1990-1994,LKA,NER,0.957935
1990-1994,LKA,NGA,0.860534
1990-1994,LKA,NIC,0.902475
1990-1994,LKA,NLD,0.368157
1990-1994,LKA,NOR,0.500095
1990-1994,LKA,NPL,0.951305
1990-1994,LKA,NRU,0.000000
1990-1994,LKA,NZL,0.502572
1990-1994,LKA,OMN,0.878576
1990-1994,LKA,PAK,0.818530
1990-1994,LKA,PAN,0.709374
1990-1994,LKA,PER,0.914709
1990-1994,LKA,PHL,0.962246
1990-1994,LKA,PLW,0.000000
1990-1994,LKA,PNG,0.807939
1990-1994,LKA,POL,0.508398
1990-1994,LKA,PRK,0.780747
1990-1994,LKA,PRT,0.460196
1990-1994,LKA,PRY,0.888749
1990-1994,LKA,QAT,0.959339
1990-1994,LKA,ROU,0.450384
1990-1994,LKA,RUS,0.431389
1990-1994,LKA,RWA,0.693755
1990-1994,LKA,SAU,0.962893
1990-1994,LKA,SDN,0.920287
1990-1994,LKA,SEN,0.955032
1990-1994,LKA,SGP,0.942363
1990-1994,LKA,SLB,0.704164
1990-1994,LKA,SLE,0.924088
1990-1994,LKA,SLV,0.819827
1990-1994,LKA,SMR,0.310207
1990-1994,LKA,SOM,0.642014
1990-1994,LKA,SRB,0.642856
1990-1994,LKA,SSD,0.000000
1990-1994,LKA,STP,0.579389
1990-1994,LKA,SUR,0.947265
1990-1994,LKA,SVK,0.271053
1990-1994,LKA,SVN,0.376027
1990-1994,LKA,SWE,0.567067
1990-1994,LKA,SWZ,0.892478
1990-1994,LKA,SYC,0.757727
1990-1994,LKA,SYR,0.936248
1990-1994,LKA,TCD,0.877396
1990-1994,LKA,TGO,0.944318
1990-1994,LKA,THA,0.968132
1990-1994,LKA,TJK,0.409888
1990-1994,LKA,TKM,0.437207
1990-1994,LKA,TLS,0.000000
1990-1994,LKA,TON,0.000000
1990-1994,LKA,TTO,0.936248
1990-1994,LKA,TUN,0.975470
1990-1994,LKA,TUR,0.662065
1990-1994,LKA,TUV,0.000000
1990-1994,LKA,TZA,0.945950
1990-1994,LKA,UGA,0.917836
1990-1994,LKA,UKR,0.833733
1990-1994,LKA,URY,0.850364
1990-1994,LKA,USA,-0.360177
1990-1994,LKA,UZB,0.294716
1990-1994,LKA,VCT,0.871551
1990-1994,LKA,VEN,0.777598
1990-1994,LKA,VNM,0.942793
1990-1994,LKA,VUT,0.802874
1990-1994,LKA,WSM,0.762752
