Country name,Year,Pillar 1 Score(dumb),Pillar 2 Score(dumb),Pillar 3 Score(dumb),Total Index Average(dumb),Overall Rank,Overall Rank Rolling Avg (3y),Total Index Average,Pillar 1 Score,Pillar 1 Rank,Pillar 2 Score,Pillar 2 Rank,Pillar 3 Score,Pillar 3 Rank,Yes Votes,No Votes,Abstain Votes,Total Votes in Year
AFG,1946,,89.0139,64.2450,76.6294,46,46.0000,51.5762,50.0000,,76.6767,39,24.4742,41,5,1,5,11
AFG,1947,,86.2636,70.7575,78.5106,33,39.5000,56.6064,50.0000,,62.1601,32,53.5790,18,6,4,2,12
AFG,1948,,99.9434,90.5256,95.2345,25,34.6667,90.5323,50.0000,,99.6396,13,88.4440,15,13,1,2,16
AFG,1949,80.5556,99.9285,81.0581,87.1807,38,32.0000,61.1303,44.8296,22,99.7561,3,58.4469,30,11,1,5,17
AFG,1950,80.5556,97.0501,93.7028,90.4362,18,27.0000,76.1387,58.3333,16,91.6463,12,87.5969,6,16,0,2,18
AFG,1951,64.5833,77.5654,30.1610,57.4366,46,34.0000,18.0604,5.5556,26,58.4465,23,0.0000,13,1,0,4,5
AFG,1952,70.4167,97.9962,90.7172,86.3767,35,33.0000,68.0819,29.6034,27,94.5667,13,83.4956,16,22,0,6,28
AFG,1953,50.0000,93.8435,79.7348,74.5261,39,40.0000,51.9459,0.0000,6,87.9695,21,64.2001,13,7,0,4,11
AFG,1954,,88.8878,81.2893,85.0886,41,38.3333,67.4744,50.0000,,70.6325,34,56.9422,25,8,0,3,11
AFG,1955,,62.8950,55.9606,59.4278,37,39.0000,26.8824,50.0000,,25.0615,35,28.3921,18,2,1,3,6
AFG,1956,,91.4376,81.6961,86.5668,40,39.3333,66.4855,50.0000,,77.9431,39,56.3347,22,16,1,7,24
AFG,1957,73.3741,90.2341,79.8869,81.1650,60,45.6667,47.6105,29.9126,24,73.4448,49,57.1540,34,17,2,8,27
AFG,1958,64.2832,75.7551,53.0184,64.3523,72,57.3333,43.9258,15.9951,27,50.5598,53,48.2620,25,5,1,8,14
AFG,1959,77.6429,81.6704,69.9866,76.4333,71,67.6667,26.3166,45.8478,45,52.0063,61,14.0561,36,9,1,8,18
AFG,1960,73.1977,99.9034,93.4573,88.8528,51,64.6667,81.1013,19.7936,64,99.8210,7,89.1944,13,14,2,1,17
AFG,1961,75.3625,88.5423,74.8130,79.5726,86,69.3333,61.7680,37.6017,54,74.9029,73,60.4174,80,23,1,15,39
AFG,1962,72.8646,99.6809,90.9310,87.8255,51,62.6667,80.2045,28.7564,59,99.5154,20,87.4848,16,14,0,3,17
AFG,1963,72.4242,92.7173,91.0749,85.4055,86,74.3333,74.5663,27.6701,68,89.4615,70,87.3169,22,19,0,4,23
AFG,1965,,96.2185,94.3712,95.2949,19,52.0000,94.5181,50.0000,,94.1326,39,93.0658,12,22,1,4,27
AFG,1966,,93.2916,91.6228,92.4572,52,52.3333,90.3867,50.0000,,89.9681,64,90.0783,36,19,1,4,24
AFG,1967,,98.0181,92.1493,95.0837,25,32.0000,92.2799,50.0000,,96.4506,20,88.8939,27,23,2,2,27
AFG,1968,79.6429,96.1424,94.0376,89.9409,55,44.0000,88.2223,36.3351,86,95.7309,38,94.9337,17,24,1,2,27
AFG,1969,85.1515,98.3253,95.7022,93.0597,18,32.6667,88.2942,58.3485,52,97.4254,15,95.9294,5,31,1,1,33
AFG,1970,90.1020,98.4977,91.2292,93.2763,33,35.3333,90.6234,71.8125,32,97.3491,19,86.3297,58,30,2,3,35
AFG,1971,93.4191,98.6480,97.7424,96.6032,9,20.0000,92.3373,87.8773,10,96.6394,28,95.4466,20,72,0,3,75
AFG,1972,90.8048,95.7198,96.2380,94.2542,41,27.6667,85.2326,73.6288,20,90.8844,74,92.6190,37,76,0,6,82
AFG,1973,88.6752,95.7832,95.7337,93.3974,62,37.3333,85.3781,59.6731,43,93.2145,81,93.8131,40,66,0,6,72
AFG,1974,90.9856,97.2688,95.2522,94.5022,41,48.0000,95.5552,70.5539,45,97.2329,38,95.8549,38,50,1,4,55
AFG,1975,92.0995,99.2514,96.1529,95.8346,39,47.3333,90.6754,77.1183,51,98.3224,11,93.9690,42,64,0,5,69
AFG,1976,93.8886,99.9651,98.5341,97.4626,25,35.0000,92.7618,78.9480,42,99.9119,8,98.4320,7,88,0,2,90
AFG,1977,95.7996,98.8951,98.1340,97.6096,26,30.0000,93.5476,89.9690,19,97.4162,30,96.4146,26,88,1,2,91
AFG,1978,90.2184,90.3690,90.8140,90.4671,105,52.0000,69.4330,55.7545,95,74.2179,126,78.9635,99,85,3,16,104
AFG,1979,88.7601,93.6420,93.7771,92.0597,105,78.6667,80.1778,47.8605,104,87.4162,114,89.7130,93,120,4,13,137
AFG,1980,87.7240,88.2175,88.8097,88.2504,122,110.6667,72.6885,40.6496,119,76.9768,129,82.0364,107,77,14,7,98
AFG,1981,87.8926,89.7758,91.5937,89.7540,125,117.3333,76.6085,36.0057,121,82.3258,131,89.2964,100,100,10,10,120
AFG,1982,91.3619,91.0033,92.4714,91.6122,120,122.3333,80.6553,53.0942,112,83.1523,129,90.5977,109,131,9,14,154
AFG,1983,92.8216,92.2502,93.7212,92.9310,116,120.3333,86.3057,68.1794,101,87.6673,122,92.2363,86,126,7,11,144
AFG,1984,94.0982,93.4831,95.1764,94.2526,108,114.6667,90.0123,71.2673,98,90.6023,115,94.6346,85,128,9,4,141
AFG,1985,94.7287,93.1255,93.7595,93.8712,107,110.3333,87.8348,83.6991,96,89.2955,115,92.4952,93,131,11,7,149
AFG,1986,93.9826,95.4727,95.1860,94.8804,97,104.0000,89.2263,87.4973,100,92.0387,99,94.2402,83,134,4,10,148
AFG,1987,93.0565,95.9595,97.2817,95.4326,101,101.6667,89.4901,74.7963,113,92.1867,109,96.9808,62,130,3,4,137
AFG,1988,93.5181,98.4843,97.2653,96.4226,96,98.0000,94.0069,72.7499,114,97.8092,46,97.1742,53,127,1,6,134
AFG,1989,95.2412,97.8235,97.2920,96.7856,97,98.0000,93.3700,85.2617,108,96.4953,85,97.1637,54,109,2,4,115
AFG,1990,96.0151,98.8192,98.0978,97.6440,82,91.6667,95.8050,87.1527,96,98.1761,40,97.9402,20,82,0,3,85
AFG,1991,97.3249,99.2531,98.1849,98.2543,52,77.0000,96.7787,91.1826,35,98.8775,29,98.2503,29,65,1,1,67
AFG,1992,95.1825,98.6244,96.7911,96.8660,54,62.6667,96.9316,83.4342,82,98.5660,40,97.1308,40,69,1,3,73
AFG,1993,94.1919,99.0270,95.5308,96.2499,51,52.3333,93.3239,77.4672,78,98.1534,22,94.8002,39,52,2,1,55
AFG,1994,94.0671,99.0956,95.3070,96.1565,44,49.6667,89.6711,65.1364,73,97.9018,20,92.5018,48,53,2,3,58
AFG,1995,93.5939,97.0802,93.9866,94.8869,70,55.0000,90.2652,65.6527,74,95.7551,68,92.1515,65,62,2,5,69
AFG,1996,95.5357,97.4751,93.1227,95.3778,63,59.0000,92.1069,82.6816,36,95.3585,78,89.6628,88,55,3,3,61
AFG,1997,95.9670,97.4822,96.2392,96.5628,33,55.3333,94.4849,86.4288,27,96.2616,71,95.2537,29,57,2,2,61
AFG,1998,95.6158,98.6494,97.2194,97.1615,29,41.6667,94.9309,86.4889,45,98.0204,42,96.7039,21,39,1,1,41
AFG,1999,93.6947,98.0035,92.1765,94.6249,86,49.3333,89.3802,75.8745,90,96.9350,56,88.8395,85,22,2,2,26
AFG,2000,94.4944,98.2068,97.8919,96.8644,47,54.0000,97.0907,67.2682,87,98.1276,64,98.4067,14,30,1,0,31
AFG,2001,92.5855,99.9554,96.9943,96.5117,71,68.0000,93.9238,74.6048,114,99.9448,15,96.8870,24,37,1,1,39
AFG,2002,92.2603,97.3032,99.3135,96.2923,71,63.0000,94.5806,71.6045,128,96.2346,106,100.0000,1,40,0,0,40
AFG,2003,96.1653,99.8912,97.6543,97.9036,19,53.6667,96.5676,90.0297,32,99.8517,12,97.8623,19,56,2,0,58
AFG,2004,96.8296,99.8325,99.3050,98.6557,5,31.6667,98.1088,88.1617,24,99.7809,26,99.7484,2,59,0,0,59
AFG,2005,97.8396,97.5578,97.2553,97.5509,19,14.3333,95.8686,96.5311,8,96.4267,85,97.3586,12,65,3,0,68
AFG,2006,98.2028,97.1377,98.4455,97.9286,21,15.0000,96.4385,94.7481,8,96.0120,120,98.6960,10,90,1,0,91
AFG,2007,97.7412,98.6285,97.6551,98.0083,19,19.6667,96.7089,90.2562,17,98.1239,72,97.7160,20,75,2,0,77
AFG,2008,97.4100,99.1978,96.7329,97.7802,15,18.3333,95.6598,92.8643,18,98.7428,27,96.5958,35,71,2,1,74
AFG,2009,97.4986,97.5539,97.8914,97.6480,28,20.6667,96.2773,91.6232,12,96.7765,105,98.0847,15,62,1,1,64
AFG,2010,97.5364,98.4323,97.3429,97.7705,15,19.3333,96.1902,89.0508,10,97.8653,57,97.1751,29,65,2,1,68
AFG,2011,97.2885,97.5116,98.0167,97.6056,18,20.3333,97.0956,84.6266,9,96.5009,93,97.9079,12,64,1,1,66
AFG,2012,97.1690,98.4729,96.8608,97.5009,15,16.0000,95.6447,82.9569,13,97.7701,51,96.2830,38,66,2,3,71
AFG,2013,97.2897,98.1708,98.5417,98.0007,15,16.0000,98.3209,91.5409,11,97.4386,75,98.7064,12,60,1,0,61
AFG,2014,96.5251,98.6060,96.4014,97.1775,33,21.0000,95.5366,86.2183,38,97.9383,43,95.5361,50,72,3,2,77
AFG,2015,96.6123,99.8193,97.9686,98.1334,13,20.3333,97.2918,84.7322,46,99.7530,7,98.0800,21,71,1,1,73
AFG,2016,97.1759,99.6896,98.0380,98.3012,7,17.6667,98.6586,92.2338,30,99.5662,5,98.0231,14,71,2,0,73
AFG,2017,97.0019,99.2702,97.7388,98.0037,15,11.6667,98.0693,91.3820,35,98.9916,27,97.7186,32,83,2,1,86
AFG,2018,96.6888,99.3109,96.3258,97.4418,21,14.3333,98.0094,86.4041,28,98.9841,9,95.6856,52,87,3,2,92
AFG,2019,95.9852,98.7509,97.2506,97.3289,36,24.0000,96.8812,83.1689,46,98.2198,42,97.1989,37,86,1,3,90
AFG,2020,96.4039,99.2850,97.3808,97.6899,24,27.0000,95.9511,80.5359,48,98.9499,19,96.8033,24,89,2,1,92
AFG,2021,96.4546,98.2844,98.7134,97.8175,21,27.0000,96.1351,71.0885,42,97.3099,56,98.9184,6,70,1,1,72
AFG,2022,97.1880,97.0956,98.4194,97.5677,7,17.3333,96.8755,87.7163,14,94.7999,64,97.8181,5,65,0,1,66
AFG,2023,97.6252,97.3284,99.1201,98.0246,6,11.3333,98.5551,95.9283,8,95.4936,74,100.0000,1,47,0,0,47
AGO,1976,,99.9420,99.5025,99.7222,1,1.0000,100.0000,,,99.8486,10,100.0000,1,4,0,0,4
AGO,1977,,99.9614,99.6529,99.8072,1,1.0000,100.0000,,,99.9516,3,100.0000,1,49,0,0,49
AGO,1978,,92.8552,92.4777,92.6664,97,33.0000,76.7884,,,80.9216,117,83.0125,94,73,1,13,87
AGO,1979,88.9224,96.2450,96.1192,93.7622,98,65.3333,84.5841,48.6602,103,92.5813,89,93.8994,67,111,2,7,120
AGO,1980,89.4076,94.4029,93.6790,92.4965,100,98.3333,84.1638,48.7894,107,89.0642,97,90.3702,78,74,7,3,84
AGO,1981,88.7332,97.5270,97.3016,94.5206,87,95.0000,87.7848,40.4483,111,95.7432,68,96.9885,44,116,2,4,122
AGO,1982,91.8989,97.0046,96.7946,95.2327,88,91.6667,90.1085,56.3029,103,94.3966,82,96.3353,60,142,4,5,151
AGO,1983,91.7723,96.1405,96.0413,94.6514,93,89.3333,90.1270,62.9660,107,93.8637,89,95.3134,66,120,3,7,130
AGO,1984,95.5909,97.8533,97.2915,96.9119,68,83.0000,95.4421,79.0276,84,96.9117,62,97.2155,44,134,3,4,141
AGO,1985,97.0715,95.5032,95.3920,95.9889,80,80.3333,92.5128,90.9441,59,93.0007,100,94.6346,76,112,4,7,123
AGO,1986,94.9773,94.0957,93.8564,94.3098,100,82.6667,87.8509,89.6831,93,89.6171,117,92.4765,94,136,4,15,155
AGO,1987,95.1046,95.9682,95.9358,95.6695,100,93.3333,90.0999,82.8404,89,92.2035,108,95.2763,85,127,4,7,138
AGO,1988,96.0010,96.6079,96.1761,96.2617,98,99.3333,93.6796,85.0701,80,95.0970,106,95.8856,82,123,2,8,133
AGO,1989,95.5246,97.6996,97.2100,96.8114,95,97.6667,93.4269,86.2015,102,96.2956,91,97.0685,59,104,0,6,110
AGO,1990,96.3893,98.0215,97.8726,97.4278,87,93.3333,95.3421,88.4254,90,96.9434,64,97.6519,27,73,1,2,76
AGO,1991,95.5275,98.1778,97.9420,97.2158,90,90.6667,94.5739,84.1317,93,97.2583,69,97.9411,34,53,0,2,55
AGO,1992,94.8731,96.5183,94.0778,95.1564,90,89.0000,94.5630,82.2306,91,96.3590,93,94.3495,87,67,1,4,72
AGO,1993,94.4802,97.9991,95.8003,96.0932,54,78.0000,92.9766,78.5857,75,96.1858,60,95.2128,37,46,0,5,51
AGO,1994,91.8771,90.3288,90.5272,90.9110,119,87.6667,73.0683,52.2676,101,77.3259,152,83.7179,96,30,1,6,37
AGO,1995,88.1880,96.1578,89.2390,91.1949,122,98.3333,82.6879,36.6676,127,94.3655,95,85.0054,112,26,0,8,34
AGO,1996,89.2672,97.7602,95.3401,94.1225,86,109.0000,89.8190,58.3641,118,95.8837,72,93.2577,51,64,1,4,69
AGO,1997,88.7778,96.9154,94.6985,93.4639,94,100.6667,87.9737,56.6756,134,95.4167,82,92.8756,62,44,1,4,49
AGO,1998,90.9166,95.5629,96.2294,94.2363,100,93.3333,88.9449,64.1727,107,93.4707,118,95.2352,37,53,2,2,57
AGO,1999,96.3510,97.7130,96.6569,96.9070,35,76.3333,94.3159,86.0382,24,96.4888,66,95.8776,29,63,1,3,67
AGO,2000,94.0583,96.1445,95.9756,95.3928,81,72.0000,95.5558,64.6758,94,95.9718,111,96.4146,45,48,0,4,52
AGO,2001,92.8568,97.3547,95.3956,95.2023,91,69.0000,91.4394,75.5340,107,96.5308,96,94.7189,57,52,0,5,57
AGO,2002,94.3361,97.7568,96.7014,96.2648,75,82.3333,94.5343,79.2203,83,96.8680,98,96.5697,32,63,0,4,67
AGO,2003,94.9587,97.7245,97.3845,96.6893,69,78.3333,94.2053,86.8927,62,96.8736,81,97.5058,31,62,0,4,66
AGO,2004,95.4642,99.9929,96.8643,97.4405,48,64.0000,95.9565,83.0633,59,99.9965,3,96.6427,43,51,0,3,54
AGO,2005,94.9144,96.8782,92.4618,94.7515,99,72.0000,90.1381,84.8058,77,95.4313,98,91.2440,84,29,0,5,34
AGO,2006,95.4211,97.8147,95.9740,96.4033,78,75.0000,93.4115,78.5254,79,96.9556,103,95.6678,70,87,0,5,92
AGO,2007,93.5636,95.8944,94.7673,94.7418,112,96.3333,90.2937,72.2352,115,94.3777,134,94.2604,80,44,0,6,50
AGO,2008,93.3197,99.2811,96.8420,96.4809,65,85.0000,92.7561,75.9147,117,98.8742,24,96.7304,32,69,1,3,73
AGO,2009,94.7087,99.9650,97.9055,97.5264,34,70.3333,96.0427,82.2803,103,99.9562,15,98.1043,14,62,0,2,64
AGO,2010,94.4414,99.1713,97.2336,96.9488,44,47.6667,94.5808,75.2950,104,98.8727,26,97.0271,30,60,0,3,63
AGO,2011,97.0329,97.2669,95.3469,96.5489,53,43.6667,94.9161,83.1774,13,96.1564,96,94.0669,62,51,1,4,56
AGO,2012,95.2250,96.4538,94.9761,95.5516,81,59.3333,91.5049,71.2534,61,94.8186,106,93.5299,79,63,0,9,72
AGO,2013,95.0059,98.3286,96.3820,96.5722,64,66.0000,95.3627,84.4133,81,97.6599,66,95.5662,51,55,0,5,60
AGO,2014,95.3935,99.3567,96.5938,97.1147,37,60.6667,95.4020,81.7306,68,99.0548,8,95.8272,44,73,0,6,79
AGO,2015,94.7848,96.8692,92.8079,94.8206,105,68.6667,90.6662,76.4956,97,95.6654,97,90.6733,94,43,0,7,50
AGO,2016,94.9053,97.9409,96.3708,96.4056,64,68.6667,94.3983,81.7928,96,96.8352,67,95.4142,53,71,2,3,76
AGO,2017,93.8173,97.2144,95.4113,95.4810,96,88.3333,93.0743,77.9495,111,96.1463,105,94.5141,82,82,0,9,91
AGO,2018,92.8921,99.3626,97.9623,96.7390,46,68.6667,96.5114,70.8150,119,99.0605,6,97.9224,9,88,0,4,92
AGO,2019,94.1311,99.9653,98.4195,97.5053,27,56.3333,97.2484,74.1563,98,99.9891,3,98.8173,12,90,0,4,94
AGO,2020,94.1267,97.0926,94.5902,95.2698,96,56.3333,90.8124,68.2102,109,95.6445,92,92.8370,85,78,1,7,86
AGO,2021,95.5511,98.7927,96.0919,96.8119,60,61.0000,93.8625,63.7206,76,98.1108,33,94.6987,55,76,0,7,83
AGO,2022,94.6066,97.7325,93.5174,95.2855,66,74.0000,90.9490,72.9358,88,95.9475,42,88.5825,71,77,0,12,89
AGO,2023,94.1831,98.7976,96.0819,96.3542,45,57.0000,94.4459,80.0316,86,97.9888,28,94.6975,46,78,0,7,85
AGO,2024,94.8066,98.5885,93.3645,95.5865,48,53.0000,92.5920,85.4731,63,97.4752,21,89.2110,69,64,0,8,72
AGO,2025,84.6330,94.9122,90.6050,90.0501,130,74.3333,80.8828,50.3839,138,91.0659,59,89.0406,32,18,0,4,22
ALB,1956,,61.1802,60.2403,60.7103,53,53.0000,0.0000,50.0000,,0.0000,52,2.9599,31,10,9,5,24
ALB,1957,,63.2241,65.6481,64.4361,73,63.0000,0.0000,,,0.0000,65,25.0510,41,13,11,3,27
ALB,1958,,50.9612,46.8332,48.8972,73,66.3333,18.9398,,,0.0000,61,41.2195,27,5,9,0,14
ALB,1959,77.7857,61.8083,65.4158,68.3366,76,74.0000,0.0000,46.1938,43,0.0000,69,0.0000,40,8,6,4,18
ALB,1960,73.8566,78.3681,84.6708,78.9652,80,76.3333,61.0576,22.1222,61,59.9036,70,72.7735,39,12,3,2,17
ALB,1961,74.3042,64.0708,68.3357,68.9036,94,83.3333,34.4426,34.2149,56,21.2670,94,48.4210,84,18,15,6,39
ALB,1962,70.6581,63.8538,79.3204,71.2774,95,89.6667,46.8622,22.2352,65,45.1133,89,68.1283,39,10,4,2,16
ALB,1963,71.3542,69.5821,77.7140,72.8834,101,96.6667,52.0340,24.8634,71,55.9707,88,66.7085,37,13,7,0,20
ALB,1965,,70.3263,74.4181,72.3722,104,100.0000,55.4029,50.0000,,53.9578,101,64.2944,83,10,6,1,17
ALB,1966,,85.0616,87.1113,86.0864,98,101.0000,81.2278,50.0000,,77.6589,101,83.8823,66,14,4,0,18
ALB,1967,,75.7399,78.5812,77.1606,92,98.0000,58.5144,50.0000,,56.4590,100,65.6971,64,6,3,0,9
ALB,1968,81.6667,10.1158,5.0066,32.2630,121,103.6667,0.0000,43.7152,74,0.0000,116,0.0000,86,0,3,0,3
ALB,1969,81.6667,68.6508,67.9109,72.7428,116,109.6667,48.2859,45.6078,73,51.4530,115,58.9195,100,3,2,0,5
ALB,1970,81.6667,82.0897,76.7324,80.1629,112,116.3333,57.0768,39.8839,101,68.3020,110,60.6299,90,7,3,0,10
ALB,1971,63.3333,89.5370,90.3150,81.0618,123,117.0000,42.7804,0.0000,121,73.8476,121,76.2706,87,31,5,2,38
ALB,1972,75.4630,90.0303,93.4046,86.2993,109,114.6667,63.1756,29.6296,111,78.7220,113,86.2573,63,43,5,1,49
ALB,1973,90.0000,89.6281,90.6513,90.0932,84,105.3333,77.8055,64.3906,36,83.3064,105,85.3010,58,47,7,3,57
ALB,1974,88.4730,91.8764,91.0732,90.4742,78,90.3333,91.3932,62.3461,64,91.7569,103,91.5348,70,36,6,1,43
ALB,1975,87.8197,85.6301,87.9101,87.1200,114,92.0000,67.2500,64.7228,80,67.5107,127,78.3625,91,30,8,0,38
ALB,1976,91.1236,86.0225,88.6548,88.6003,107,99.6667,64.3738,69.4234,72,61.7891,116,82.4369,71,45,11,0,56
ALB,1977,93.7223,87.1171,90.4022,90.4138,113,111.3333,72.4202,80.7324,58,69.4108,121,78.1642,83,39,8,0,47
ALB,1978,95.1804,81.1335,84.1269,86.8136,127,115.6667,57.2138,81.2058,44,49.3145,138,62.6894,113,28,10,0,38
ALB,1979,92.0275,84.1769,92.6383,89.6142,118,119.3333,73.8485,63.9567,88,68.6346,138,87.6772,104,58,9,0,67
ALB,1980,89.8171,87.1110,93.6126,90.1802,118,121.0000,77.9039,50.7691,104,74.8144,132,90.2565,80,47,6,0,53
ALB,1981,90.7018,89.7089,98.4213,92.9440,106,114.0000,84.0882,50.8535,101,82.2101,132,98.4974,13,84,2,0,86
ALB,1982,95.3110,91.8011,96.4977,94.5366,99,107.6667,88.2908,76.6911,60,84.6471,128,95.9412,69,76,5,0,81
ALB,1983,96.7408,90.3913,96.0486,94.3936,97,100.6667,89.5544,87.6519,39,84.7063,129,95.3230,65,65,5,0,70
ALB,1984,97.5248,92.5824,97.2894,95.7989,87,94.3333,93.1695,89.0812,35,89.3020,120,97.2129,45,61,3,0,64
ALB,1985,98.0062,84.7537,94.6659,92.4753,117,100.3333,84.7511,93.8343,26,76.2496,136,93.6830,87,66,7,0,73
ALB,1986,97.6578,85.5385,96.1619,93.1194,114,106.0000,84.9818,95.5738,34,74.5687,139,95.5347,65,69,5,0,74
ALB,1987,97.6282,86.5362,96.8962,93.6869,116,115.6667,84.9972,92.7523,31,73.9645,143,96.4925,68,102,6,0,108
ALB,1988,97.3551,84.3910,98.7617,93.5026,120,116.6667,88.0671,91.7889,46,77.4376,138,98.9445,8,108,2,0,110
ALB,1989,98.1631,84.6845,99.2616,94.0364,120,118.6667,87.3090,94.9511,18,75.3172,139,99.4499,11,102,1,0,103
ALB,1990,99.0796,81.0541,99.7063,93.2800,114,118.0000,86.4637,97.5770,3,70.7236,109,100.0000,1,83,0,0,83
ALB,1991,84.1987,90.5366,72.7731,82.5028,150,128.0000,63.3385,39.6906,145,85.7520,117,65.9044,90,40,4,27,71
ALB,1992,73.7343,94.6651,71.2957,79.8983,167,143.6667,73.4238,0.0000,151,94.4171,118,70.9960,152,21,0,18,39
ALB,1993,74.2239,90.7200,78.7574,81.2338,169,162.0000,60.0470,0.0000,149,82.2516,155,69.1131,129,22,3,13,38
ALB,1994,83.5310,96.3939,82.5204,87.4817,156,164.0000,62.2141,3.2235,151,91.5607,81,69.0036,121,39,3,16,58
ALB,1995,85.7022,98.5720,87.0610,90.4451,133,152.6667,81.1489,23.3396,156,98.0024,27,81.7271,127,53,2,18,73
ALB,1996,87.7590,98.5219,86.6738,90.9849,114,134.3333,84.1007,52.5132,134,97.2871,48,79.2077,124,50,7,12,69
ALB,1997,87.3287,96.6723,83.3692,89.1234,137,128.0000,78.8537,50.6783,158,95.0542,83,75.3886,114,43,8,11,62
ALB,1998,86.3339,97.8800,80.6343,88.2827,163,138.0000,76.7619,42.4094,159,96.8862,62,72.1008,118,34,9,10,53
ALB,1999,90.3305,96.0818,78.7946,88.4023,154,151.3333,75.9219,63.0025,151,93.9841,101,67.8183,131,33,9,12,54
ALB,2000,87.5312,92.8172,74.6409,84.9964,175,164.0000,84.7114,25.8709,160,92.4934,145,74.2355,136,21,10,6,37
ALB,2001,86.0906,96.4042,73.9383,85.4777,171,166.6667,72.9878,52.3594,159,95.2831,109,65.6205,135,22,10,8,40
ALB,2002,85.9458,97.5133,78.1523,87.2038,169,171.6667,79.3058,48.4378,161,96.5280,103,72.2101,135,41,10,17,68
ALB,2003,88.5349,95.9006,77.3990,87.2782,164,168.0000,75.8981,70.1908,158,94.3666,108,71.0951,126,45,12,18,75
ALB,2004,87.8123,92.0663,69.8616,83.2467,180,171.0000,70.8175,54.4907,166,89.3411,149,62.2840,149,32,13,19,64
ALB,2005,85.3101,83.9140,62.3015,77.1752,181,175.0000,54.1594,46.3082,173,76.4434,164,52.7708,137,30,11,28,69
ALB,2006,85.4145,98.9727,84.1354,89.5075,167,176.0000,79.7275,20.1689,179,98.5693,64,81.1624,148,68,14,18,100
ALB,2007,83.6147,99.1422,79.7196,87.4922,174,174.0000,76.0559,29.3183,183,98.8277,45,76.2543,137,44,12,13,69
ALB,2008,87.2288,98.0168,81.4532,88.8996,170,170.3333,75.8128,50.6746,180,96.8814,62,77.7500,140,50,10,17,77
ALB,2009,91.2368,97.6429,81.1972,90.0256,126,156.6667,81.5727,70.6534,159,96.8939,98,74.9782,110,44,12,11,67
ALB,2010,90.4957,96.2596,77.5718,88.1090,173,156.3333,77.2686,57.7588,172,94.9033,121,70.3853,147,43,10,18,71
ALB,2011,91.3469,98.4809,80.4690,90.0989,166,155.0000,81.6121,50.9391,172,97.8660,52,72.6620,133,44,12,12,68
ALB,2012,89.9511,98.5843,80.4451,89.6602,161,166.6667,78.9928,39.5033,178,97.9329,41,72.3038,150,47,10,17,74
ALB,2013,89.7658,98.3897,77.5561,88.5705,160,162.3333,78.7932,68.0589,170,97.7456,55,68.1931,129,38,12,13,63
ALB,2014,90.0753,98.7401,80.7699,89.8617,144,155.0000,79.8637,60.6381,163,98.1377,24,71.8864,138,52,11,17,80
ALB,2015,89.4316,98.6104,75.6027,87.8816,141,148.3333,76.7880,52.3694,157,98.0779,44,65.9800,133,43,13,19,75
ALB,2016,89.4966,98.0850,80.0592,89.2136,144,143.0000,78.2337,56.9223,158,97.0603,53,69.8898,146,51,13,16,80
ALB,2017,88.6621,99.3707,77.1992,88.4107,150,145.0000,79.0747,56.2056,176,99.1307,21,69.4407,140,56,17,21,94
ALB,2018,89.3900,97.5593,81.1428,89.3640,155,149.6667,80.7923,56.4352,180,96.3975,82,74.9328,160,70,18,18,106
ALB,2019,88.9622,98.8735,74.3203,87.3854,158,154.3333,76.1824,49.0296,180,98.3984,37,65.4522,154,55,18,25,98
ALB,2020,88.9467,97.3878,80.6698,89.0015,158,157.0000,77.5024,40.1730,177,96.0896,86,73.0521,151,64,19,17,100
ALB,2021,90.7134,98.1011,76.2076,88.3407,164,160.0000,74.7179,24.2708,171,97.0210,72,62.6921,149,50,18,18,86
ALB,2022,90.3052,97.0102,79.8378,89.0511,148,156.6667,74.7591,48.3068,169,94.6459,69,62.8097,154,55,21,13,89
ALB,2023,91.2087,97.5924,76.2097,88.3369,160,157.3333,74.7226,66.2947,157,95.9418,63,60.0151,149,51,20,17,88
ALB,2024,90.2618,93.6229,76.0224,86.6357,163,157.0000,68.9049,67.8021,155,88.5290,140,56.2159,156,42,19,14,75
ALB,2025,86.5851,94.8375,92.4959,91.3062,112,145.0000,83.5701,56.6866,105,90.9347,61,91.3444,27,17,1,2,20
AND,1993,,92.6302,68.9503,80.7902,170,170.0000,59.0641,,,85.9083,145,54.0943,157,12,2,10,24
AND,1994,,96.2256,84.3543,90.2900,124,147.0000,71.1025,,,91.1658,85,72.3739,114,39,6,11,56
AND,1995,,99.2268,85.1914,92.2091,108,134.0000,84.7694,,,98.9888,15,78.9129,140,47,4,16,67
AND,1996,82.5607,99.2323,83.4540,88.4157,154,128.6667,79.4181,32.3477,165,98.5957,29,73.9876,143,49,8,16,73
AND,1997,87.4530,98.4471,79.1100,88.3367,152,138.0000,77.2008,51.1929,155,97.7001,37,68.8145,136,45,9,18,72
AND,1998,86.5680,99.9897,84.0025,90.1867,135,147.0000,80.6581,43.5213,158,99.9960,5,77.0973,104,43,8,11,62
AND,1999,91.4359,99.9966,81.8387,91.0904,121,136.0000,81.7358,67.2322,137,99.9952,3,72.6001,117,46,8,16,70
AND,2000,92.5886,99.2404,83.8965,91.9085,131,129.0000,91.9213,55.9380,134,99.2081,20,83.8574,114,47,9,12,68
AND,2001,92.2766,99.9890,81.8922,91.3859,118,123.3333,84.1981,73.5467,120,99.9890,8,76.4069,113,44,9,14,67
