Country name,Year,Pillar 1 Score(dumb),Pillar 2 Score(dumb),Pillar 3 Score(dumb),Total Index Average(dumb),Overall Rank,Overall Rank Rolling Avg (3y),Total Index Average,Pillar 1 Score,Pillar 1 Rank,Pillar 2 Score,Pillar 2 Rank,Pillar 3 Score,Pillar 3 Rank,Yes Votes,No Votes,Abstain Votes,Total Votes in Year
AUS,1986,92.3060,78.2623,73.0744,81.2142,148,145.0000,56.2866,83.8129,124,61.7729,147,64.9093,133,84,21,48,153
AUS,1987,90.9286,78.6082,76.7490,82.0952,149,145.6667,55.1637,66.4384,130,58.6336,151,70.9781,126,85,13,43,141
AUS,1988,89.9925,81.1789,78.0674,83.0796,143,146.6667,66.8648,55.2561,144,72.7945,143,74.4618,116,85,11,41,137
AUS,1989,88.7443,85.4358,82.8787,85.6863,141,144.3333,68.8999,63.7165,148,76.5283,138,80.4335,104,79,9,27,115
AUS,1990,89.8578,82.6291,81.4092,84.6321,139,141.0000,67.9527,66.2074,129,73.1575,104,76.5701,54,56,6,22,84
AUS,1991,89.9548,83.7316,78.1111,83.9325,144,141.3333,66.3737,62.2707,121,75.5050,126,72.6990,79,44,9,19,72
AUS,1992,89.4905,95.3821,79.8394,88.2373,135,139.3333,84.9770,61.2920,125,95.1685,112,79.7539,127,46,6,22,74
AUS,1993,87.2958,90.6158,85.3685,87.7600,132,137.0000,74.5096,50.7132,134,82.0521,156,79.2374,117,44,4,16,64
AUS,1994,87.8932,92.7861,84.7711,88.4834,146,137.6667,65.3846,28.8569,129,83.0931,142,73.1398,112,48,4,16,68
AUS,1995,89.0059,94.9348,90.6212,91.5206,116,131.3333,83.3563,41.0528,119,92.5232,119,87.0858,103,65,3,12,80
AUS,1996,88.1985,94.3713,88.7229,90.4309,117,126.3333,83.0910,54.2185,125,89.6400,134,82.5297,114,58,5,13,76
AUS,1997,88.4283,89.9751,82.9610,87.1215,161,131.3333,74.6474,55.2292,142,85.0705,152,74.7587,117,50,7,16,73
AUS,1998,88.0168,92.4717,84.2915,88.2600,164,147.3333,76.7154,50.4015,140,88.9140,139,77.5261,101,44,7,12,63
AUS,1999,90.1452,93.1189,81.7538,88.3393,155,160.0000,75.7856,62.2934,152,89.4347,131,72.4667,118,46,7,17,70
AUS,2000,93.7361,94.5426,83.8886,90.7224,154,157.6667,90.6841,62.7600,99,94.2971,130,83.8492,115,47,8,13,68
AUS,2001,91.6964,89.9191,77.1980,86.2711,169,159.3333,74.4933,71.5595,138,86.7701,146,70.0411,129,39,9,18,66
AUS,2002,92.0038,86.3791,76.2744,84.8858,176,166.3333,75.4100,70.6635,135,80.9784,164,69.7440,138,44,11,21,76
AUS,2003,89.6835,80.9854,69.8300,80.1663,178,174.3333,62.0634,73.1770,154,73.8656,160,61.0927,138,39,15,23,77
AUS,2004,88.1036,80.3662,65.1788,77.8829,185,179.6667,61.3173,55.5785,165,73.6129,171,56.3256,150,32,18,21,71
AUS,2005,87.2022,85.9120,72.0842,81.7328,180,181.0000,63.4888,53.8923,170,79.3697,158,65.2499,136,39,19,16,74
AUS,2006,88.7896,84.6819,73.9128,82.4614,186,183.6667,65.7451,39.8514,168,78.6539,172,68.6369,159,56,25,20,101
AUS,2007,89.9324,83.3632,66.7607,80.0188,187,184.3333,61.3786,56.5710,133,77.2078,169,60.7476,143,38,24,17,79
AUS,2008,92.1546,87.5784,73.4705,84.4012,183,185.3333,65.7594,71.0868,136,80.4286,169,67.9042,161,41,19,18,78
AUS,2009,91.4107,84.0073,69.3526,81.5902,183,184.3333,65.2994,71.2359,153,78.9113,164,58.5838,139,35,23,10,68
AUS,2010,91.6691,82.8137,72.3521,82.2783,186,184.0000,65.8493,62.9737,143,76.5732,175,63.3126,154,39,20,13,72
AUS,2011,91.1847,84.7538,76.4632,84.1339,184,184.3333,69.3083,50.0192,173,78.5357,168,66.8989,138,41,17,11,69
AUS,2012,90.0354,83.0028,75.5827,82.8736,185,185.0000,64.5798,40.0107,175,75.1568,173,65.2011,164,42,16,16,74
AUS,2013,89.3298,76.0562,68.7989,78.0616,188,185.6667,57.0317,66.6981,180,66.4196,179,55.4601,144,32,19,13,64
AUS,2014,88.9614,76.1004,72.1656,79.0758,187,186.6667,56.7563,56.2206,182,64.4674,182,58.8686,158,43,21,16,80
AUS,2015,87.9439,71.0436,64.5754,74.5210,189,188.0000,50.0668,45.6649,184,59.8807,181,50.1532,158,35,22,21,78
AUS,2016,89.7200,75.4615,71.4675,78.8830,188,188.0000,55.0151,57.9491,155,61.7306,184,56.4456,167,42,20,18,80
AUS,2017,89.0909,77.0988,70.2037,78.7978,189,188.6667,60.0408,58.0146,165,68.3059,182,59.8097,162,48,24,22,94
AUS,2018,88.8297,78.7881,68.8131,78.8103,190,189.0000,58.2982,54.1348,185,68.6780,186,58.0801,180,54,31,21,106
AUS,2019,86.9986,70.5619,63.7523,73.7709,191,190.0000,47.8422,39.4842,190,57.1512,187,50.8207,172,44,28,27,99
AUS,2020,86.8832,80.3620,72.4242,79.8898,191,190.6667,58.1550,29.0041,190,70.4204,187,61.3326,171,54,27,19,100
AUS,2021,90.3578,74.6040,67.1134,77.3584,191,191.0000,49.8983,21.3709,175,59.9976,183,48.0537,166,41,25,20,86
AUS,2022,89.5668,82.0081,75.7105,82.4284,184,188.6667,57.5609,44.0787,175,67.6139,179,55.0335,174,50,24,15,89
AUS,2023,90.8091,80.2273,74.8805,81.9723,185,186.6667,59.0649,64.4492,164,66.4486,177,57.6953,155,50,24,14,88
AUS,2024,87.9378,81.7838,78.5011,82.7409,182,183.6667,58.5977,58.7659,178,67.1992,179,60.9318,146,45,20,10,75
AUS,2025,87.2945,95.2444,97.3794,93.3061,83,150.0000,87.8488,58.9773,92,91.6491,52,97.2945,3,21,1,0,22
AUT,1956,,87.3130,95.5809,91.4469,30,30.0000,79.0338,50.0000,,67.3182,44,90.8754,5,22,0,2,24
AUT,1957,,92.1234,90.4463,91.2849,35,32.5000,76.4116,,,78.5822,43,80.9614,19,22,0,5,27
AUT,1958,,84.5322,92.4039,88.4681,39,34.6667,82.9135,,,68.4581,46,93.1065,7,12,0,2,14
AUT,1959,85.0952,79.2784,93.4071,85.9269,45,39.6667,57.1738,63.8985,23,45.7433,63,86.0792,8,15,0,2,17
AUT,1960,80.9127,75.2268,82.1310,79.4235,79,54.3333,61.9867,47.0590,40,54.0811,73,68.0271,41,12,1,4,17
AUT,1961,84.1369,78.3019,92.0745,84.8378,64,62.6667,75.2530,65.6810,20,52.4582,88,92.3872,11,36,0,3,39
AUT,1962,78.5610,88.9370,81.4059,82.9680,80,74.3333,70.4172,45.5925,23,83.2013,77,71.6052,37,11,1,5,17
AUT,1963,82.5505,90.1567,91.0749,87.9274,70,71.3333,79.1043,54.2308,19,85.7548,76,87.3169,22,19,0,4,23
AUT,1965,,92.6027,76.0172,84.3099,98,82.6667,75.7734,50.0000,,88.5222,79,66.6002,82,16,3,9,28
AUT,1966,,95.5706,74.4268,84.9987,102,90.0000,79.6640,50.0000,,93.3766,44,66.4621,89,14,2,10,26
AUT,1967,,88.3861,65.1526,76.7694,96,98.6667,57.7774,50.0000,,79.1602,87,42.7386,70,13,0,14,27
AUT,1968,79.2677,90.1953,66.8143,78.7591,106,101.3333,71.1189,34.9673,88,89.1130,91,65.9054,71,13,2,12,27
AUT,1969,79.6307,91.3678,72.3736,81.1240,106,102.6667,64.7903,38.1643,88,86.6467,81,64.8626,93,17,3,13,33
AUT,1970,82.9167,94.5052,72.1830,83.2016,106,106.0000,64.8503,44.6152,92,90.2812,60,52.5648,96,21,1,17,39
AUT,1971,80.9664,89.7181,90.2371,86.9739,112,108.0000,61.6322,51.5044,98,74.3007,120,76.0693,88,64,0,15,79
AUT,1972,81.9461,91.4705,84.8979,86.1048,111,109.6667,62.6364,48.2227,82,81.8007,112,67.1574,90,59,2,21,82
AUT,1973,82.5373,90.1733,85.6008,86.1038,108,110.3333,68.6627,37.8163,88,84.1840,104,76.8421,66,54,1,19,74
AUT,1974,82.2225,89.5573,81.2790,84.3529,120,113.0000,85.0683,41.9284,107,89.4019,114,81.4101,95,37,2,17,56
AUT,1975,83.5714,80.1291,85.2788,82.9931,128,118.6667,56.1569,52.4189,100,55.0674,128,73.3805,99,52,2,18,72
AUT,1976,85.3287,84.2009,81.7515,83.7604,122,123.3333,48.8704,49.4617,101,56.8085,118,71.2601,84,61,1,28,90
AUT,1977,85.8081,91.1141,81.8454,86.2559,132,127.3333,60.2120,45.5428,113,78.9148,116,57.9663,102,64,2,28,94
AUT,1978,84.2102,89.1651,82.6477,85.3410,136,130.0000,52.2888,24.9362,124,70.9716,128,59.0895,116,70,6,26,102
AUT,1979,85.5777,85.0391,74.0664,81.5611,133,133.6667,53.0055,32.1833,124,70.3455,136,54.4799,123,84,9,53,146
AUT,1980,87.3845,80.4977,77.3119,81.7314,132,133.6667,55.0703,39.0082,121,61.8907,136,62.3577,117,66,2,39,107
AUT,1981,88.6439,87.7819,75.8162,84.0807,136,133.6667,63.3061,39.9765,112,78.8745,138,68.0347,118,85,9,49,143
AUT,1982,89.0138,81.6292,81.6157,84.0862,138,135.3333,61.0047,39.0633,129,65.5886,144,76.1902,127,111,7,48,166
AUT,1983,89.2947,79.1775,80.1288,82.8670,140,138.0000,63.9514,50.6563,130,66.8448,139,74.2091,114,97,2,48,147
AUT,1984,89.9802,78.0871,79.1922,82.4198,140,139.3333,65.8525,49.8587,130,68.3748,141,75.1305,120,95,3,49,147
AUT,1985,91.7751,80.8778,76.3479,83.0003,137,139.0000,63.8210,74.5656,129,70.2097,142,69.6793,126,94,5,56,155
AUT,1986,92.2756,81.1731,77.6982,83.7156,141,139.3333,62.3158,83.7462,126,66.8918,144,71.0427,128,98,2,56,156
AUT,1987,92.1998,83.8985,81.2052,85.7678,142,140.0000,64.6159,71.4314,122,68.8638,145,76.6215,121,94,4,42,140
AUT,1988,91.9128,84.2671,77.7144,84.6314,142,141.6667,70.0215,64.7847,124,77.2584,139,74.0441,117,86,4,47,137
AUT,1989,91.0061,82.8969,84.0761,85.9930,139,141.0000,69.5761,71.2170,133,72.4359,142,81.8234,100,82,3,30,115
AUT,1990,91.4605,81.2321,80.6249,84.4392,140,140.3333,67.5398,71.6592,121,70.9988,108,75.5657,56,56,2,26,84
AUT,1991,88.7282,88.9105,73.6604,83.7664,145,141.3333,66.0210,57.4591,131,83.3034,119,67.0338,87,41,5,26,72
AUT,1992,88.4804,93.6558,77.2539,86.4634,149,144.6667,82.5193,57.3626,132,93.3595,131,77.1036,135,44,4,26,74
AUT,1993,87.7854,93.3041,78.8722,86.6539,142,145.3333,72.0583,52.6126,128,87.1982,138,69.2889,128,38,5,20,63
AUT,1994,88.5318,95.3587,83.9464,89.2790,134,141.6667,67.9026,32.6098,120,89.1312,109,71.6242,115,47,5,16,68
AUT,1995,89.6674,97.1798,87.1553,91.3342,118,131.3333,82.9737,44.5999,112,95.9051,65,81.8690,126,58,5,17,80
AUT,1996,88.6036,95.3240,85.7941,89.9072,134,128.6667,82.1366,55.7899,121,91.3953,120,77.7814,128,54,7,15,76
AUT,1997,88.5021,97.1839,82.1474,89.2778,134,128.6667,79.1782,55.5348,141,95.8169,75,73.5028,123,49,8,16,73
AUT,1998,87.6379,97.5312,85.2273,90.1322,136,134.6667,80.5464,48.6023,147,96.3721,69,78.9143,96,45,8,10,63
AUT,1999,92.0917,97.7425,82.7075,90.8472,129,133.0000,81.2098,69.7411,121,96.5341,62,73.9649,113,47,7,16,70
AUT,2000,93.7425,98.4473,83.6054,91.9318,129,131.3333,91.9456,62.7983,98,98.3790,51,83.5548,118,46,8,13,67
AUT,2001,92.0607,97.7107,81.8387,90.5367,135,131.0000,82.5868,72.8075,131,96.9982,82,76.3344,114,44,8,15,67
AUT,2002,92.6163,96.5899,83.5711,90.9258,136,133.3333,85.5612,72.9108,122,95.2384,121,79.3264,106,52,9,15,76
AUT,2003,91.3298,95.9761,81.6171,89.6410,143,138.0000,80.4945,77.4574,126,94.4704,105,76.6694,104,51,10,16,77
AUT,2004,91.4569,99.2938,81.9646,90.9051,129,136.0000,84.3815,68.0999,121,99.0567,36,77.6841,120,48,11,14,73
AUT,2005,91.4833,99.3005,82.4571,91.0803,127,133.0000,82.6233,71.0529,125,98.9792,20,78.4817,116,50,9,16,75
AUT,2006,90.7716,98.4770,85.7099,91.6528,142,132.6667,83.9846,51.4102,142,97.8785,79,83.0915,128,73,11,17,101
AUT,2007,89.2169,98.0007,85.0238,90.7471,131,133.3333,82.4485,53.4848,157,97.2637,92,82.6013,107,57,12,10,79
AUT,2008,91.3625,97.9945,83.7344,91.0304,132,135.0000,80.5750,67.8042,158,96.8463,64,80.5635,130,52,8,18,78
AUT,2009,91.5871,98.4064,78.6362,89.5432,145,136.0000,80.6420,71.8265,149,97.9008,77,71.4335,118,42,11,15,68
AUT,2010,91.1870,97.1139,82.6592,90.3200,139,138.6667,81.5987,60.8312,162,96.0680,97,77.2787,124,49,9,14,72
AUT,2011,92.4701,98.4827,82.6459,91.1995,139,141.0000,83.8822,57.3071,136,97.8684,51,75.7939,115,47,9,13,69
AUT,2012,91.2600,97.8420,84.7176,91.2732,132,136.6667,82.4185,47.3832,144,96.8478,73,78.5449,130,52,9,13,74
AUT,2013,91.5323,97.5100,81.1435,90.0619,129,133.3333,81.8816,73.5721,135,96.5118,92,73.4093,111,42,10,12,64
AUT,2014,91.3428,97.3533,83.1038,90.6000,134,131.6667,81.4452,65.6652,131,96.0753,94,75.4174,125,55,9,16,80
AUT,2015,91.7408,93.0468,80.6571,88.4816,137,133.3333,77.9881,62.7770,131,90.3690,145,73.2342,121,49,10,18,77
AUT,2016,91.1977,93.9035,86.0777,90.3930,130,133.6667,80.8844,64.7441,137,90.5304,145,79.3076,123,59,9,12,80
AUT,2017,91.2423,94.4262,81.2810,88.9832,139,135.3333,80.2083,67.0887,140,92.2874,141,75.0604,126,62,9,23,94
AUT,2018,90.9576,93.7597,84.7277,89.8150,146,138.3333,81.7536,62.8720,142,90.7866,145,79.8328,135,77,11,19,107
AUT,2019,89.8829,93.3405,79.1418,87.4550,154,146.3333,76.3275,53.5050,159,90.3374,146,72.1274,137,63,12,25,100
AUT,2020,89.7736,93.8639,84.4792,89.3722,149,149.6667,78.2896,44.6486,157,90.7767,142,78.4663,136,70,15,15,100
AUT,2021,91.3570,91.0387,82.5070,88.3009,166,156.3333,74.6279,29.5193,160,85.8931,160,72.8318,128,58,12,16,86
AUT,2022,91.0851,93.1143,84.0816,89.4270,143,152.6667,75.7353,52.7720,152,87.6261,141,70.8052,127,61,18,10,89
AUT,2023,91.9198,91.9206,81.4397,88.4267,158,155.6667,74.9434,69.5787,144,86.3088,151,69.1428,128,58,18,12,88
AUT,2024,90.1106,91.2048,81.7929,87.7028,152,151.0000,71.7287,67.2142,159,84.1724,154,67.1948,130,48,14,13,75
AUT,2025,86.3719,99.9971,97.3794,94.5828,62,124.0000,90.5802,55.9982,111,99.9950,3,97.2945,3,21,1,0,22
AZE,1992,,92.2088,90.2760,91.2424,118,118.0000,89.1404,,,91.8432,138,90.4524,111,55,1,11,67
AZE,1993,,91.8810,89.2628,90.5719,120,119.0000,80.7411,,,84.4742,149,85.2013,111,46,2,8,56
AZE,1994,,91.4194,90.8317,91.1256,116,118.0000,73.7474,,,79.8857,147,84.2776,94,49,2,9,60
AZE,1995,91.4318,90.0242,88.7234,90.0598,139,125.0000,80.3581,54.0597,99,85.1259,153,84.2292,118,57,3,11,71
AZE,1996,90.8700,90.7288,90.8042,90.8010,116,123.6667,83.7655,64.5818,102,82.9291,154,85.9039,105,53,1,12,66
AZE,1997,92.5213,91.3348,90.5727,91.4763,110,121.6667,83.7974,72.1683,89,87.0975,147,86.5073,96,51,2,11,64
AZE,1998,92.2317,93.0353,93.0686,92.7785,108,111.3333,85.9618,70.4178,97,89.7448,138,90.5464,70,50,1,7,58
AZE,1999,92.1371,91.4132,90.0192,91.1898,118,112.0000,81.9508,69.9148,116,86.8156,136,85.4506,94,49,1,11,61
AZE,2000,93.4971,92.0257,91.2932,92.2720,122,116.0000,92.3005,61.3390,105,91.6660,147,91.5468,91,53,1,10,64
AZE,2001,93.7722,92.3797,90.9326,92.3615,112,117.3333,86.0492,78.6694,92,90.0002,140,88.6666,89,50,2,9,61
AZE,2002,94.5682,93.0290,92.4890,93.3620,113,115.6667,89.6558,80.0718,77,90.2654,147,91.0377,83,63,1,10,74
AZE,2003,94.7575,93.5644,92.9081,93.7433,103,109.3333,88.4747,86.3695,70,91.1554,126,91.5903,76,60,2,9,71
AZE,2004,95.6160,93.5691,92.9815,94.0555,105,107.0000,89.9613,83.6299,56,91.3613,137,91.7022,90,60,2,10,72
AZE,2005,96.0239,95.1410,92.4323,94.5324,100,102.6667,89.6897,89.2531,49,92.8870,125,91.2064,85,62,3,8,73
AZE,2006,95.6762,92.9487,94.0345,94.2198,115,106.6667,89.0786,80.0133,67,90.1743,152,93.2914,106,80,2,11,93
AZE,2007,94.5491,92.7246,93.5054,93.5930,117,110.6667,88.0377,76.4864,104,90.0345,150,92.7504,92,62,1,8,71
AZE,2008,94.5185,92.3670,93.2449,93.3768,118,116.6667,85.8188,80.8823,108,87.9764,158,92.2938,102,68,2,6,76
AZE,2009,95.1695,92.4985,92.6182,93.4287,115,116.6667,88.1377,83.8234,91,90.1095,148,90.7860,93,54,2,6,62
AZE,2010,94.7901,94.6294,94.0432,94.4875,112,115.0000,89.7606,76.8447,96,92.6809,144,92.7041,95,62,2,5,69
AZE,2011,95.0104,95.3656,97.8610,96.0790,70,99.0000,93.9467,71.7103,77,93.4790,130,97.6838,16,61,0,1,62
AZE,2012,93.9065,95.5846,98.6561,96.0490,73,85.0000,92.5613,63.3154,104,93.5481,126,98.9054,5,66,0,1,67
AZE,2013,95.7569,96.6607,99.2893,97.2356,33,58.6667,96.7366,86.7571,50,95.3204,117,99.7935,3,58,0,0,58
AZE,2014,98.3431,96.6773,98.0564,97.6923,21,42.3333,96.6395,93.4288,6,95.0699,116,98.0401,13,71,0,1,72
AZE,2015,98.2361,95.8686,97.2711,97.1253,49,34.3333,95.2755,92.0504,8,94.2789,123,97.0789,34,69,0,2,71
AZE,2016,98.4687,94.6962,98.1419,97.1023,36,35.3333,95.9639,98.1784,7,91.7682,130,98.1857,11,73,0,2,75
AZE,2017,98.9649,97.2427,98.8341,98.3473,8,31.0000,98.7497,99.6617,3,96.1855,103,99.2265,6,88,0,1,89
AZE,2018,98.9535,96.4617,97.4379,97.6177,16,20.0000,98.3842,95.7030,4,94.7767,113,97.2057,18,97,0,2,99
AZE,2019,99.4476,96.6111,98.7253,98.2613,9,11.0000,98.8222,100.0000,1,95.1024,113,99.2406,5,92,0,1,93
AZE,2020,98.4441,97.0072,97.0219,97.4910,27,17.3333,95.5289,91.5783,5,95.5158,94,96.2932,33,92,1,3,96
AZE,2021,97.8507,97.3765,98.6552,97.9608,17,17.6667,96.4590,82.4736,9,95.8793,88,98.8248,8,76,1,0,77
AZE,2022,96.0212,94.4809,96.7373,95.7465,48,30.6667,92.1461,81.0353,40,90.0885,126,94.6490,20,67,0,5,72
AZE,2023,95.3588,95.7269,96.9190,96.0016,55,40.0000,93.5784,85.4615,57,92.7734,112,96.1586,31,56,0,3,59
AZE,2024,96.3018,97.2474,97.5017,97.0170,14,39.0000,96.3776,91.2869,29,95.0591,68,97.0825,10,54,0,2,56
AZE,2025,92.8623,90.4929,99.6000,94.3184,65,44.6667,90.0146,76.9543,18,83.3056,91,100.0000,1,13,0,0,13
BDI,1962,,99.9443,91.4027,95.6735,7,7.0000,96.0172,,,99.9153,6,88.2711,14,10,0,2,12
BDI,1963,,88.6755,86.6170,87.6462,74,40.5000,78.5984,,,83.6105,78,80.4408,27,15,0,5,20
BDI,1965,,95.5613,93.1916,94.3764,26,35.6667,92.9509,50.0000,,93.1129,53,91.3649,22,20,0,3,23
BDI,1966,,93.1539,90.6689,91.9114,56,52.0000,89.6020,50.0000,,89.7620,66,88.7682,45,19,1,2,22
BDI,1967,,91.7065,89.5188,90.6126,64,48.6667,83.8568,50.0000,,85.1205,70,84.3966,45,20,3,2,25
BDI,1968,83.3487,93.4626,93.4315,90.0809,53,57.6667,88.4364,49.8489,61,92.7488,71,94.2873,24,22,2,1,25
BDI,1969,84.7549,91.5134,91.0124,89.0936,57,58.0000,80.4840,56.8985,56,86.8722,77,89.6839,52,25,2,3,30
BDI,1970,87.5916,93.9336,93.7740,91.7664,52,54.0000,86.7607,62.3102,49,89.2693,68,90.8410,32,28,2,3,33
BDI,1971,86.1667,99.8824,98.3686,94.8059,25,44.6667,86.6062,66.6937,57,99.7273,7,97.0633,13,75,0,2,77
BDI,1972,85.0424,98.1402,97.9134,93.6987,47,41.3333,83.6922,57.1027,61,96.0585,35,96.3809,15,79,0,3,82
BDI,1973,86.3773,99.2574,98.1972,94.6106,47,39.6667,88.1586,51.4905,56,98.8070,23,97.9390,14,68,0,2,70
BDI,1974,91.6764,97.1087,94.9376,94.5742,40,44.6667,95.6297,72.8105,37,97.0703,45,95.5297,44,47,2,3,52
BDI,1975,95.4122,97.5268,96.4323,96.4571,26,37.6667,92.3485,86.7126,14,94.4211,52,94.4980,36,57,1,3,61
BDI,1976,95.6927,99.3982,99.0097,98.0335,11,25.6667,94.5907,85.1627,16,98.3617,13,99.2021,3,87,0,1,88
BDI,1977,95.9202,99.4421,99.1745,98.1790,15,17.3333,95.2195,90.5055,15,98.7169,9,98.8708,3,92,0,1,93
BDI,1978,96.9044,98.9836,98.2229,98.0370,5,10.3333,94.7499,90.0491,11,97.4466,17,96.9943,8,100,1,3,104
BDI,1979,97.5944,98.9443,98.6256,98.3881,7,9.0000,96.5568,91.3809,10,97.9376,23,98.3796,10,143,0,3,146
BDI,1980,96.7029,98.1029,96.8770,97.2276,17,9.6667,96.9498,84.0597,19,96.2948,31,95.8435,23,101,0,6,107
BDI,1981,96.8724,98.9295,98.6170,98.1396,8,10.6667,96.2705,83.4690,18,98.1709,22,98.7611,7,141,0,3,144
BDI,1982,96.4627,98.7744,98.4726,97.9032,20,15.0000,97.0813,83.5733,34,97.7126,26,98.5623,15,161,0,4,165
BDI,1983,95.9237,99.6033,99.2665,98.2645,16,14.6667,98.1524,83.5917,60,99.3793,8,99.5908,3,142,0,1,143
BDI,1984,97.9006,99.5983,99.5735,99.0241,5,13.6667,99.7548,91.0350,22,99.4310,10,100.0000,1,147,0,0,147
BDI,1985,97.8907,99.3229,98.3501,98.5212,17,12.6667,98.1066,93.4773,34,98.9530,13,98.5107,14,150,0,4,154
BDI,1986,97.3101,98.3765,97.5382,97.7416,35,19.0000,96.1226,94.8097,46,97.1453,32,97.3603,27,149,0,7,156
BDI,1987,97.6873,99.6193,98.7176,98.6747,11,21.0000,97.8344,92.9844,29,99.2639,11,98.7991,7,139,0,3,142
BDI,1988,97.1896,99.6165,98.6886,98.4982,14,20.0000,98.2291,90.9676,53,99.4458,6,98.8580,9,136,0,3,139
BDI,1989,96.5146,99.1370,98.1696,97.9404,49,24.6667,95.9160,89.4846,73,98.6125,26,98.1824,31,113,0,4,117
BDI,1990,97.7538,98.8094,98.6274,98.3969,52,38.3333,97.4165,93.0673,39,98.1610,41,98.6184,11,82,0,2,84
BDI,1991,97.8790,99.9838,99.5595,99.1408,13,38.0000,98.6606,93.3562,25,99.9778,6,100.0000,1,72,0,0,72
BDI,1992,94.8604,95.9127,92.1051,94.2927,100,55.0000,93.3665,82.1811,93,95.7245,103,92.3273,104,44,0,7,51
BDI,1993,92.2753,97.3558,91.4039,93.6783,98,70.3333,87.6250,70.0316,99,94.9543,77,88.4801,100,34,0,7,41
BDI,1994,92.6873,99.1645,94.8223,95.5580,58,85.3333,87.7768,57.0284,95,98.0635,17,91.6112,56,54,0,6,60
BDI,1995,94.0697,97.7252,93.7866,95.1939,64,73.3333,90.8952,68.2037,68,96.7267,51,91.8505,69,59,1,6,66
BDI,1996,95.5629,99.2533,94.0576,96.2913,39,53.6667,93.7717,82.7871,35,98.6345,25,91.1785,73,59,1,8,68
BDI,1997,91.4747,85.8335,75.4455,84.2512,167,90.0000,68.6167,67.8368,101,78.8964,163,63.1584,147,15,2,9,26
BDI,1998,90.0844,98.6649,98.3233,95.6909,72,92.6667,91.9214,60.2205,116,98.0433,41,98.3414,5,38,0,1,39
BDI,2000,,99.9967,96.5522,98.2744,8,82.3333,98.5615,,,99.9986,3,97.0139,35,58,0,4,62
BDI,2001,,99.9961,96.2610,98.1286,13,31.0000,96.9917,,,99.9983,3,95.8926,39,54,0,4,58
BDI,2002,,99.9949,96.0897,98.0423,12,11.0000,97.5217,,,99.9936,4,95.7663,44,51,1,3,55
BDI,2003,94.4696,94.4953,93.1228,94.0292,101,42.0000,89.0309,85.6209,78,92.4350,122,91.8740,75,57,0,10,67
BDI,2004,93.1077,96.3354,94.0031,94.4821,99,70.6667,90.7168,74.2641,93,95.0798,116,93.0022,85,62,0,7,69
BDI,2005,94.2164,99.1496,94.8081,96.0581,67,89.0000,92.8128,82.0082,91,98.7582,37,94.2370,60,54,0,6,60
BDI,2006,94.7208,93.5432,95.0952,94.4531,114,93.3333,89.5415,74.4416,95,91.0028,149,94.5911,90,83,0,11,94
BDI,2007,95.4944,94.4905,97.3009,95.7619,99,93.3333,92.2972,80.5642,78,92.4542,141,97.2921,31,62,0,2,64
BDI,2008,96.0593,97.0279,97.3388,96.8087,48,87.0000,93.4885,87.2674,58,95.3227,109,97.3431,19,65,0,3,68
BDI,2009,95.5171,96.1517,96.5361,96.0683,88,78.3333,93.2299,84.9875,72,94.9274,131,96.2089,46,61,0,4,65
BDI,2010,87.9419,86.1253,88.9532,87.6735,176,104.0000,76.4155,46.4084,184,81.0877,171,85.8072,110,15,0,5,20
BDI,2011,86.9541,97.0556,98.2510,94.0869,112,125.3333,89.8378,26.0331,186,95.8588,103,98.2450,9,33,0,2,35
BDI,2012,85.5976,94.3385,94.2817,91.4059,129,139.0000,82.7004,13.2941,187,91.7266,137,92.5156,92,39,0,6,45
BDI,2013,85.9610,96.9596,97.4495,93.4567,115,118.6667,88.9113,56.1840,189,95.7397,105,97.1184,25,51,1,0,52
BDI,2014,89.7715,93.6126,94.9736,92.7859,122,122.0000,86.1283,59.4334,173,90.5120,153,93.3760,77,30,1,1,32
BDI,2015,90.6027,95.8701,95.5805,94.0178,111,116.0000,89.0605,57.6478,143,94.2809,122,94.6525,71,61,5,0,66
BDI,2016,92.9025,93.5883,93.0037,93.1648,114,115.6667,87.1143,72.5833,119,90.0381,146,90.1454,100,65,8,2,75
BDI,2017,93.9833,96.2629,95.9902,95.4122,99,108.0000,92.9380,78.6500,109,94.8294,118,95.3112,72,78,5,1,84
BDI,2018,94.5397,94.8757,94.8388,94.7514,100,104.3333,92.2750,77.5802,86,92.4345,138,93.6530,84,81,6,4,91
BDI,2019,94.1814,95.7205,95.4226,95.1082,98,99.0000,92.2585,74.4008,97,93.8048,129,94.6681,76,78,5,2,85
BDI,2020,94.8995,94.8790,94.2927,94.6904,102,100.0000,89.5821,72.3930,93,92.3071,131,92.4143,91,82,6,3,91
BDI,2021,92.6161,93.0790,91.4974,92.3975,120,106.6667,83.8862,39.7871,128,89.1079,148,87.3033,101,49,3,7,59
BDI,2022,88.8851,92.0869,88.5691,89.8471,137,119.6667,76.8261,40.1753,182,85.7747,149,79.2598,107,56,2,14,72
BDI,2023,89.5700,91.3229,90.7689,90.5539,118,125.0000,80.1766,58.7265,176,85.2936,155,85.4250,99,62,5,9,76
BDI,2024,90.0045,92.5757,91.8997,91.4933,112,122.3333,81.7599,66.8016,164,86.6424,144,86.4240,89,58,6,5,69
BDI,2025,71.8407,96.1774,92.7919,86.9366,158,129.3333,74.2218,9.0807,186,93.2875,46,91.7050,24,12,1,1,14
